,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,6434845,12,0,0,1,0,4,3,128,3,passed,1825
1,6444443,0,0,0,0,0,1,1,3,1,passed,1865
2,6446328,0,0,0,0,0,1,1,4,1,passed,1980
3,6476783,0,0,0,0,0,4,1,119,1,passed,1904
4,6476837,0,0,0,0,0,4,1,120,1,passed,1564
5,6575239,0,0,0,0,0,1,1,4,1,passed,1728
6,6608429,4,0,0,0,0,1,1,4,1,passed,2642
7,6608902,4,0,1,0,0,2,1,101,1,passed,1633
8,6640480,0,0,0,1,0,0,1,0,1,passed,1642
9,6643758,2,0,0,0,0,1,1,45,1,passed,1699
10,6643968,0,0,0,1,0,0,1,1,1,passed,1667
11,6643979,4,0,0,0,0,1,1,5,1,passed,1587
12,6647705,84,0,29,2,2,10,1,268,1,passed,1384
13,6663548,250,0,0,1,0,2,1,78,1,passed,1571
14,6665287,5,0,21,0,0,2,1,25,1,passed,1589
15,6665921,14,0,2,0,0,3,1,33,1,passed,1828
16,6667723,2,0,1,0,0,2,1,33,1,passed,1483
17,6668291,267,0,22,1,0,4,1,92,1,passed,1970
18,6668928,1,0,0,0,0,1,1,54,1,passed,1831
19,6788663,30,0,0,1,1,5,1,131,1,passed,1904
20,6788849,7,0,0,0,0,1,1,90,1,passed,1839
21,6790358,0,0,6,0,0,1,1,25,1,passed,1709
22,6799298,1,0,0,1,0,1,1,10,1,failed,1941
23,6828978,2,0,0,0,0,1,1,7,1,failed,1532
24,6829437,2,0,0,0,0,1,1,8,1,failed,1705
25,6925547,6,0,3,0,1,2,1,32,1,failed,1676
26,6925884,6,0,3,0,1,2,1,33,1,failed,1550
27,6970526,18,0,0,0,0,2,2,51,2,failed,1484
28,6970844,2,0,4,0,0,2,2,167,2,failed,1788
29,7007554,14,0,0,0,0,5,1,62,1,failed,1545
30,7008427,45,0,24,0,0,2,1,34,1,failed,1925
31,7008885,0,0,0,0,0,1,1,10,1,passed,1579
32,7009026,45,0,24,0,0,2,1,35,1,failed,1399
33,7009385,5,0,3,0,0,2,1,21,1,passed,1509
34,7009627,4,0,0,0,0,1,1,13,1,passed,1503
35,7019104,18,0,0,0,0,4,1,205,1,passed,1510
36,7019778,14,0,0,0,0,5,1,63,1,passed,1669
37,7057600,0,0,22,0,0,1,1,151,1,passed,2029
38,7058482,0,0,22,0,0,1,1,152,1,passed,1862
39,7060763,188,0,0,0,0,5,1,85,1,failed,689
40,7061373,188,0,0,0,0,5,1,88,1,failed,661
41,7065425,3,0,0,0,0,2,1,186,1,passed,1765
42,7160196,35,0,0,0,0,1,1,4,1,passed,2427
43,7189189,3,0,21,0,0,3,1,12,1,passed,2723
44,7222831,75,0,0,1,0,2,1,45,1,passed,3566
45,7261048,2,0,32,0,0,2,2,125,2,passed,1619
46,7329121,2,0,32,0,0,2,1,127,1,passed,2257
47,7329156,160,0,0,1,0,2,1,73,1,passed,2402
48,7364637,2,0,13,0,0,2,1,31,1,passed,2092
49,7369943,16,0,19,0,0,15,1,322,1,passed,2240
50,7397037,75,0,0,1,0,2,1,48,1,passed,2269
51,7397141,0,0,13,0,0,1,1,29,1,passed,2455
52,7398657,36,0,0,1,0,3,1,119,1,passed,2424
53,7398786,5,0,0,0,0,2,1,33,1,passed,2262
54,7400751,16,0,19,0,0,15,1,323,1,passed,2194
55,7406261,36,0,0,1,0,3,1,120,1,failed,1251
56,7406304,5,0,0,0,0,2,1,34,1,passed,1976
57,7438426,0,0,0,0,1,1,1,9,1,passed,1655
