,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,1680613,383,0,0,2,0,18,28,1607,28,failed,155
1,1680861,13,0,0,0,0,3,1,21,1,failed,105
2,1681650,10,0,0,0,0,1,1,18,1,failed,416
3,1693675,182,0,0,2,1,3,1,22,1,failed,2291
4,1708702,48,0,32,0,0,7,3,1452,3,failed,2228
5,1709396,254,0,76,0,14,8,4,584,4,failed,2284
6,1709974,0,0,0,0,0,1,1,181,1,failed,2180
7,1710021,0,0,0,0,0,1,1,182,1,failed,1406
8,1710341,0,0,0,0,0,2,1,573,1,failed,2258
9,1710617,182,0,8,4,0,6,3,82,3,failed,1714
10,1711093,0,0,15,0,1,4,1,784,1,failed,1775
11,1711225,0,0,0,0,0,1,1,582,1,failed,1922
12,1711432,0,0,0,0,0,3,1,770,1,failed,1971
13,1711658,0,0,0,0,0,1,1,86,1,failed,1718
14,1711880,0,0,0,0,0,1,1,185,1,failed,1890
15,1712381,0,0,0,0,0,1,1,186,1,failed,2060
16,1712502,1,0,0,0,0,2,2,446,2,failed,2141
17,1720612,0,0,0,0,0,1,1,583,1,failed,1666
18,1720744,0,0,0,0,0,1,1,584,1,failed,1652
19,1722143,0,0,0,0,0,1,1,17,1,failed,1720
20,1727685,2994,0,331,291,82,164,37,2395,37,failed,5675
21,1728727,4,0,0,0,0,3,1,178,1,failed,4206
22,1736427,0,0,0,0,0,1,1,438,1,failed,3943
23,1736683,12,0,0,0,0,5,2,214,2,failed,4277
24,1737256,0,0,0,0,0,1,1,66,1,failed,4019
25,1739047,125,0,0,0,0,4,1,58,1,failed,4499
26,1739095,20,0,0,0,0,8,2,55,2,failed,4691
27,1755840,6,0,0,0,0,2,2,632,2,failed,4964
28,1755971,0,0,0,0,0,1,1,294,1,failed,4770
29,1756054,0,0,0,0,0,1,1,586,1,failed,3966
30,1756350,0,0,0,0,0,1,1,439,1,failed,5411
31,1756774,45,0,18,1,0,6,2,261,2,failed,4132
32,1756882,0,0,0,0,0,1,1,587,1,failed,4641
33,1757071,0,0,0,0,0,3,1,20,1,failed,4392
34,1758680,0,0,0,0,0,1,1,295,1,failed,4294
35,1759083,0,0,0,0,0,1,1,440,1,failed,4232
36,1759250,0,0,0,0,0,1,1,588,1,failed,4361
37,1760342,17,0,0,0,0,2,2,188,2,failed,4722
38,1766947,4,0,0,0,0,2,2,607,2,failed,5012
39,1767067,0,0,0,0,0,1,1,441,1,failed,5253
40,1767580,0,0,0,0,0,1,1,188,1,failed,4736
41,1770166,103,0,3,0,0,10,6,186,6,failed,4625
42,1774290,0,0,0,0,0,1,1,442,1,passed,4234
43,1774498,15,0,0,0,0,3,2,566,2,failed,5041
44,1774621,10,0,0,0,0,1,1,2,1,passed,4280
45,1775145,156,0,43,0,0,9,2,1558,2,passed,4170
46,1775443,34,0,0,0,0,1,1,92,1,passed,4522
47,1775454,0,0,0,0,0,1,1,591,1,passed,4854
48,1775578,11,0,0,0,0,2,1,717,1,passed,4123
49,1775693,0,0,0,0,0,1,1,593,1,passed,4367
50,1776175,0,0,0,0,0,1,1,189,1,passed,4190
51,1776928,23,0,0,0,0,2,2,334,2,passed,4401
52,1784767,0,0,0,0,0,1,1,594,1,passed,4355
53,1785729,0,0,0,0,0,1,1,190,1,passed,4308
54,1785866,0,0,0,0,0,1,1,443,1,passed,4270
