,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,2144837,0,0,0,1,0,0,1,1,1,failed,173
1,2144841,0,0,0,0,0,1,1,2,1,failed,2331
2,2144858,10,0,0,0,0,2,1,25,1,failed,2362
3,2144916,2,0,0,0,0,1,1,80,1,failed,2341
4,2144956,2,0,0,0,0,1,1,8,1,failed,5179
5,2144995,0,0,0,0,0,1,1,3,1,failed,3049
6,2145369,4,0,2,0,0,3,1,79,1,failed,3057
7,2145392,2,0,0,0,0,1,1,5,1,failed,3031
8,2145871,0,0,0,0,0,1,1,5,1,failed,3038
9,2146017,0,0,18,0,0,2,2,33,2,failed,3048
10,2146653,58,0,0,0,0,3,1,21,1,failed,3049
11,2146754,4,0,10,0,0,2,1,26,1,failed,3043
12,2146838,0,0,0,0,0,1,1,7,1,failed,3055
13,2152789,2,0,0,0,0,1,1,82,1,failed,3174
14,2153004,2,0,0,0,0,1,1,14,1,failed,3160
15,2153497,21,0,0,0,0,1,1,25,1,failed,3038
16,2156864,1,0,0,0,0,1,1,40,1,failed,3053
17,2157476,13,0,10,0,0,2,1,26,1,failed,3052
18,2179000,22,0,0,0,0,1,1,14,1,failed,3112
19,2180676,6,0,0,0,0,1,1,22,1,failed,3050
20,2192659,2,0,0,0,0,1,1,10,1,failed,1146
21,2192773,2,0,0,0,0,1,1,11,1,failed,3046
22,2210213,47,0,8,0,0,2,1,42,1,failed,3073
23,2214820,47,0,8,0,0,2,1,43,1,failed,3070
24,2214944,10,0,0,0,0,1,1,4,1,failed,3086
25,2214963,0,0,0,0,0,1,1,8,1,passed,3077
26,2218037,9,0,0,0,0,1,1,26,1,passed,3046
27,2218411,9,0,0,0,0,1,1,27,1,passed,3038
28,2222532,17,0,3,0,0,5,1,19,1,passed,3060
29,2256009,17,0,3,0,0,5,1,20,1,passed,2995
30,2257207,2,0,0,0,0,1,1,6,1,passed,3002
31,2262943,2,0,0,0,0,1,1,7,1,passed,3015
32,2276607,87,0,11,0,0,12,1,104,1,passed,3026
33,2285099,11,0,1,0,0,5,1,76,1,failed,3036
34,2289379,3,0,0,0,0,1,1,28,1,passed,2998
35,2289852,3,0,0,0,0,1,1,29,1,passed,2981
36,2295944,119,0,0,2,0,5,1,9,1,passed,3034
37,2310711,13,0,2,0,0,5,5,31,5,passed,3024
38,2323181,13,0,2,0,0,5,1,36,1,failed,502
39,2323190,0,1,0,0,0,1,1,11,1,failed,501
40,2332770,1245,0,221,33,0,4,1,210,1,passed,638
41,2332989,2,0,5,0,0,2,1,11,1,passed,515
42,2333128,2,0,0,0,0,1,1,4,1,passed,506
43,2335133,2,0,0,0,0,1,1,55,1,passed,564
44,2335672,2,0,0,0,0,1,1,17,1,passed,559
45,2335959,12,0,5,0,0,5,2,19,2,passed,548
46,2336054,574,3,161,26,0,3,1,191,1,failed,537
47,2336394,0,0,2,0,0,1,1,11,1,failed,498
48,2336471,0,0,2,0,0,1,1,11,1,passed,500
49,2341077,0,0,15,0,0,2,1,26,1,passed,499
50,2343961,2,0,0,0,0,1,1,42,1,passed,557
51,2347578,2,0,0,0,0,1,1,43,1,passed,562
52,2366212,9,0,3,0,0,6,1,24,1,passed,522
53,2369546,9,0,3,0,0,6,1,25,1,passed,527
54,2372600,28,0,37,0,0,4,2,6,2,passed,543
55,2383291,615,0,45,14,0,5,1,178,1,passed,516
56,2385872,2,0,0,0,0,1,1,10,1,passed,501
57,2397147,4,0,0,0,0,1,1,10,1,passed,537
58,2397709,10,0,2,0,0,3,1,198,1,passed,531
59,2397776,4,0,0,0,0,2,1,70,1,passed,549
60,2401560,103,0,29,8,0,3,3,101,3,passed,536
61,2408975,16,0,0,0,0,1,1,39,1,passed,504
62,2415125,10,0,0,0,0,4,3,92,3,passed,551
63,2422957,10,0,0,0,0,4,1,95,1,passed,727
64,2436073,10,0,0,0,0,1,1,29,1,passed,590
65,2451311,650,0,347,32,0,9,11,91,11,passed,571
66,2451371,642,0,339,32,0,4,1,102,1,passed,505
67,2462214,6,0,3,0,0,3,2,30,2,passed,504
68,2462259,6,0,0,0,0,1,1,138,1,passed,495
69,2463456,6,0,0,0,0,3,1,494,1,passed,486
70,2505995,2,0,0,0,0,1,1,17,1,passed,573
71,2508315,2,0,0,0,0,1,1,18,1,passed,553
72,2518204,65,0,166,3,0,1,1,37,1,passed,635
73,2530399,262,0,49,5,0,6,1,49,1,passed,505
74,2530684,96,0,4,0,0,5,2,16,2,passed,493
75,2531753,128,0,36,0,0,11,4,45,4,passed,520
76,2531948,26,0,0,0,0,4,3,59,3,passed,501
77,2539028,292,0,201,3,0,23,5,71,5,passed,504
78,2540023,251,0,66,5,0,3,1,55,1,passed,497
79,2540792,6,0,0,0,0,1,1,20,1,passed,488
80,2547165,2,0,0,0,0,1,1,44,1,passed,529
81,2548063,507,0,0,0,9,1,1,37,1,passed,529
82,2559570,99,0,113,8,0,2,1,35,1,failed,498
83,2559580,2,0,0,0,0,1,1,35,1,failed,515
84,2573546,3,0,10,0,0,3,2,115,2,failed,516
85,2574016,2,0,0,0,0,1,1,5,1,failed,515
86,2574103,472,0,260,14,0,4,1,46,1,failed,507
87,2584277,8,0,0,0,0,3,2,13,2,failed,614
88,2586457,8,0,0,0,0,3,1,15,1,failed,580
89,2597628,2,0,24,0,0,2,2,23,2,failed,539
90,2598128,491,0,49,0,0,22,1,47,1,failed,563
91,2622133,8,0,0,0,0,2,1,53,1,failed,560
92,2625461,8,0,0,0,0,2,1,54,1,failed,560
93,2633040,917,0,247,1,0,43,17,139,17,failed,559
94,2638777,681,0,167,1,0,43,1,156,1,failed,581
95,2639164,11,0,7,0,0,2,2,3,2,passed,754
96,2641474,1201,0,247,1,0,74,1,258,1,passed,587
97,2641566,2,0,0,0,0,1,1,7,1,passed,587
98,2643231,33,0,16,1,0,5,3,65,3,passed,566
99,2652994,137,0,16,4,0,3,1,67,1,passed,621
100,2663674,2,0,0,0,0,1,1,115,1,passed,556
101,2667107,4,0,0,0,0,2,1,6,1,passed,651
102,2668602,4,0,0,0,0,2,1,8,1,passed,678
103,2669112,31,0,19,0,0,2,1,26,1,passed,613
104,2700817,1136,0,356,34,0,4,2,315,2,passed,572
105,2702412,2,0,16,1,0,1,1,13,1,passed,542
106,2707552,1137,0,340,33,0,4,3,315,3,passed,617
107,2712307,1,0,0,0,0,1,1,15,1,passed,678
108,2717847,0,0,2,0,0,1,1,50,1,passed,618
109,2722696,12,0,0,0,0,2,2,7,2,passed,610
110,2749388,8,0,0,0,0,2,1,9,1,passed,618
111,2802617,2,0,0,0,0,1,1,16,1,passed,617
112,2803308,4,0,0,0,0,2,1,7,1,passed,579
113,2804325,2,0,0,0,0,1,1,47,1,passed,554
114,2804393,2,0,0,0,0,1,1,48,1,passed,629
115,2805805,12,0,0,0,0,1,2,21,2,passed,552
116,2812799,8,0,0,0,0,1,1,23,1,passed,600
117,2813510,16,0,0,0,0,1,1,56,1,passed,573
118,2814806,16,0,0,0,0,1,1,57,1,passed,559
119,2830242,2,0,0,0,0,1,1,8,1,passed,711
120,2831182,2,0,0,0,0,1,1,9,1,passed,673
121,2835855,2,0,0,0,0,1,1,61,1,passed,641
122,2840943,2,0,0,0,0,1,1,62,1,passed,706
123,2850694,6,0,0,0,0,2,1,87,1,passed,1303
124,2855280,2,0,5,0,0,3,1,254,1,passed,638
125,2893938,15,0,0,0,0,1,1,7,1,passed,711
126,2894274,17,0,0,0,0,1,1,39,1,passed,650
127,2904183,6,0,4,0,0,3,1,60,1,passed,720
128,2907944,104,0,0,0,0,1,8,2,8,passed,637
129,2915401,30,0,0,0,0,1,1,10,1,passed,669
130,2915540,23,0,0,0,0,1,1,42,1,passed,740
131,2929547,139,0,10,0,0,22,2,530,2,passed,597
132,2929973,301,0,68,8,0,3,1,86,1,passed,605
133,2930083,33,0,0,0,0,1,1,19,1,passed,595
134,2931028,33,0,0,0,0,1,1,20,1,passed,550
135,2934609,6,0,6,0,0,2,1,27,1,passed,625
136,2934915,6,0,6,0,0,2,1,27,1,passed,567
137,2944308,6,0,6,0,0,2,1,28,1,passed,618
138,2976351,0,0,4,0,0,1,1,110,1,passed,589
139,3000478,0,0,4,0,0,1,1,111,1,passed,603
140,3001986,345,0,0,0,0,16,1,256,1,passed,566
141,3005658,345,0,0,0,0,16,1,257,1,passed,639
142,3005714,7,0,0,0,0,1,1,3,1,passed,586
143,3005778,7,0,0,0,0,1,1,4,1,passed,626
144,3005799,2,0,0,0,0,1,1,70,1,passed,605
145,3008423,16,0,0,0,0,1,1,19,1,passed,609
146,3009824,16,0,0,0,0,1,1,20,1,passed,802
147,3019297,2,0,0,0,0,1,1,34,1,passed,633
148,3030491,317,0,117,13,0,8,8,115,8,passed,629
149,3030505,315,0,117,13,0,7,1,119,1,passed,631
150,3037453,201,0,22,3,0,6,3,95,3,passed,607
151,3037575,201,0,22,3,0,6,1,98,1,passed,602
152,3038005,2,0,0,0,0,1,1,12,1,failed,428
153,3041544,4,0,6,0,0,2,1,30,1,passed,570
154,3043774,4,0,6,0,0,2,1,31,1,passed,610
155,3045832,2,0,8,0,0,2,1,33,1,passed,579
156,3056656,2,0,8,0,0,2,1,34,1,passed,590
157,3057888,0,0,4,0,0,2,1,5,1,passed,595
158,3077753,13,0,0,0,0,5,2,595,2,passed,575
159,3081431,60,0,8,1,0,7,2,688,2,passed,623
160,3081537,53,0,8,1,0,3,1,142,1,passed,595
161,3089757,39,0,0,0,0,3,1,519,1,passed,597
162,3125077,39,0,0,0,0,3,1,520,1,passed,579
163,3125115,3,0,0,0,0,1,1,45,1,passed,575
164,3128383,2,0,0,0,0,2,1,11,1,passed,676
165,3130370,0,0,20,0,0,1,1,21,1,passed,593
166,3135008,22,0,0,0,0,2,1,6,1,failed,593
