,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits.1,tr_status,tr_duration
0,4215685,26,0,120,1,0,10,3,62,3,passed,403
1,4215690,26,0,120,1,0,10,3,62,3,passed,421
2,4215692,26,0,120,1,0,10,3,62,3,passed,453
3,4317182,17,0,47,0,0,2,1,11,1,passed,308
4,4320774,23,0,4,1,0,4,1,10,1,passed,363
5,4341253,27,0,50,1,0,7,1,120,1,passed,394
6,4346118,0,0,701,1,0,24,1,196,1,passed,414
7,4346146,24,0,211,0,0,8,1,109,1,passed,338
8,4367585,17,0,0,0,0,4,1,71,1,passed,299
9,4381488,2,0,4,0,0,2,1,80,1,passed,216
10,4440969,0,0,0,1,0,0,1,0,1,passed,300
11,4441008,22,0,40,0,0,3,1,74,1,passed,284
12,4443727,40,0,22,0,0,3,1,33,1,passed,333
13,4463267,15,0,25,0,0,3,1,47,1,passed,419
14,4465341,14,0,5,1,0,4,1,102,1,passed,323
15,4505596,67,0,204,1,0,13,1,230,1,passed,425
16,4507875,2,0,41,0,0,3,1,121,1,passed,243
17,4508417,2,0,4,0,0,2,1,3,1,passed,264
18,4510069,11,0,30,0,0,4,2,74,2,passed,400
19,4511250,11,0,30,0,0,4,1,76,1,passed,311
20,4584521,16,0,2,0,0,3,1,58,1,passed,368
21,4607282,257,0,588,4,1,7,2,163,2,passed,307
22,4620626,7,0,0,0,0,1,1,4,1,passed,453
23,4620631,37,0,102,0,0,2,1,33,1,passed,349
24,4624581,134,0,320,0,1,3,2,60,2,passed,469
25,4648836,296,0,628,2,0,25,2,304,2,passed,350
26,4649118,121,0,108,2,0,22,1,158,1,passed,442
27,4649278,0,0,184,0,0,21,1,174,1,passed,377
28,4649631,0,0,2,0,0,1,1,39,1,passed,423
29,4649709,650,0,100,0,0,11,4,192,4,passed,354
30,4652280,0,0,0,0,0,1,1,9,1,passed,404
31,4652385,1096,0,197,1,28,25,5,224,5,passed,377
32,4652510,6,0,34,0,0,3,1,25,1,passed,349
33,4652638,41,0,393,0,0,3,2,103,2,passed,306
34,4655090,55,0,74,0,0,5,2,175,2,passed,361
35,4655377,12,0,172,0,0,2,1,29,1,passed,414
