Index,Duration,Build_Result
1,147560,0
2,147560,0
3,147560,1
4,147560,0
5,147560,1
6,147560,0
7,147560,0
8,147560,0
9,147560,0
10,147560,0
11,147560,1
12,147560,0
13,147563,0
14,147564,0
15,147564,0
16,147564,1
17,147564,1
18,147564,0
19,147592,0
20,147595,0
21,147592,1
22,147592,1
23,147592,1
24,147592,1
25,147592,1
26,146595,1
27,147593,0
28,147593,1
29,147593,0
30,147593,0
31,147590,0
32,147590,0
33,147590,0
34,147590,0
35,147590,0
36,146766,1
37,147597,1
38,147597,0
39,147597,0
40,147597,1
41,147600,0
42,147600,1
43,147600,1
44,147600,0
45,147600,1
46,147600,0
47,147635,0
48,147635,1
49,147635,0
50,147635,0
51,147603,1
52,147635,1
53,147635,0
54,147635,0
55,147635,1
56,147635,1
57,147635,1
58,147644,0
59,147639,0
60,147639,0
61,147673,0
62,147673,0
63,147673,1
64,147673,0
65,147673,0
66,147673,0
67,147673,1
68,147673,0
69,147673,1
70,147673,1
71,147673,0
72,147673,1
73,147673,0
74,147673,0
75,147673,0
76,147673,0
77,147673,0
78,147673,0
79,147673,1
80,147673,0
81,147673,0
82,147673,0
83,147673,0
84,147673,1
85,147673,0
86,147673,1
87,147673,1
88,147673,0
89,147673,0
90,147673,0
91,147673,0
92,147673,0
93,147673,0
94,147677,0
95,147677,0
96,147677,1
97,147677,1
98,147677,0
99,147677,0
100,147677,0
101,147677,0
102,147677,0
103,147677,1
104,147677,1
105,147677,0
106,147677,0
107,147682,0
108,147677,1
109,147682,0
110,147682,0
111,147682,0
112,147682,0
113,147682,0
114,147682,0
115,147682,0
116,147682,1
117,147682,0
118,147682,0
119,147682,1
120,147682,0
121,147682,1
122,147682,0
123,147682,0
124,147682,0
125,147682,0
126,147682,0
127,147682,0
128,147682,1
129,147682,1
130,147682,0
131,147682,1
132,147682,0
133,147682,0
134,147682,0
135,147682,0
136,147682,0
137,147676,0
138,147676,0
139,147676,1
140,147676,0
141,147676,0
142,147636,0
143,147636,0
144,147637,0
145,147637,0
146,147637,0
147,147637,1
148,147637,0
149,147637,0
150,147637,0
151,147637,1
152,147637,1
153,147637,1
154,147637,0
155,147637,0
156,147637,0
157,147637,1
158,147637,0
159,147637,0
160,147637,0
161,147642,1
162,147642,0
163,147654,0
164,147651,0
165,147651,0
166,147651,0
167,147651,0
168,147651,0
169,147651,0
170,147651,0
171,147651,0
172,147658,0
173,147658,0
174,147658,0
175,147658,0
176,147658,0
177,147659,0
178,147677,0
179,147677,1
180,147677,0
181,147677,0
182,147677,0
183,147677,0
184,147677,0
185,147677,0
186,147677,0
187,147677,0
188,147677,0
189,147677,0
190,147677,1
191,147677,1
192,147677,0
193,147677,1
194,147677,0
195,147677,1
196,147677,0
197,147677,0
198,147677,0
199,147677,1
200,147677,0
201,147677,0
202,147677,0
203,147677,1
204,147677,1
205,147677,0
206,147677,1
207,147677,1
208,147677,0
209,147677,1
210,147677,1
211,147677,0
212,147677,1
213,147677,0
214,147677,0
215,147677,0
216,147677,0
217,147677,1
218,147677,0
219,147677,0
220,147677,0
221,147677,1
222,147677,0
223,147677,1
224,147677,0
225,147697,0
226,147677,0
227,147677,0
228,147677,0
229,147677,0
230,147677,0
231,147677,0
232,147677,0
233,147677,0
234,147697,0
235,147697,1
236,147697,0
237,147697,0
238,147697,0
239,147697,0
240,147697,0
241,147697,0
242,147697,0
243,147697,0
244,147697,0
245,147697,0
246,147697,0
247,147697,1
248,147697,0
249,147697,0
250,147697,0
251,147697,0
252,147697,0
253,147697,0
254,147697,1
255,147697,0
256,147697,0
257,147697,0
258,147697,0
259,147697,0
260,147697,1
261,147697,0
262,147697,0
263,147697,0
264,147697,0
265,147697,1
266,147697,1
267,147697,0
268,147697,0
269,147697,0
270,147697,1
271,147697,0
272,147697,0
273,147697,0
274,147697,1
275,147697,0
276,147697,0
277,147697,1
278,147697,0
279,147697,1
280,147697,1
281,147697,1
