Index,Duration,Build_Result
167,36490,1
168,36493,1
169,36493,1
170,36522,1
171,36523,1
172,36621,1
173,36617,1
174,36619,1
175,36639,1
176,36641,1
177,36641,1
178,36659,1
179,36791,1
180,36771,1
181,36771,1
182,36788,1
183,36798,1
184,36801,1
185,36801,1
186,37029,1
187,37036,1
188,37045,1
189,37060,1
190,37970,1
191,37970,1
192,37975,1
193,37978,1
194,37974,1
195,37974,1
196,37993,1
197,37993,1
198,37993,1
199,38005,1
200,38016,1
201,38065,1
202,38065,1
203,38329,1
204,38356,1
205,38489,1
206,38494,1
207,38496,1
208,38502,1
209,38584,1
210,38584,1
211,38584,1
212,38581,1
213,38602,1
214,38623,1
215,38637,1
216,38661,1
217,38712,1
218,38739,1
219,38800,1
220,38800,1
221,38834,1
222,38949,1
223,38980,1
224,38981,1
225,39236,1
226,39249,1
227,39249,1
228,39277,1
229,39279,1
230,39279,1
231,39277,0
232,39277,1
233,39277,1
234,40109,1
235,39490,1
236,39460,1
237,39538,1
238,39550,1
239,39676,1
240,39677,1
241,39699,1
242,39701,1
243,39748,1
244,39757,1
245,39761,1
246,39767,1
247,39773,1
248,39800,1
249,39860,1
250,39861,1
251,39865,1
252,39873,1
253,39932,1
254,39927,1
255,39938,1
256,39946,1
257,40000,1
258,40000,1
259,40000,1
260,40000,1
261,40053,1
262,40053,1
263,40053,1
264,40054,1
265,40063,1
266,40063,1
267,40068,1
268,40160,1
269,40176,1
270,40173,1
271,40214,1
272,40225,1
273,40233,1
274,40343,1
275,40372,1
276,40379,1
277,40405,1
278,40405,1
279,40417,1
280,40417,1
281,40417,1
282,40451,1
283,40480,1
284,40481,1
285,40481,1
286,40467,1
287,40486,1
288,40486,1
289,40648,1
290,40642,1
291,40645,1
292,40641,1
293,40778,1
294,40602,1
295,40561,1
296,40568,1
297,40568,1
298,40568,1
299,40568,1
300,40568,1
301,40568,1
302,40568,1
303,40612,1
304,40672,1
305,40672,1
306,40672,1
307,40672,1
308,40672,1
309,40671,1
310,40671,1
311,40666,1
312,40696,1
313,40696,1
314,40700,1
315,40700,1
316,40700,1
317,40700,1
318,40736,1
319,40790,1
320,40923,1
321,40926,1
322,40924,1
323,40930,1
324,40930,1
325,40964,1
326,40966,1
327,40938,1
328,40963,1
329,40963,1
330,40963,1
331,40990,1
332,40990,1
333,40998,1
334,40995,1
335,40995,1
336,40993,1
337,40993,1
338,41029,1
339,41029,1
340,41043,1
341,41046,1
342,41057,1
343,41057,1
344,41078,1
345,41089,1
346,41089,1
347,41089,1
348,41094,1
349,41099,1
350,41113,1
351,41113,1
352,41104,1
353,41228,1
354,41228,1
355,41372,1
356,41388,1
357,41177,0
358,41180,1
359,41180,1
360,41262,1
361,41265,1
362,41224,1
363,41273,1
364,41273,1
365,41302,1
366,41309,1
367,41309,1
368,41313,1
369,41396,1
370,41377,1
371,41371,1
372,41384,1
373,41344,1
374,41342,1
375,41361,1
376,41982,1
377,41990,1
378,41990,1
379,42123,1
380,42298,1
381,42334,1
382,42343,1
383,42344,1
384,42406,1
385,42441,1
386,42441,1
387,42443,1
388,42444,1
389,42413,1
390,42413,1
391,42415,0
392,42426,1
393,42427,1
394,42427,1
395,42473,1
396,42503,1
397,42503,1
398,42534,1
399,42721,1
400,42552,0
401,42554,1
402,42563,1
403,42563,1
404,42565,1
405,42652,1
406,42713,1
407,42739,1
408,42741,1
409,42852,1
410,42852,1
411,42903,1
412,42907,1
413,42945,1
414,42966,1
415,43036,1
416,43060,1
417,43058,1
418,43205,1
419,43205,1
420,43217,1
421,43233,1
422,43233,1
423,43243,1
424,43243,1
425,43246,1
426,43249,0
427,43245,1
428,43245,1
429,43262,1
430,43261,1
431,43263,1
432,43268,0
433,44036,1
434,44035,1
435,44091,1
436,44106,1
437,44161,1
438,44161,1
439,44181,1
440,44163,1
441,44163,1
442,44201,1
443,44221,1
444,44304,1
445,44304,0
446,43498,1
447,43498,1
448,43498,1
449,43498,1
450,43501,1
451,43510,1
452,43510,1
453,43510,1
454,43526,1
455,43508,0
456,43620,0
457,43666,1
458,43676,1
459,43676,1
460,43676,1
461,43676,1
462,43464,1
463,43464,1
464,43466,1
465,43464,1
466,43465,1
467,43465,1
468,43454,1
469,43447,1
470,43451,1
471,43451,1
472,43459,1
473,43451,1
474,43481,1
475,43481,1
476,43489,1
477,43506,1
478,43516,1
479,43747,1
480,43745,0
481,43745,1
482,43752,0
483,43752,1
484,43752,1
485,43743,1
486,43744,1
487,43781,1
488,43820,1
489,43854,1
490,43854,1
491,43854,1
492,43853,0
493,43902,1
494,43872,1
495,43869,1
496,43869,1
497,43860,1
498,43860,1
499,43880,1
500,43880,1
501,43880,1
502,43882,1
503,43677,1
504,43677,1
505,43693,1
506,43755,1
507,43809,1
508,43755,1
509,43691,1
510,43698,1
511,43699,1
512,43929,1
513,43929,1
514,43929,1
515,43929,1
516,43930,1
517,43930,1
518,43930,1
519,43930,1
520,43930,1
521,43958,1
522,43961,1
523,43969,1
524,43969,1
525,43991,1
526,44017,1
527,44043,1
528,44043,1
529,44035,1
530,44055,1
531,44075,1
532,44080,1
533,44084,1
534,44084,1
535,44084,1
536,44088,1
537,44088,1
538,44097,1
539,44224,1
540,44214,1
541,44220,1
542,44294,1
543,44411,1
544,44419,1
545,44423,1
546,44423,1
547,44424,1
548,44454,1
549,44454,1
550,44454,1
551,44454,1
552,44516,1
553,44652,1
554,44668,1
555,44670,1
556,44674,1
557,44731,1
558,44695,1
559,44695,1
560,44695,1
561,44703,1
562,44715,1
563,44717,1
564,44833,1
565,44833,1
566,44833,0
567,44835,1
568,44838,1
569,44840,1
570,44837,1
571,44837,1
572,44874,1
573,44874,1
574,44891,1
575,44948,1
576,44948,1
577,44948,1
578,44953,1
579,44953,1
580,44953,1
581,45006,1
582,45006,1
583,45006,1
584,45009,1
585,45009,1
586,45009,1
587,45038,1
588,44864,1
589,44859,0
590,44863,1
591,44866,1
592,44869,1
593,44884,1
594,45002,1
595,44884,1
596,45002,1
597,44884,1
598,44891,1
599,44913,1
600,44917,1
601,44917,1
602,44917,1
603,44918,0
604,44918,1
605,45027,1
606,45027,0
607,45042,1
608,45145,1
609,45161,0
610,45161,1
611,45069,1
612,45083,1
613,45086,1
614,45086,0
615,45087,1
616,45161,1
617,45164,1
618,45164,1
619,45164,1
620,45179,1
621,45180,1
622,45191,1
623,45191,0
624,45191,1
625,45221,1
626,45224,1
627,45224,1
628,45810,1
629,45841,1
630,45843,1
631,45848,1
632,45862,1
633,45864,1
634,45874,1
635,45586,0
636,45587,1
637,45587,1
638,45593,1
639,45596,1
640,45599,1
641,45599,1
642,45604,1
643,45609,1
644,45609,1
645,45609,1
646,45622,1
647,45636,1
648,45636,1
649,45642,1
650,45642,1
651,45667,1
652,45749,1
653,45749,1
654,45594,1
655,45599,1
656,45599,1
657,45632,1
658,45632,1
659,45632,1
660,45633,1
661,45633,1
662,45640,1
663,45666,1
664,45666,1
665,45666,1
666,45666,1
667,45677,1
668,45677,1
669,45677,1
670,45682,1
671,45682,1
672,45682,1
673,45670,1
674,45680,1
675,45680,1
676,45843,1
677,45880,1
678,45862,1
679,45874,1
680,45874,1
681,46068,1
682,46072,1
683,46211,1
684,46211,1
685,46221,1
686,46229,1
687,46294,1
688,46294,1
689,46294,1
690,46295,1
691,46371,1
692,46370,1
693,46382,1
694,46382,1
695,46382,1
696,46379,1
697,46379,1
698,46379,1
699,46379,1
700,46406,1
701,46446,1
702,46446,1
703,46447,1
704,46447,1
705,46467,1
706,46447,1
707,46473,1
708,46473,1
709,46493,1
710,46493,1
711,46512,1
712,46554,1
713,46608,1
714,46602,1
715,46602,1
716,46602,1
717,46602,1
718,46602,1
719,46602,1
720,46602,1
