Index,Duration,Build_Result
1,52059,1
2,52059,0
3,52059,0
4,52059,0
5,52059,1
6,52061,0
7,52061,1
8,52061,1
9,51899,0
10,51899,0
11,51899,1
12,51899,0
13,51899,1
14,51901,1
15,51901,0
16,51906,0
17,51906,0
18,51948,1
19,51948,1
20,51948,1
21,51948,1
22,51948,0
23,51948,1
24,51948,1
25,51948,0
26,51948,0
27,51948,0
28,51948,0
29,51948,1
30,51879,0
31,51879,1
32,51879,0
33,51879,0
34,51802,0
35,51802,0
36,51802,1
37,51800,1
38,51800,1
39,51800,0
40,51800,0
41,51800,0
42,51800,0
43,51800,1
44,51801,1
45,51801,0
46,51801,1
47,51801,1
48,51801,0
49,51801,0
50,51801,0
51,51801,0
52,51802,0
53,51428,1
54,51428,1
55,51428,0
56,51428,0
57,51428,0
58,51428,0
59,51428,1
60,51428,0
61,51428,0
62,51428,0
63,51428,0
64,51437,1
65,51437,0
66,51437,1
67,51462,1
68,51462,0
69,51461,0
70,51461,0
71,51461,0
72,51478,0
73,51478,0
74,51478,0
75,51478,0
76,51478,0
77,51478,0
78,51478,1
79,51478,0
80,51478,0
81,51478,0
82,51478,0
83,51478,1
84,51478,0
85,51478,0
86,51478,0
87,51478,0
88,51478,1
89,51478,1
90,51478,1
91,51478,1
92,51461,1
93,51487,1
94,51487,0
95,51487,1
96,51487,1
97,51487,1
98,51487,1
99,51487,1
100,51487,1
101,51487,1
102,51487,1
103,51487,1
104,51487,0
105,51487,1
106,51487,1
107,51487,1
108,51487,1
109,51487,1
110,51487,1
111,51487,1
112,51455,1
113,51455,1
114,51455,1
115,51457,1
116,51457,1
117,51457,0
118,51457,0
119,51457,1
120,51457,1
121,51457,0
122,51457,0
123,51491,1
124,51491,0
125,51491,0
126,51491,1
127,51491,0
128,51492,1
129,51492,1
130,51492,0
131,51492,0
132,51495,0
133,51495,0
134,51495,1
135,51495,0
136,51574,1
137,51574,0
138,51574,0
139,51574,0
140,51576,0
141,51576,0
