Index,Duration,Build_Result
1,25588,1
2,25569,1
3,25588,1
4,25569,1
5,25588,1
6,25588,1
7,25588,1
8,25588,1
9,25594,1
10,25592,1
11,25592,1
12,25628,1
13,25658,1
14,25594,1
15,25592,1
16,25598,1
17,25599,1
18,25599,1
19,25602,1
20,25677,1
21,25602,1
22,25677,1
23,25614,1
24,25676,1
25,25676,1
26,25694,1
27,25694,1
28,25694,1
29,25705,1
30,25824,1
31,25712,1
32,25836,1
33,25843,1
34,25980,1
35,25990,1
36,25989,1
37,25982,1
38,25982,1
39,26026,1
40,26031,1
41,26032,1
42,26032,1
43,25982,1
44,26032,1
45,26032,1
46,26032,1
47,26054,1
48,26110,1
49,26144,1
50,26162,1
51,26162,1
52,26162,1
53,26162,1
54,26197,1
55,26203,1
56,26171,1
57,26206,1
58,26212,1
59,26212,1
60,26214,1
61,26214,1
62,26218,1
63,26218,1
64,26246,1
65,26246,1
66,26290,1
67,26291,1
68,26595,1
69,26595,1
70,26615,1
71,26603,1
72,26657,1
73,26645,1
74,26647,1
75,26652,1
76,26652,1
77,26652,1
78,26628,1
79,26653,1
80,26652,1
81,26652,1
82,26653,1
83,26629,1
84,26634,1
85,26627,1
86,26638,1
87,26631,1
88,26631,1
89,26631,1
90,26631,1
91,26631,1
92,26664,1
93,26664,1
94,26704,1
95,26716,1
96,26716,1
97,26724,1
98,26726,1
99,26736,1
100,26763,1
101,26771,1
102,26763,1
103,26771,1
104,26768,1
105,26768,1
106,26785,1
107,26785,1
108,26785,1
109,26785,1
110,26785,1
111,26785,1
112,26786,1
113,26829,1
114,26794,1
115,26786,1
116,26787,1
117,26795,1
118,26832,1
119,26792,1
120,26845,1
121,26840,1
122,26846,1
123,26861,1
124,26832,1
125,26834,1
126,26834,1
127,26863,1
128,26891,1
129,26869,1
130,26863,1
131,26891,1
132,26904,1
133,26904,1
134,26955,1
135,26904,1
136,26955,1
137,26955,1
138,26904,1
139,26964,1
140,26936,1
141,26945,1
142,26904,1
143,26945,1
144,26945,1
145,26976,1
146,25443,1
147,25464,1
148,25464,1
149,25464,1
150,25464,0
151,25464,1
152,25464,1
153,25456,1
154,25456,1
155,25456,1
156,25459,1
157,25459,0
158,25459,1
159,25460,1
160,25459,1
161,25551,1
162,27152,1
163,25586,1
164,25552,1
165,25552,1
166,25587,1
167,25587,1
168,25603,1
169,25636,1
170,25603,1
171,25603,1
172,25636,1
173,27152,1
174,25843,1
175,25843,1
176,25854,1
177,25855,1
178,25855,1
179,25855,1
180,25856,1
181,25931,1
182,25856,1
183,25856,1
184,25944,1
185,26110,1
186,26199,1
187,26047,1
188,26199,1
189,26242,1
190,26199,1
191,26202,1
192,26202,1
193,26245,1
194,26245,1
195,26047,1
196,26245,1
197,26436,1
198,26462,0
199,26474,1
200,26462,1
201,26474,1
202,26474,1
203,26474,1
204,26474,1
205,26474,1
206,26474,1
207,26474,1
208,26473,1
209,26563,1
210,26563,1
211,26563,1
212,26563,1
213,26556,1
214,26563,1
215,26576,0
216,26576,1
217,26576,1
218,26576,1
219,26586,1
220,26586,1
221,26621,1
222,26586,1
223,26621,1
224,26627,1
225,26627,1
226,26646,1
227,26646,1
228,26646,1
229,26646,1
230,26646,1
231,26646,1
232,26728,1
233,26728,1
234,26729,1
235,26731,0
236,26731,1
237,26731,1
238,26731,1
239,26734,1
240,26734,1
241,26722,1
242,26723,1
243,26723,1
244,26723,1
245,26723,1
246,26734,1
247,26734,1
248,26734,1
249,26734,1
250,26734,1
251,26731,1
252,26731,1
253,26731,1
254,26731,1
255,26731,1
256,26732,1
257,26821,1
258,26732,1
259,26821,1
260,26825,1
261,26825,1
262,26821,1
263,26825,1
264,26825,1
265,26866,1
266,26866,1
267,26868,1
268,26866,1
269,26870,1
270,26870,1
271,26870,1
272,26870,1
273,26870,1
274,26870,1
275,26871,1
276,26872,1
277,27133,1
278,27134,1
279,27135,1
280,27135,1
281,27138,1
282,27139,1
283,27118,1
284,27124,1
285,27124,1
286,27144,1
287,27166,1
288,27185,1
289,27192,1
290,27189,1
291,27190,1
292,27200,1
293,27200,1
294,27198,1
295,27198,1
296,27198,1
297,27193,1
298,27193,1
299,27193,1
300,27193,1
301,27290,1
302,27290,1
303,28005,1
304,28089,1
305,28089,1
306,28093,1
307,28093,1
308,28093,1
309,28104,1
310,28123,1
311,28134,1
312,28172,1
313,28178,1
314,28178,1
315,28203,1
316,28203,1
317,28204,1
318,28204,1
319,28221,1
320,28242,1
321,28265,1
322,28279,1
323,28330,1
324,28353,1
325,28331,1
326,28331,1
327,28333,1
328,28336,1
329,28336,1
330,28336,1
331,28336,1
