,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,115300630,1319,1,1,1
1,115331381,2006,1,1,2
2,115665663,1379,1,1,3
3,116196453,1492,1,1,4
4,116223410,1424,1,1,5
5,117772234,2680,1,1,6
6,118014128,1581,1,1,7
7,118328085,1658,1,1,8
8,118382615,1290,1,1,9
9,119913291,1688,1,1,10
10,120724446,1497,1,1,11
11,120957454,1381,1,1,12
12,121276947,1677,1,1,13
13,121277644,1692,1,1,14
14,121316501,1317,1,1,15
15,121441179,1691,1,1,16
16,121501230,1437,1,1,17
17,121544276,1662,1,1,18
18,121557726,1441,1,1,19
19,121575628,1383,1,1,20
20,121739550,1740,1,1,21
21,122441187,1533,1,1,22
22,122445617,1553,1,1,23
23,122559518,1515,1,1,24
24,122655986,1397,1,1,25
25,122731842,1473,1,1,26
26,122895358,1424,1,1,27
27,123298418,1503,1,1,28
28,124621229,1353,1,1,29
29,124944475,1469,1,1,30
30,124947902,1666,1,1,31
31,124953122,1479,1,1,32
32,125051053,1457,1,0,33
33,125133932,1574,1,1,34
34,125914752,1391,1,0,35
35,126733426,2706,1,1,36
36,127516095,1620,1,1,37
37,127523202,1739,1,1,38
38,127656059,1473,1,1,39
39,127863505,1525,1,1,40
40,127879000,1780,1,1,41
41,128373785,1465,1,1,42
42,128425606,1464,1,1,43
43,129297071,1371,1,1,44
44,129564754,1514,1,1,45
45,130585052,1510,1,1,46
46,130932290,1664,1,1,47
47,131189425,1408,1,1,48
48,131813333,1420,1,1,49
49,131823947,1481,1,1,50
50,131834398,1744,1,1,51
51,132508173,1593,1,1,52
52,132693008,1434,1,1,53
53,133186008,1484,1,1,54
54,133410383,1480,1,1,55
55,134852345,1471,1,1,56
56,136520973,1593,1,1,57
57,137304919,1389,1,1,58
58,139068664,1269,1,1,59
59,139370925,1221,1,1,60
60,139401388,1188,1,1,61
61,139416276,1470,1,1,62
62,140657705,1328,1,1,63
63,140756303,1564,1,1,64
64,142505097,1637,1,1,65
65,142573932,1411,1,1,66
66,143572384,2091,1,1,67
67,143936036,1759,1,1,68
68,144266696,1763,1,1,69
