,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,113212714,377,1,1,1
1,114358448,345,1,1,2
2,114365082,350,1,1,3
3,115871475,320,1,1,4
4,115944380,320,1,1,5
5,115948708,348,1,1,6
6,115966377,405,1,1,7
7,117020429,277,1,0,8
8,117035875,299,1,1,9
9,119366760,350,1,1,10
10,119620424,305,1,1,11
11,119621713,326,1,1,12
12,121013612,344,1,1,13
13,121258354,376,1,1,14
14,121258661,333,1,1,15
15,121316870,301,1,1,16
16,121316922,287,1,1,17
17,121804605,290,1,1,18
18,121805478,275,1,1,19
19,121913297,439,1,1,20
20,121953803,386,1,0,21
21,121963815,276,1,1,22
22,121976235,318,1,1,23
23,121985274,276,1,1,24
24,121985321,257,1,1,25
25,122827896,329,1,1,26
26,123816111,365,1,1,27
27,124802811,308,1,1,28
28,124802860,304,1,1,29
29,124804870,300,1,1,30
30,124807637,328,1,1,31
31,124811097,294,1,1,32
32,127555127,303,1,1,33
33,127598081,323,1,1,34
34,127841772,317,1,1,35
35,127907527,358,1,1,36
36,128148905,355,1,1,37
37,128151119,323,1,1,38
38,130889428,337,1,1,39
39,132887274,281,1,1,40
40,136319654,282,1,1,41
41,140031283,349,1,1,42
42,140031565,281,1,1,43
43,141154399,173,1,0,44
44,141160347,281,1,1,45
45,141396054,275,1,1,46
46,141414197,318,1,1,47
47,145627618,379,1,1,48
48,145627745,300,1,1,49
49,145627866,305,1,1,50
50,146806027,279,1,1,51
51,146806150,269,1,1,52
52,148598812,406,1,1,53
53,148598869,318,1,1,54
54,148626665,303,1,1,55
55,148628980,293,1,1,56
56,148681875,344,1,1,57
57,148726069,295,1,0,58
58,148726979,315,1,1,59
59,149256767,288,1,1,60
60,151009355,294,1,1,61
