,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,35300349,1145,1,1,1
1,35308140,1384,1,1,2
2,35308532,1039,1,1,3
3,35384476,1612,1,1,4
4,35407893,1133,1,1,5
5,35416279,1244,1,1,6
6,35417541,1390,1,1,7
7,35432467,1255,1,1,8
8,35445836,1531,1,1,9
9,35456776,1338,1,1,10
10,35479027,1190,1,1,11
11,35484437,1403,1,1,12
12,35486658,1265,1,1,13
13,35488000,1551,1,1,14
14,35495660,1134,1,1,15
15,35496370,1064,1,1,16
16,35519605,1349,1,1,17
17,35528360,1081,1,1,18
18,35533910,1563,1,1,19
19,35534378,1917,1,1,20
20,35542497,1203,1,1,21
21,35545961,1201,1,1,22
22,35572082,1432,1,1,23
23,35572245,1678,1,1,24
24,35579133,1319,1,1,25
25,35591114,1323,1,1,26
26,35597694,1348,1,1,27
27,35609021,1263,1,1,28
28,35613875,1334,1,1,29
29,35623731,1339,1,1,30
30,35640462,1478,1,1,31
31,35641858,1549,1,1,32
32,35655446,1472,1,1,33
33,35658187,1384,0,1,34
34,35663342,1379,1,1,35
35,35663789,1490,1,1,36
36,35678606,1208,1,1,37
37,35690082,1280,1,1,38
38,35692376,1059,1,1,39
39,35696369,1201,1,1,40
40,35702505,1118,1,1,41
41,35702710,1189,1,1,42
42,35723921,1256,1,1,43
43,35727616,1418,1,1,44
44,35737699,1459,1,1,45
45,35738535,1425,1,1,46
46,35745372,1515,1,1,47
47,35756673,1169,1,1,48
48,35777300,1432,1,1,49
49,35824751,1029,1,1,50
50,35866847,1026,1,1,51
51,35895041,1135,1,1,52
52,35897055,1084,1,1,53
53,35898829,1249,1,1,54
54,35898835,1186,1,1,55
55,35907616,1441,1,1,56
56,35909683,1271,1,1,57
57,35920116,1209,1,1,58
58,35942677,2109,1,1,59
59,35961634,1885,1,1,60
60,35976232,1452,1,1,61
61,36000183,2528,1,1,62
62,36001372,1060,1,1,63
63,36035606,1744,1,1,64
64,36037788,1517,1,1,65
65,36062232,1603,1,1,66
66,36063856,1920,1,1,67
67,36067410,1744,1,1,68
68,36074662,1226,1,1,69
69,36080959,1545,1,1,70
70,36081872,1238,1,1,71
71,36100303,1341,1,1,72
72,36100859,1299,1,1,73
73,36106150,1372,1,1,74
74,36107610,1357,1,1,75
75,36123531,1418,1,1,76
76,36152650,1674,1,1,77
77,36159988,1464,1,1,78
78,36172799,1276,1,1,79
79,36178154,1582,1,1,80
80,36180251,1595,1,1,81
81,36186265,1155,1,1,82
82,36197223,1628,1,1,83
83,36200146,1839,1,1,84
84,36204862,1476,1,1,85
85,36209187,1324,1,1,86
86,36212526,1230,1,1,87
87,36231757,1388,1,1,88
88,36237923,1346,1,1,89
89,36278856,1577,1,1,90
90,36279540,1620,1,1,91
91,36281892,1334,1,1,92
92,36282295,1234,1,1,93
93,36282701,1768,1,1,94
94,36287267,1158,1,1,95
95,36296218,1455,1,1,96
96,36313584,1407,1,1,97
97,36326573,1227,1,1,98
98,36359666,1753,1,1,99
99,36403621,1384,1,1,100
100,36413679,1340,1,1,101
101,36541685,1342,1,1,102
102,36574919,1107,1,0,103
103,36580557,1256,1,1,104
104,36581633,1302,1,1,105
105,36593776,1502,1,1,106
106,36603137,1234,1,1,107
107,36607966,1241,1,1,108
108,36659114,1039,1,1,109
109,36659464,1451,1,1,110
110,36685844,1527,1,1,111
111,36690345,1475,1,1,112
112,36690668,1379,1,1,113
113,36693182,1179,1,1,114
114,36698064,1481,1,1,115
115,36701343,1338,1,1,116
116,36704985,1250,1,1,117
117,36720032,1388,1,1,118
118,36725993,1240,1,1,119
119,36736816,1081,1,1,120
120,36740509,1114,1,1,121
121,36751125,1220,1,1,122
122,36759906,1150,1,1,123
123,36786248,1708,1,1,124
124,36788782,1407,1,1,125
125,36793323,1668,1,1,126
126,36805847,1199,1,1,127
127,36816406,1397,1,1,128
128,36855867,1380,1,1,129
129,36859364,1584,1,1,130
130,36865203,1112,1,1,131
131,36896487,1383,1,1,132
132,36898271,1471,1,1,133
133,36922408,1351,1,1,134
134,36943898,1242,1,1,135
135,36946409,1208,1,1,136
136,36971889,1613,1,1,137
137,36980294,1467,1,1,138
138,37158382,1209,1,1,139
139,37159924,1421,1,1,140
140,37184778,1478,1,0,141
141,37186166,1648,1,1,142
142,37285625,1557,1,1,143
143,37289769,1537,1,1,144
144,37292228,1683,1,1,145
145,37298993,1474,1,1,146
146,37322653,1811,1,1,147
147,37335977,1315,1,1,148
148,37367779,1510,1,1,149
149,37379385,1489,1,0,150
150,37388985,1265,1,1,151
151,37412665,1754,1,1,152
152,37413763,1561,1,1,153
153,37431709,1216,1,0,154
154,37434182,1313,1,1,155
155,37443739,1265,1,1,156
156,37443938,1166,1,1,157
157,37457938,1161,1,1,158
158,37474530,1741,1,1,159
159,37491429,1174,1,1,160
160,37496912,1247,1,1,161
161,37506136,1276,1,1,162
162,37519875,1492,1,1,163
163,37531238,1355,1,1,164
164,37540237,1241,1,1,165
165,37545677,1438,1,1,166
166,37545783,1646,1,1,167
167,37546967,1351,0,1,168
168,37547413,1487,1,1,169
169,37554859,1293,1,1,170
170,37561343,1106,1,1,171
171,37575581,1302,1,1,172
172,37579906,1204,1,1,173
173,37598411,1170,1,1,174
174,37611485,1441,1,1,175
175,37615158,1475,1,1,176
176,37617266,1951,1,1,177
177,37636807,1758,1,1,178
178,37656282,1267,1,1,179
179,37656734,1175,1,1,180
180,37713142,1122,1,1,181
181,37713876,1144,1,1,182
182,37713935,1176,1,1,183
183,37759321,1448,1,1,184
184,37772966,1481,1,1,185
185,37812239,1409,1,1,186
186,37812709,1655,1,1,187
187,37820420,1229,1,0,188
188,37841083,1395,1,1,189
189,37844366,1367,1,1,190
190,37847512,1343,1,1,191
191,37861525,1580,1,1,192
192,37914960,1351,1,1,193
193,37925789,1514,1,1,194
194,37930280,1393,1,1,195
195,37950990,1685,1,1,196
196,37951626,1382,1,1,197
197,37966691,1307,1,1,198
198,37972503,1381,1,0,199
199,37973971,1293,1,1,200
200,37977230,1608,1,1,201
201,37982798,1415,1,1,202
202,37984937,1612,1,1,203
203,37985271,1279,1,1,204
204,37993050,1437,1,1,205
205,37998722,1421,1,1,206
206,38006645,1341,1,1,207
207,38029386,1574,1,1,208
208,38031957,1322,1,1,209
209,38065433,1631,1,1,210
210,38080096,1614,1,1,211
211,38080762,1382,1,1,212
212,38081727,1464,1,1,213
213,38103613,1326,1,1,214
214,38108625,1252,1,1,215
215,38115172,1183,1,1,216
216,38135282,1541,1,1,217
217,38144953,1217,1,1,218
218,38148314,1354,1,1,219
219,38153022,1348,1,0,220
