,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,14094454,614,1,1,1
1,14094687,587,1,1,2
2,14095362,728,1,1,3
3,14095460,829,1,1,4
4,14095556,584,1,1,5
5,14095867,631,1,1,6
6,14096092,656,1,1,7
7,14096237,582,1,1,8
8,14096454,555,1,1,9
9,14097027,491,1,1,10
10,14097852,392,1,0,11
11,14106102,535,1,1,12
12,14107406,479,1,1,13
13,14258328,800,1,1,14
14,14261356,675,1,1,15
15,14261737,624,1,1,16
16,14264832,398,1,1,17
17,14264905,425,1,1,18
18,14266196,456,1,1,19
19,14275223,413,1,1,20
20,14302615,398,1,1,21
21,14305125,352,1,1,22
22,14305742,388,1,1,23
23,14305909,414,1,1,24
24,14305997,404,1,1,25
25,14306387,382,1,1,26
26,14306733,411,1,1,27
27,14315194,435,1,1,28
28,14350584,439,1,0,29
29,14350820,361,1,1,30
30,14412632,341,1,0,31
31,14413047,345,1,1,32
32,14413059,318,1,1,33
33,14420998,343,1,1,34
34,14421576,375,1,1,35
35,14421780,357,1,1,36
36,14426727,368,1,1,37
37,14427345,347,1,1,38
38,14443174,373,1,1,39
39,14446849,348,1,1,40
40,14455654,371,1,1,41
41,14487682,391,1,1,42
42,14488251,393,1,1,43
43,14494548,434,1,1,44
44,14513762,428,1,1,45
45,14541675,362,1,1,46
46,14595202,375,1,1,47
47,14600992,391,1,1,48
48,14601152,424,1,1,49
49,14601370,371,1,1,50
50,14601689,407,1,1,51
51,14602275,360,1,1,52
52,14602833,402,1,1,53
53,14610313,389,1,1,54
54,14611843,455,1,1,55
55,14621310,374,1,1,56
56,14648576,412,1,1,57
57,14648733,397,1,1,58
58,14659981,409,1,1,59
59,14661962,308,1,0,60
60,14662555,485,1,1,61
61,14663109,384,1,1,62
62,14721267,364,1,1,63
63,14732980,377,1,1,64
64,14738696,362,1,1,65
65,14762623,342,1,1,66
66,14773919,364,1,1,67
67,14774741,365,1,1,68
68,14776205,350,1,1,69
69,14776464,346,1,1,70
70,14797782,379,1,1,71
71,14801451,398,1,1,72
72,14802094,344,1,1,73
73,14803334,383,1,1,74
74,14803844,388,1,1,75
75,14810819,387,1,1,76
76,14817761,504,1,1,77
77,14818587,417,1,1,78
78,14819611,396,1,1,79
79,14820099,443,1,1,80
80,14842577,363,1,1,81
81,14857244,414,0,1,82
82,14857941,395,1,1,83
83,14858660,387,1,1,84
84,14859114,389,1,1,85
85,14862103,399,1,0,86
86,14862865,374,1,1,87
87,14866818,429,1,1,88
88,14894435,414,1,1,89
89,14909873,375,1,1,90
90,14931408,393,1,1,91
91,15033159,398,1,1,92
92,15033888,425,1,1,93
93,15042599,424,1,1,94
94,15046810,451,1,1,95
95,15052238,420,1,1,96
96,15052345,464,1,1,97
97,15070753,331,1,1,98
98,15081692,342,1,1,99
99,15089160,346,1,1,100
100,15093298,351,1,1,101
101,15119883,351,1,1,102
102,15130862,348,1,1,103
103,15165186,382,1,1,104
104,15167426,371,1,1,105
105,15168370,405,1,1,106
106,15172249,430,1,1,107
107,15177450,482,1,1,108
108,15177671,463,1,1,109
109,15178967,447,1,1,110
110,15179773,407,1,1,111
111,15365572,457,1,1,112
112,15370468,445,1,1,113
113,15399577,1045,1,1,114
114,15406671,1041,1,1,115
115,15411282,1056,1,1,116
116,15412132,924,1,0,117
117,15412945,1014,1,1,118
118,15442778,776,1,1,119
119,15442852,828,1,1,120
120,15443085,923,1,1,121
121,15443198,822,1,1,122
122,15443498,817,1,1,123
123,15450718,798,1,1,124
124,15476192,790,1,1,125
125,15486462,828,1,1,126
126,15582819,1064,1,1,127
127,15643243,978,1,1,128
128,15644383,956,1,1,129
129,15705192,1506,1,1,130
130,15821253,866,1,1,131
131,15874775,857,1,1,132
132,15875020,792,1,1,133
133,15881279,840,1,1,134
134,15911661,815,1,1,135
135,15928697,873,1,1,136
136,15942670,803,1,1,137
137,15947766,768,1,1,138
138,15959234,796,1,1,139
139,15971807,920,1,1,140
140,15972333,812,1,1,141
141,15972636,839,1,1,142
142,15974670,1205,1,1,143
143,15974883,771,1,1,144
144,15974978,744,1,1,145
145,15988883,884,1,1,146
146,15989148,829,1,1,147
147,15989294,765,1,1,148
148,16308569,1167,1,1,149
149,16380869,1173,1,1,150
150,16472805,1369,1,1,151
151,16487623,1362,1,1,152
152,16519304,1239,1,1,153
153,16519492,1199,1,1,154
154,16528766,1352,1,1,155
155,16529760,1588,1,1,156
156,16584790,1445,1,1,157
157,16584849,1260,1,1,158
158,16587511,1188,1,1,159
159,16605641,1430,1,1,160
160,16611944,1281,1,1,161
161,16613590,1317,1,1,162
162,16643940,834,1,0,163
163,16648468,1271,1,1,164
164,16652303,1280,1,1,165
165,16804403,1183,1,1,166
166,16805379,1082,1,1,167
167,16828757,1220,1,1,168
168,16917575,1186,1,1,169
169,16918786,1333,1,1,170
170,16938324,1399,1,1,171
171,16942388,1528,1,1,172
172,16946870,1489,1,1,173
173,16950807,1491,1,1,174
174,17201520,1183,1,1,175
175,17256953,1108,1,0,176
176,17446109,1315,1,1,177
177,17623169,1219,1,1,178
178,17731172,1476,1,1,179
179,17836372,1416,1,1,180
180,17860484,741,1,1,181
181,18010341,415,1,1,182
182,18014101,580,1,1,183
183,18066439,511,1,1,184
184,18066999,505,1,1,185
185,18069580,392,1,1,186
186,18069645,280,1,1,187
187,18166544,1346,1,1,188
188,18270381,476,1,1,189
189,18455137,415,1,1,190
190,18455522,268,1,1,191
191,18554439,467,1,1,192
192,18617525,634,1,1,193
193,18797294,602,1,1,194
194,19472988,518,1,1,195
195,19876864,423,1,1,196
196,20130114,615,1,1,197
197,20143229,838,1,1,198
198,20267342,573,1,1,199
199,20269431,413,1,1,200
200,20301973,701,1,1,201
201,20793826,434,1,1,202
202,20953935,1072,1,1,203
203,21287184,436,1,1,204
204,21359138,539,1,1,205
205,21359918,518,1,1,206
206,21363710,353,1,1,207
207,21387505,462,1,1,208
208,21390195,510,1,1,209
209,21438847,603,1,0,210
210,21440331,1101,1,1,211
211,21465871,827,1,1,212
212,21614270,1028,1,1,213
213,21617854,1187,1,1,214
214,22360432,270,1,1,215
215,22428488,442,1,1,216
