,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,155951648,2552,1,1,1
1,155985787,2731,1,1,2
2,156009569,2933,1,1,3
3,156010960,3021,1,1,4
4,156060798,3057,1,1,5
5,156087406,2606,1,1,6
6,156087490,2665,1,1,7
7,156256563,2631,1,1,8
8,156293869,2857,1,1,9
9,156296962,2571,1,1,10
10,156329164,2728,1,1,11
11,156358690,2917,1,1,12
12,156359320,2721,1,1,13
13,156371410,2584,1,1,14
14,156389740,2551,1,0,15
15,156389752,2566,1,1,16
16,156405930,2639,1,1,17
17,156597826,2985,1,1,18
18,156671240,2307,1,1,19
