,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,4562310,837,0,1,1
1,4573179,906,1,1,2
2,4585616,758,1,1,3
3,4589031,781,1,0,4
4,4598925,861,1,1,5
5,4615678,770,1,1,6
6,4641108,972,1,1,7
7,4657944,908,1,1,8
8,4663048,519,1,0,9
9,4714071,813,1,1,10
10,4754215,515,1,0,11
11,4763508,833,1,1,12
12,4777893,903,0,1,13
13,4778290,879,0,1,14
14,4778520,861,1,1,15
15,4782329,946,1,1,16
16,4800477,947,1,1,17
17,4808591,1018,1,1,18
18,4808743,573,1,0,19
19,4808957,901,1,1,20
20,4809039,911,1,1,21
21,4835973,826,1,1,22
22,4862841,768,1,1,23
23,4868461,695,1,1,24
24,4886527,701,0,1,25
25,4888181,875,1,1,26
26,4908272,746,1,1,27
27,4909401,694,1,1,28
28,4933831,828,1,1,29
29,4940912,909,1,1,30
30,4985012,954,1,1,31
31,5039086,751,1,0,32
32,5046274,879,1,1,33
33,5047632,527,1,0,34
34,5049178,777,1,1,35
35,5053359,877,1,1,36
36,5075282,913,0,1,37
37,5075614,1105,0,1,38
38,5081109,972,1,1,39
39,5081471,616,1,0,40
40,5082001,1061,1,1,41
41,5083396,920,1,1,42
42,5084094,926,1,1,43
43,5084185,1140,1,1,44
44,5085404,955,1,1,45
45,5087972,765,1,1,46
46,5089745,717,0,1,47
47,5089973,887,1,1,48
48,5108445,986,1,1,49
49,5108925,947,0,1,50
50,5113110,863,1,1,51
51,5115293,1081,1,1,52
52,5116132,972,1,1,53
53,5119295,779,1,1,54
54,5135483,857,1,1,55
55,5136146,1178,1,1,56
56,5139633,944,1,1,57
57,5144774,945,1,1,58
58,5145098,947,1,1,59
59,5145733,826,0,1,60
60,5146311,877,1,1,61
61,5146450,714,1,1,62
62,5178754,840,1,1,63
63,5195486,859,1,1,64
64,5215456,709,1,1,65
65,5292914,867,1,1,66
66,5301268,829,1,1,67
67,5306239,848,1,1,68
68,5306618,405,1,0,69
69,5478473,862,1,1,70
70,5485730,848,1,1,71
71,5486808,870,0,1,72
72,5487073,886,1,1,73
73,5488998,874,1,1,74
