,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,3159735,456,1,1,1
1,3160117,438,1,1,2
2,3161741,466,1,1,3
3,3161879,460,1,1,4
4,3165646,514,1,1,5
5,3166587,499,1,1,6
6,3168732,456,1,1,7
7,3175063,435,1,1,8
8,3177196,456,1,1,9
9,3177309,437,1,1,10
10,3177645,465,1,1,11
11,3177998,436,1,1,12
12,3178182,590,1,1,13
13,3178750,459,1,1,14
14,3179545,448,1,1,15
15,3180016,439,1,1,16
16,3181928,647,1,1,17
17,3182725,561,1,1,18
18,3183309,511,1,1,19
19,3184261,481,1,1,20
20,3187437,467,1,1,21
21,3188212,468,1,1,22
22,3188719,459,1,1,23
23,3189074,455,1,1,24
24,3191652,426,1,1,25
25,3192097,416,1,1,26
26,3192355,524,1,1,27
27,3192452,647,1,1,28
28,3193051,446,1,1,29
29,3194747,456,1,1,30
30,3194759,374,1,1,31
31,3197093,499,1,1,32
32,3198925,483,1,1,33
33,3200235,512,1,1,34
34,3201797,575,1,1,35
35,3208198,416,1,1,36
36,3208491,462,1,1,37
37,3209249,447,1,1,38
38,3215566,517,1,1,39
39,3216141,533,1,1,40
40,3224740,475,1,1,41
41,3229807,1344,1,0,42
42,3231327,514,1,1,43
43,3232301,480,1,1,44
44,3242532,598,1,1,45
45,3249504,436,1,1,46
46,3250019,731,1,0,47
47,3253487,469,1,1,48
48,3254746,451,1,1,49
49,3256651,457,1,1,50
50,3261085,414,1,1,51
51,3264086,489,1,1,52
52,3264125,334,1,1,53
53,3265066,455,1,1,54
54,3267550,480,1,1,55
55,3268202,475,1,1,56
56,3268980,475,1,1,57
57,3276547,430,1,1,58
58,3276555,390,1,1,59
59,3276992,436,1,1,60
60,3277507,456,1,1,61
61,3278299,445,1,1,62
62,3278382,423,1,1,63
63,3278546,638,1,0,64
64,3288112,482,1,1,65
65,3288199,471,1,1,66
66,3297011,453,1,1,67
67,3297037,336,1,1,68
68,3297184,449,1,1,69
69,3298119,456,1,1,70
70,3299664,460,1,1,71
71,3299827,563,1,1,72
72,3301851,466,1,1,73
73,3306550,465,1,1,74
74,3310804,452,1,1,75
75,3311073,457,1,1,76
76,3312384,502,1,1,77
77,3314081,417,1,1,78
78,3314724,432,1,1,79
79,3316036,447,1,1,80
80,3316543,458,1,1,81
81,3317081,504,1,1,82
82,3317110,373,1,1,83
83,3317503,463,1,1,84
84,3330183,447,1,1,85
85,3341738,442,1,1,86
86,3348282,431,1,1,87
87,3349262,435,1,1,88
88,3350262,436,1,1,89
89,3350383,421,1,1,90
90,3350611,447,1,1,91
91,3351544,438,1,1,92
92,3352499,649,1,0,93
93,3361264,448,1,1,94
94,3362913,446,1,1,95
95,3363240,417,1,1,96
96,3364682,296,1,0,97
97,3368190,488,1,1,98
98,3369887,476,1,1,99
99,3371039,489,1,1,100
100,3375861,427,1,1,101
101,3377112,497,1,1,102
102,3377375,448,1,1,103
103,3377676,502,1,1,104
104,3377833,441,1,1,105
105,3378226,441,1,1,106
106,3378375,472,1,1,107
107,3378610,431,1,1,108
108,3378750,467,1,1,109
109,3379443,443,1,1,110
110,3379577,471,1,1,111
111,3379720,442,1,1,112
112,3379846,521,1,1,113
113,3380377,461,1,1,114
114,3380406,438,1,1,115
115,3380553,538,1,1,116
