,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,91905601,811,1,1,1
1,92510623,1011,1,1,2
2,92510728,910,1,1,3
3,92631429,753,1,1,4
4,92634356,725,1,1,5
5,92654838,816,1,1,6
6,92669556,1091,1,1,7
7,92669855,1147,1,0,8
8,92669935,1168,1,1,9
9,92804727,890,1,1,10
10,92809020,1013,1,1,11
11,92839097,841,1,1,12
12,92850725,872,1,1,13
13,92853328,886,1,1,14
14,92854880,815,1,1,15
15,92859773,1062,1,1,16
16,92870956,952,1,1,17
17,92876205,759,1,1,18
18,92889286,871,1,1,19
19,92889406,948,1,1,20
20,93049106,972,1,1,21
21,93061589,919,1,1,22
22,93071544,698,1,1,23
23,93448799,1119,1,1,24
24,93449842,824,1,1,25
25,93449885,821,1,1,26
26,93472847,788,1,1,27
27,93472933,782,1,1,28
28,93472980,864,1,1,29
29,93483791,948,1,1,30
30,93839633,842,1,1,31
31,93839769,930,1,1,32
32,93839875,987,1,1,33
33,93843105,923,1,1,34
34,93870033,917,1,1,35
35,93870132,901,1,1,36
36,94036912,900,1,1,37
37,94098892,760,1,1,38
38,94100011,852,1,1,39
39,94100798,1016,1,1,40
40,94101253,841,1,1,41
41,94104151,922,1,1,42
42,94104964,1021,1,1,43
43,94105538,1051,1,1,44
44,94210997,764,1,1,45
45,94304060,783,0,1,46
46,94310383,792,0,1,47
47,94317574,686,1,1,48
48,94320695,702,1,1,49
49,94321148,937,1,1,50
50,94322325,728,1,1,51
51,94335030,1006,1,1,52
52,94343512,771,1,1,53
53,94512698,919,1,1,54
54,94563472,824,1,1,55
55,94573290,845,1,1,56
56,94597880,936,1,1,57
57,94671389,892,1,1,58
58,94735185,965,1,1,59
59,94757506,900,1,1,60
60,94822890,1000,1,1,61
61,94827735,975,1,1,62
62,95313186,858,1,1,63
63,95334917,746,1,1,64
64,95379332,788,1,1,65
65,95460888,1008,1,0,66
66,95497542,1035,1,1,67
67,95524255,972,1,0,68
68,95657346,1226,1,1,69
69,95657561,1576,1,1,70
70,95657886,1411,1,1,71
71,95658092,1629,1,1,72
72,95673477,1334,1,1,73
73,95723407,1120,1,1,74
74,95874974,1751,1,1,75
75,95940866,1109,1,1,76
76,95944487,1268,1,1,77
77,95944539,1345,1,1,78
78,95986587,1149,1,0,79
79,96094574,1511,1,1,80
80,96100058,1110,1,1,81
81,96115586,1126,1,1,82
82,96131291,1151,1,1,83
83,96131504,1297,1,1,84
84,96174749,1198,1,1,85
85,96183491,1224,1,1,86
86,96191391,1105,1,1,87
87,96193810,1186,1,1,88
88,96194151,991,1,1,89
89,96196796,1014,1,0,90
90,96197973,1177,1,1,91
91,96198222,1139,1,1,92
92,96199447,1122,1,1,93
93,96201592,1245,1,1,94
94,96202702,1179,1,1,95
95,96202845,1237,1,1,96
96,96223570,1107,1,1,97
97,96435458,868,1,0,98
98,96658483,1233,1,1,99
99,96663913,1181,1,0,100
100,96725613,1463,1,1,101
101,96725914,1256,1,1,102
102,96726459,1297,1,1,103
103,96738117,1223,1,1,104
104,96738689,754,1,0,105
105,96830735,1440,1,1,106
106,96830903,1364,1,1,107
107,96836190,1377,1,1,108
108,96853272,1339,1,1,109
109,96867969,1400,1,1,110
110,96921506,1245,1,1,111
111,97098337,1234,1,0,112
112,97136919,1057,1,1,113
113,97336959,1117,1,1,114
114,97352927,1120,1,1,115
115,97356045,1094,1,1,116
116,97356401,1108,1,1,117
117,97361332,1077,1,0,118
118,97361471,1378,1,1,119
119,97361483,1502,1,0,120
120,97386522,1378,1,1,121
121,97393619,1518,1,1,122
122,97393676,1385,1,1,123
123,97394198,1427,1,1,124
124,97394241,1140,1,0,125
125,97487344,1320,1,1,126
126,97489928,1496,1,1,127
127,97490502,1410,1,1,128
128,97491099,1279,1,0,129
129,97496538,1381,1,1,130
130,97501711,1309,1,1,131
131,97502679,1360,1,1,132
132,97502853,1584,1,1,133
133,97509039,1442,1,1,134
134,97510694,1389,1,1,135
135,97533288,1285,1,1,136
136,97551967,750,1,0,137
137,97559557,1187,1,1,138
138,97584971,1283,1,1,139
139,97585224,1141,1,1,140
140,97585319,1231,1,1,141
141,97590104,1062,1,1,142
142,97590664,1280,1,1,143
143,97591839,1329,1,1,144
144,97591882,1224,1,1,145
145,97599187,665,1,0,146
146,97639678,1320,1,1,147
147,97648819,736,1,0,148
148,97655087,1283,1,1,149
149,97655897,1400,1,1,150
150,97657637,1213,1,1,151
151,97658679,1501,1,0,152
152,97658878,1350,1,1,153
153,97661168,1377,1,1,154
154,97661384,1263,1,1,155
155,97671982,1297,1,1,156
156,97757581,1312,1,1,157
157,97757632,1290,1,1,158
158,97834404,738,1,0,159
159,97889250,1152,1,1,160
160,97901899,653,0,0,161
161,97937894,1251,1,1,162
162,97939626,1350,1,1,163
163,97940995,1021,1,0,164
164,97951273,1175,1,1,165
165,98068920,1172,0,0,166
166,98075668,1330,1,1,167
167,98224076,711,1,0,168
168,98244688,1238,1,1,169
169,98315702,586,1,0,170
170,98498993,1104,1,1,171
171,98511376,1194,1,1,172
172,98515760,1333,1,1,173
173,98761628,1331,1,1,174
174,99607794,1300,1,1,175
175,100020667,1247,1,1,176
176,100207148,1221,1,1,177
177,100252549,1256,1,1,178
178,100252700,1371,1,1,179
179,100259714,1043,1,1,180
180,100267876,1285,1,1,181
181,100268026,1084,0,0,182
182,100268526,1255,1,1,183
183,100276170,1045,1,1,184
184,100278924,1226,1,1,185
185,100931150,1581,1,1,186
186,100938562,1126,1,1,187
187,100938680,1306,1,1,188
188,100948320,1442,1,1,189
189,100948442,1230,1,1,190
190,101231603,1154,1,1,191
191,101371709,1226,1,1,192
192,101467485,1323,1,1,193
193,101468181,1348,1,1,194
194,101485295,1569,1,0,195
195,101907217,1182,1,1,196
196,101923273,1284,1,1,197
197,101923681,1277,1,1,198
198,101958700,1346,1,1,199
199,101982858,1324,1,1,200
200,102018241,1215,1,1,201
201,102038160,1167,1,1,202
202,102048430,1320,1,1,203
203,102186250,1331,1,1,204
204,102186474,1265,1,1,205
