project,algorithm,batch_size,confidence,project_reqd_builds,project_missed_builds,project_build_duration,project_saved_builds,project_delays,testall_size,batch_delays
opal,BATCH4,4,10,12.946428571428571,2.6785714285714284,25698,69.64285714285714,"[7, 9, 4, 10, 5, 3]",224,102.0
opal,BATCH4,4,20,6.25,3.5714285714285716,13598,82.14285714285714,"[11, 14, 16, 8, 20, 12, 12, 11]",224,60.0
opal,BATCHBISECT,2,10,9.821428571428571,3.5714285714285716,15724,82.14285714285714,"[3, 5, 7, 8, 10, 8, 6, 5]",224,20.0
opal,BATCHBISECT,2,20,4.464285714285714,4.017857142857143,6685,91.07142857142857,"[11, 12, 14, 4, 18, 8, 4, 12]",224,10.0
opal,BATCHBISECT,4,10,12.946428571428571,2.6785714285714284,25484,69.64285714285714,"[7, 9, 4, 10, 5, 3]",224,102.0
opal,BATCHBISECT,4,20,6.25,3.5714285714285716,13730,82.14285714285714,"[11, 14, 16, 8, 20, 12, 12, 11]",224,60.0
opal,BATCHBISECT,8,10,17.410714285714285,1.7857142857142858,27095,53.57142857142857,"[3, 2, 6, 6]",224,364.0
opal,BATCHBISECT,8,20,8.928571428571429,3.125,21540,71.42857142857143,"[11, 18, 20, 16, 17, 13, 8]",224,224.0
opal,BATCHBISECT,16,10,21.875,1.7857142857142858,41695,35.714285714285715,"[6, 8, 2, 7]",224,1080.0
opal,BATCHBISECT,16,20,21.428571428571427,1.3392857142857142,35409,55.80357142857143,"[11, 12]",224,720.0
opal,BATCHSTOP4,4,10,12.946428571428571,2.6785714285714284,25698,69.64285714285714,"[7, 9, 4, 10, 5, 3]",224,102.0
opal,BATCHSTOP4,4,20,6.25,3.5714285714285716,13598,82.14285714285714,"[11, 14, 16, 8, 20, 12, 12, 11]",224,60.0
opal,BATCHSTOP4,8,10,16.517857142857142,1.7857142857142858,25989,53.57142857142857,"[3, 2, 6, 6]",224,364.0
opal,BATCHSTOP4,8,20,8.928571428571429,3.125,21230,71.42857142857143,"[11, 18, 20, 16, 17, 13, 8]",224,224.0
opal,BATCHSTOP4,16,10,21.875,1.7857142857142858,41441,35.714285714285715,"[6, 8, 2, 7]",224,1080.0
opal,BATCHSTOP4,16,20,20.535714285714285,1.3392857142857142,34245,55.80357142857143,"[11, 12]",224,720.0
metasploit-framework,BATCH4,4,10,11.284046692607005,2.0752269779507135,139858,69.00129701686122,"[7, 2, 3, 5, 6, 4, 2, 9, 10, 3, 7, 9, 8, 2, 8, 8]",771,354.0
metasploit-framework,BATCH4,4,20,5.577172503242542,2.853437094682231,63770,81.84176394293125,"[11, 16, 17, 19, 17, 8, 13, 16, 7, 5, 18, 2, 3, 18, 12, 11, 14, 2, 19, 9, 15, 5]",771,210.0
metasploit-framework,BATCHBISECT,2,10,10.116731517509727,2.594033722438392,111492,81.84176394293125,"[10, 3, 2, 4, 4, 8, 3, 9, 10, 3, 3, 6, 10, 7, 8, 2, 8, 2, 8, 6]",771,70.0
metasploit-framework,BATCHBISECT,2,20,4.9286640726329445,3.11284046692607,50099,90.14267185473412,"[7, 10, 9, 11, 7, 2, 5, 8, 9, 18, 4, 14, 5, 4, 17, 9, 6, 9, 16, 8, 14, 2, 17, 7]",771,38.0
metasploit-framework,BATCHBISECT,4,10,11.543450064850843,2.0752269779507135,150812,69.00129701686122,"[7, 2, 3, 5, 6, 4, 2, 9, 10, 3, 7, 9, 8, 2, 8, 8]",771,354.0
metasploit-framework,BATCHBISECT,4,20,5.577172503242542,2.853437094682231,63928,81.84176394293125,"[11, 16, 17, 19, 17, 8, 13, 16, 7, 5, 18, 2, 3, 18, 12, 11, 14, 2, 19, 9, 15, 5]",771,210.0
metasploit-framework,BATCHBISECT,8,10,13.099870298313878,1.8158236057068742,179469,53.30739299610895,"[6, 5, 10, 4, 4, 3, 6, 8, 7, 8, 5, 8, 5, 6]",771,1260.0
metasploit-framework,BATCHBISECT,8,20,6.22568093385214,2.7237354085603114,74574,68.8715953307393,"[19, 6, 8, 10, 2, 5, 20, 2, 18, 19, 11, 8, 16, 6, 9, 12, 19, 2, 8, 2, 4]",771,840.0
metasploit-framework,BATCHBISECT,16,10,20.881971465629054,0.7782101167315175,302475,35.66796368352789,"[5, 2, 2, 8, 7, 7]",771,3720.0
metasploit-framework,BATCHBISECT,16,20,13.878080415045396,1.556420233463035,186833,52.26977950713359,"[17, 7, 9, 7, 5, 10, 18, 2, 16, 7, 3, 9]",771,2760.0
metasploit-framework,BATCHSTOP4,4,10,11.284046692607005,2.0752269779507135,139858,69.00129701686122,"[7, 2, 3, 5, 6, 4, 2, 9, 10, 3, 7, 9, 8, 2, 8, 8]",771,354.0
metasploit-framework,BATCHSTOP4,4,20,5.577172503242542,2.853437094682231,63770,81.84176394293125,"[11, 16, 17, 19, 17, 8, 13, 16, 7, 5, 18, 2, 3, 18, 12, 11, 14, 2, 19, 9, 15, 5]",771,210.0
metasploit-framework,BATCHSTOP4,8,10,12.84046692607004,1.8158236057068742,171346,53.30739299610895,"[6, 5, 10, 4, 4, 3, 6, 8, 7, 8, 5, 8, 5, 6]",771,1260.0
metasploit-framework,BATCHSTOP4,8,20,6.22568093385214,2.7237354085603114,72501,68.8715953307393,"[19, 6, 8, 10, 2, 5, 20, 2, 18, 19, 11, 8, 16, 6, 9, 12, 19, 2, 8, 2, 4]",771,840.0
metasploit-framework,BATCHSTOP4,16,10,20.881971465629054,0.7782101167315175,294141,35.66796368352789,"[5, 2, 2, 8, 7, 7]",771,3720.0
metasploit-framework,BATCHSTOP4,16,20,13.618677042801556,1.556420233463035,177670,52.26977950713359,"[17, 7, 9, 7, 5, 10, 18, 2, 16, 7, 3, 9]",771,2760.0
cloudify,BATCH4,4,10,11.885245901639344,2.459016393442623,43224,68.85245901639344,"[4, 9, 6, 10, 9, 4, 5, 8, 9, 6, 8, 9]",488,228.0
cloudify,BATCH4,4,20,7.581967213114754,2.6639344262295084,26645,82.78688524590164,"[3, 4, 17, 8, 17, 4, 2, 12, 10, 13, 17, 19]",488,126.0
cloudify,BATCHBISECT,2,10,10.860655737704919,2.8688524590163933,38532,81.55737704918033,"[3, 9, 3, 3, 7, 2, 4, 4, 10, 10, 6, 9, 3, 8]",488,45.0
cloudify,BATCHBISECT,2,20,6.352459016393443,2.8688524590163933,22571,90.57377049180327,"[17, 9, 13, 7, 19, 20, 8, 19, 2, 5, 7, 9, 14, 5]",488,23.0
cloudify,BATCHBISECT,4,10,12.295081967213115,2.459016393442623,44998,68.85245901639344,"[4, 9, 6, 10, 9, 4, 5, 8, 9, 6, 8, 9]",488,228.0
cloudify,BATCHBISECT,4,20,7.991803278688525,2.6639344262295084,28614,82.78688524590164,"[3, 4, 17, 8, 17, 4, 2, 12, 10, 13, 17, 19]",488,126.0
cloudify,BATCHBISECT,8,10,17.62295081967213,1.639344262295082,67496,53.68852459016394,"[4, 4, 2, 7, 4, 3, 3, 8]",488,784.0
