,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,71877837,129,1,1,1
1,71879468,123,1,1,2
2,72716003,126,1,1,3
3,72849704,174,1,1,4
4,72849872,148,1,1,5
5,73051967,128,1,1,6
6,73059176,131,1,1,7
7,73598949,141,1,1,8
8,73624801,125,1,1,9
9,73873562,173,1,1,10
10,74466860,162,1,1,11
11,74469163,140,1,1,12
12,74579965,138,1,1,13
13,75280243,119,1,1,14
14,75359730,125,1,1,15
15,75359939,141,1,1,16
16,75717370,120,1,1,17
17,75719484,125,1,1,18
18,75968862,137,1,1,19
19,75984560,119,1,1,20
20,76142120,134,1,1,21
21,76287665,134,1,1,22
22,76537240,133,1,1,23
23,76604368,127,1,1,24
24,77167776,131,1,1,25
25,77186244,153,1,1,26
26,77236920,118,1,1,27
27,77582587,131,1,1,28
28,77809911,127,1,1,29
29,78046774,137,1,1,30
30,78068275,136,1,1,31
31,78122245,356,1,1,32
32,78479952,120,1,1,33
33,78655439,117,1,1,34
34,79427975,144,1,1,35
35,79906005,130,1,1,36
36,79991490,114,1,1,37
37,80119919,145,1,1,38
38,80609973,128,1,1,39
39,81238557,129,1,1,40
40,81272208,118,1,1,41
41,81711970,119,1,1,42
42,81714394,116,1,1,43
43,81939929,128,1,1,44
44,82070094,118,1,1,45
45,82148082,133,1,1,46
46,82489636,139,1,1,47
47,82505295,127,1,1,48
48,82506158,132,1,1,49
49,83039739,119,1,0,50
50,83107441,142,1,1,51
51,83108079,124,1,1,52
52,83197245,187,1,1,53
53,83197913,136,1,1,54
54,83198041,143,1,1,55
55,83875830,298,1,1,56
56,83945556,159,1,1,57
57,83967794,134,1,1,58
58,83970379,135,1,1,59
59,83970647,135,1,1,60
60,84025586,116,1,1,61
61,84294141,130,1,1,62
62,84295610,123,1,1,63
63,84295947,141,1,1,64
64,84298460,132,1,1,65
65,84315915,128,1,1,66
66,84316097,130,1,1,67
67,84316626,136,1,1,68
68,84316887,127,1,1,69
69,84317255,139,1,1,70
70,84319169,140,1,1,71
71,84319330,126,1,1,72
72,84324058,141,1,1,73
73,84332744,125,1,1,74
74,84348187,121,1,1,75
75,84368779,118,1,1,76
76,84377309,125,1,1,77
77,84387897,139,1,1,78
78,84444725,128,1,1,79
79,84489581,120,1,1,80
80,84696481,122,1,1,81
81,84804227,120,1,1,82
82,84960472,119,1,1,83
83,84960703,137,1,1,84
84,84987828,129,1,1,85
85,84987901,144,1,1,86
86,85370655,133,1,1,87
87,85601925,130,1,1,88
88,85731450,142,1,1,89
89,85779034,140,1,1,90
90,85779312,130,1,1,91
91,85954959,147,1,1,92
92,85972192,325,1,1,93
93,86860154,139,1,1,94
94,87479742,121,1,1,95
95,87544227,123,1,1,96
96,87605207,121,1,1,97
97,87716148,125,1,1,98
98,87932599,122,1,0,99
99,87933996,147,1,1,100
100,88201122,124,1,1,101
101,88572957,120,1,1,102
102,88740816,137,1,1,103
103,88923696,122,1,1,104
104,88956973,132,1,1,105
105,89029902,148,1,1,106
106,89369514,115,1,1,107
107,89369542,122,1,1,108
108,89520518,147,1,1,109
109,89534236,126,1,1,110
110,89536467,126,1,1,111
111,89592452,132,1,1,112
112,89757963,146,1,1,113
113,89934014,134,1,1,114
114,89946565,132,1,1,115
115,90058909,147,1,1,116
116,90059215,127,1,1,117
117,90684911,153,1,1,118
118,90744464,135,1,1,119
119,91275690,139,1,1,120
120,91423618,140,1,1,121
121,91665887,164,1,1,122
122,91770207,136,1,1,123
123,91880038,156,1,1,124
124,91881019,294,1,1,125
125,91882050,150,1,1,126
126,91882705,133,1,1,127
127,91882856,148,1,1,128
128,91882898,138,1,1,129
129,91884225,132,1,1,130
130,91884678,147,1,1,131
131,91884803,153,1,1,132
132,91885144,134,1,1,133
133,91885322,142,1,1,134
134,91885872,155,1,1,135
135,91887094,146,1,0,136
136,91888422,125,1,1,137
137,91888929,146,1,1,138
138,91889898,159,1,1,139
139,91890606,167,1,1,140
140,91890779,136,1,1,141
141,91891917,144,1,1,142
142,91892112,135,1,1,143
143,91892304,156,1,1,144
144,91893427,162,1,1,145
145,91894672,151,1,1,146
146,91896191,182,1,1,147
147,91896349,146,1,1,148
148,91896788,146,1,1,149
149,91896959,152,1,1,150
150,91897155,153,1,1,151
151,91897195,144,1,1,152
152,91897217,139,1,1,153
153,91897672,154,1,1,154
154,91897855,129,1,1,155
155,91905599,155,1,1,156
156,91905954,159,1,1,157
157,91906392,139,1,1,158
158,91906561,158,1,1,159
159,91906984,168,1,1,160
160,91907176,141,1,1,161
161,91907287,134,1,1,162
162,91908227,160,1,0,163
163,91952254,143,1,1,164
164,91952510,190,1,1,165
165,91954714,136,1,1,166
166,91955141,124,1,1,167
167,91956410,143,1,1,168
168,91958727,144,1,0,169
169,91962749,152,1,1,170
170,91963107,170,1,1,171
171,91970992,146,1,1,172
172,91971685,141,1,1,173
173,92081815,149,1,1,174
174,92082017,161,1,1,175
175,92093629,133,1,1,176
176,92104673,156,1,1,177
177,92112034,141,1,1,178
178,92113494,148,1,1,179
179,92114320,157,1,1,180
180,92115139,138,1,1,181
181,92115156,133,1,1,182
182,92115337,127,1,1,183
183,92115665,125,1,1,184
184,92115876,136,1,1,185
185,92116087,140,1,1,186
186,92116312,154,1,1,187
187,92119067,149,1,1,188
188,92119114,126,1,1,189
189,92119479,184,1,1,190
190,92119498,132,1,1,191
191,92122047,134,1,1,192
192,92122207,132,1,1,193
193,92161463,158,1,1,194
194,92161641,129,1,1,195
195,92162179,128,1,1,196
196,92168203,149,1,1,197
197,92169764,148,1,1,198
198,92169855,173,1,1,199
199,92170241,161,1,1,200
200,92170526,129,1,1,201
201,92172050,124,1,1,202
202,92172284,122,1,1,203
203,92172449,158,1,1,204
204,92172668,126,1,1,205
205,92172902,147,1,1,206
206,92172983,148,1,1,207
207,92175006,126,1,1,208
208,92175169,149,1,1,209
209,92178769,146,1,1,210
210,92179169,130,1,1,211
211,92179248,138,1,1,212
212,92186293,135,1,1,213
213,92186641,132,1,1,214
214,92186923,126,1,1,215
215,92188029,123,1,1,216
216,92188104,151,1,1,217
217,92188157,127,1,1,218
218,92188159,129,1,1,219
219,92188165,136,1,1,220
220,92189198,144,1,1,221
221,92213413,166,1,1,222
222,92318359,144,1,1,223
223,92321877,146,1,1,224
224,92322021,172,1,1,225
225,92363499,160,1,1,226
226,92364288,151,1,1,227
227,92365015,143,1,1,228
228,92367095,161,1,1,229
229,92367971,143,1,1,230
230,92368264,138,1,1,231
231,92368821,221,1,1,232
232,92369957,134,1,0,233
233,92370569,127,1,1,234
234,92371311,143,1,1,235
235,92374953,153,1,1,236
236,92396624,131,1,1,237
237,92468651,135,1,1,238
238,92577599,139,1,1,239
239,92729252,155,1,1,240
240,92754538,150,1,1,241
241,92758637,149,1,1,242
242,92760568,146,1,1,243
243,92763172,137,1,1,244
244,92766043,135,1,1,245
245,92766161,136,1,1,246
246,92767291,156,1,1,247
247,92767708,135,1,1,248
248,92779126,229,1,0,249
249,92791148,173,1,1,250
250,92797791,143,1,1,251
251,92808116,177,1,1,252
252,92808278,141,1,1,253
