Build_ID,Index,Duration,Build_Result,Actual_Result
55269157,1,1614,1,1
55554144,2,4613,1,1
55554665,3,4595,1,1
55556083,4,4697,1,1
55571441,5,4668,1,1
55571615,6,4563,1,1
55574243,7,4697,1,1
55678285,8,1809,1,1
55684995,9,1874,1,1
55727466,10,2593,1,1
55728503,11,2699,1,1
55746019,12,4828,1,1
55759815,13,1656,1,1
55801807,14,1763,1,1
55812515,15,4803,1,1
55827021,16,4649,1,1
55851662,17,4447,1,1
55855395,18,1692,1,1
55877708,19,4540,1,1
55881974,20,4584,1,1
56025608,21,1664,1,1
56042461,22,1632,1,1
56085587,23,1676,1,1
56089173,24,4570,1,1
56115835,25,4686,1,1
56128331,26,4949,1,1
56157705,27,4862,1,1
56220046,28,4981,1,1
56266827,29,4415,1,1
56550377,30,2521,1,1
56635931,31,4597,1,1
56784452,32,4728,1,0
56786210,33,4733,1,1
56786329,34,1807,1,1
56818971,35,1651,1,1
56851090,36,1886,1,1
56939345,37,1783,1,1
57112572,38,4480,1,1
57216259,39,1739,1,1
57619858,40,5076,1,0
57657012,41,2626,1,0
57780547,42,2966,1,0
57781082,43,1701,1,1
57784743,44,2678,1,1
57810977,45,1635,1,1
57814138,46,1787,1,1
57845803,47,4721,1,0
57853163,48,1659,1,1
57903006,49,2808,1,1
57935291,50,4572,1,0
58081000,51,4701,1,0
58081298,52,1641,1,1
58295617,53,4783,1,0
58306157,54,2679,1,1
58318710,55,4861,1,0
58358386,56,1825,1,1
58365031,57,4777,1,0
58470680,58,4822,1,0
58526799,59,2498,1,1
58529592,60,4706,1,0
58619299,61,4917,1,0
58668650,62,2572,1,0
58686337,63,2441,1,1
58690974,64,4843,1,0
58718943,65,4907,1,0
58749381,66,4808,1,0
58856862,67,4762,1,0
58953577,68,4614,1,0
59080749,69,1533,1,1
59237984,70,1683,1,1
59281199,71,2753,1,1
59291295,72,4871,1,0
59293088,73,4774,1,0
59315915,74,2877,1,1
59318930,75,5331,1,0
59348135,76,1876,1,1
59380858,77,4509,1,0
59422531,78,2591,1,1
59431604,79,2021,1,1
59435116,80,1995,1,1
59463836,81,1616,1,1
59560029,82,4672,1,0
59692886,83,1683,1,1
59742970,84,2523,1,1
59841019,85,4682,1,0
59916245,86,4738,1,0
59916362,87,4673,1,0
59916396,88,2523,1,1
59936421,89,2523,1,1
60005297,90,5349,1,0
60233035,91,4677,1,0
60253568,92,4636,1,0
60407073,93,2709,1,1
60447742,94,2754,1,1
60457624,95,5130,1,0
60464589,96,4589,1,0
60470575,97,5299,1,0
60476656,98,1896,1,0
60479287,99,1882,1,0
60529248,100,4189,1,0
60549393,101,1797,1,1
60550264,102,1773,1,1
60569561,103,2717,1,1
60576767,104,4844,1,0
60580635,105,1849,1,1
60593305,106,4055,1,0
60598873,107,2543,1,1
60608069,108,4573,1,0
60696366,109,4823,1,0
60697181,110,4073,1,0
60724480,111,3818,1,0
60737278,112,1782,1,0
60751150,113,2389,1,1
60770234,114,2443,1,1
60777150,115,4637,1,0
60777358,116,4457,1,0
60781446,117,4135,1,0
60848948,118,4953,1,0
60869988,119,4196,1,0
60902347,120,4812,1,0
60909322,121,2799,1,1
60923420,122,1902,1,1
61183420,123,4903,1,0
61183523,124,2698,1,1
61192496,125,5002,1,0
61201863,126,2669,1,1
61212397,127,4690,1,0
61227987,128,2736,1,1
61273902,129,5043,1,0
61335589,130,4116,1,0
61336003,131,4925,1,0
61348083,132,2369,1,0
61350927,133,2735,1,1
61355469,134,2711,1,1
61355812,135,2769,1,1
61403971,136,4203,1,0
61427075,137,6939,1,0
61427225,138,7342,1,0
61431457,139,6692,1,0
61471952,140,2467,1,0
61522243,141,2889,1,1
61532042,142,4772,1,0
61538586,143,2718,1,1
61543107,144,4757,1,0
61550586,145,2578,1,1
61626828,146,2450,1,0
61630294,147,2829,1,1
61643926,148,2246,1,0
61645962,149,2759,1,1
61650373,150,2052,1,1
61675998,151,2073,1,0
61681213,152,2608,1,1
61783261,153,4452,1,0
61796552,154,2854,1,1
61804415,155,5019,1,0
61824466,156,2628,1,1
62103700,157,2744,1,1
62234223,158,2158,1,1
62301427,159,4834,1,0
62309595,160,2118,1,1
62325323,161,4240,1,0
62388199,162,4409,1,0
62388630,163,4305,1,0
62395217,164,2249,1,1
62403699,165,2277,1,1
62416309,166,4502,1,0
62416873,167,4760,1,0
62446830,168,4359,1,0
62448465,169,4394,1,0
62455406,170,4404,1,0
62455891,171,4304,1,0
62462656,172,2328,1,1
62472767,173,4421,1,0
62707389,174,2451,1,1
62712341,175,2541,1,1
62723294,176,2485,1,1
62729256,177,4384,1,0
62729511,178,4528,1,0
62730011,179,4599,1,0
62730203,180,4419,1,0
62733465,181,4315,1,0
62733647,182,4206,0,0
62733962,183,2312,1,1
62734773,184,4489,1,0
62739511,185,2311,1,1
62751172,186,4382,1,0
63003208,187,4547,1,0
63003335,188,4463,1,0
63062943,189,1748,1,1
63072709,190,1857,1,1
63076794,191,4549,1,0
63077469,192,4776,1,0
63091947,193,3728,1,0
63215123,194,3294,1,0
63231634,195,4235,1,1
63312354,196,4242,1,1
63313645,197,4060,1,0
63315051,198,4163,1,0
63333149,199,4304,1,1
63363908,200,4267,1,1
63365967,201,4086,1,1
63369492,202,4164,1,1
63370332,203,3346,1,0
63373933,204,6179,1,0
63403770,205,3453,1,0
63408955,206,4395,1,1
63409185,207,4115,1,1
63483955,208,4254,1,1
63506150,209,4098,1,1
63537646,210,4176,1,1
63537966,211,4062,1,1
63699594,212,3392,1,1
63713938,213,4131,1,1
63716917,214,4311,1,1
63802778,215,4051,1,1
63873337,216,3925,1,1
64089045,217,4100,1,1
64118278,218,3914,1,1
64119593,219,4057,1,1
64120594,220,4080,1,1
64126469,221,4160,1,1
64127499,222,4268,1,1
64131574,223,3958,1,1
64140544,224,3889,1,1
64140919,225,4039,1,1
64146029,226,4077,1,1
64149648,227,5244,1,0
64150500,228,4084,1,1
64151055,229,3963,1,1
64298688,230,4093,1,1
64330842,231,4196,1,1
64457526,232,3837,1,1
64464402,233,3435,1,0
64480614,234,4102,1,1
64579070,235,4230,1,1
64587680,236,4188,1,1
64595006,237,3957,1,1
64605910,238,4060,1,1
64635932,239,4060,1,1
64641045,240,4129,1,1
64645217,241,3350,1,0
64645536,242,3924,1,0
64652173,243,4123,1,1
64660305,244,3943,1,1
64661079,245,3245,1,1
64894187,246,3980,1,1
64930661,247,4214,1,1
64936967,248,4148,1,1
64978388,249,4195,1,1
65003264,250,4005,1,1
65090512,251,4178,1,1
65102372,252,3932,1,1
65114432,253,5355,1,1
65117159,254,5435,1,1
65119367,255,5532,1,1
65147393,256,5268,1,1
