Build_ID,Index,Duration,Build_Result,Actual_Result
49968456,1,649,1,1
49972109,2,937,1,1
50023593,3,609,1,1
50093639,4,693,1,1
50142988,5,739,1,1
50144266,6,618,1,1
50154226,7,630,1,1
50205171,8,646,1,1
50251214,9,764,1,1
50264273,10,715,1,1
50281561,11,645,1,1
50281763,12,722,1,1
50293473,13,684,1,1
50298032,14,603,1,1
50299067,15,624,1,1
50301745,16,563,1,1
50366727,17,683,1,1
50370738,18,862,1,1
50371416,19,689,1,1
50373296,20,659,1,1
50375325,21,738,1,1
50390361,22,627,1,1
50405303,23,864,1,1
50409007,24,607,1,1
50424181,25,686,1,1
50428034,26,704,1,1
50435079,27,584,1,1
50439209,28,890,1,1
50439677,29,704,1,1
50440682,30,672,1,1
50501513,31,853,1,1
50503671,32,633,1,1
50511324,33,1002,1,1
50521505,34,927,1,1
50522916,35,745,1,1
50534676,36,843,1,1
50539465,37,674,1,1
50551490,38,844,1,1
50576937,39,627,0,1
50582939,40,727,1,1
50583025,41,667,1,1
50586883,42,609,1,1
50591897,43,625,1,1
50593863,44,617,1,1
50594304,45,711,1,1
50595770,46,806,1,1
50652010,47,706,1,1
50652233,48,793,1,1
50657903,49,774,1,1
50679534,50,777,1,1
50687072,51,641,1,1
50781656,52,549,1,1
50859507,53,585,1,1
50860603,54,738,1,1
50869311,55,556,1,1
50875392,56,635,1,1
50880810,57,564,1,1
50883808,58,643,1,1
50884046,59,583,1,1
50886740,60,652,1,1
50892611,61,762,1,1
50899284,62,584,1,1
50903056,63,679,1,1
50905989,64,737,1,1
50906940,65,652,1,1
50907403,66,579,1,1
50908653,67,677,1,1
50912446,68,403,1,0
50937346,69,452,1,0
50940009,70,640,1,1
50945527,71,646,1,1
50954888,72,795,1,1
50956547,73,604,1,1
50957695,74,629,1,1
50959731,75,699,1,1
50963851,76,625,1,1
50973825,77,652,1,1
50975585,78,646,1,1
50976850,79,614,1,1
50978514,80,672,1,1
50979309,81,678,1,1
50980292,82,636,1,1
50988234,83,676,1,1
51000289,84,629,1,1
51005570,85,615,1,1
51009548,86,665,1,1
51011586,87,587,1,1
51025570,88,735,1,1
51031368,89,652,1,1
51032527,90,586,1,1
51033331,91,704,1,1
51051845,92,688,1,1
51065430,93,602,1,1
51074425,94,805,1,1
51078229,95,725,1,1
51095447,96,641,1,1
51118064,97,603,1,0
51121438,98,862,1,1
51124668,99,756,0,1
51129873,100,760,1,1
51138564,101,1131,1,1
51149306,102,644,1,1
51152741,103,828,1,1
51155044,104,673,1,1
51185998,105,198,1,0
51186808,106,174,1,0
51190514,107,202,1,0
51210885,108,951,1,1
51218461,109,830,1,1
51228951,110,669,1,1
51230362,111,644,1,1
51245630,112,795,1,1
51252349,113,656,1,1
51264747,114,974,1,1
51288736,115,622,1,1
51293576,116,746,1,1
51295254,117,838,1,1
51321290,118,596,1,1
51325409,119,753,1,1
51326329,120,576,1,1
51328643,121,598,1,1
51334520,122,193,1,0
51335556,123,542,1,0
51336603,124,505,1,0
51336674,125,586,1,0
51337885,126,550,1,1
51339480,127,591,1,1
51339484,128,641,1,1
51342772,129,667,1,1
51358982,130,593,1,1
51414039,131,630,1,0
51416537,132,633,1,1
51423821,133,666,1,1
51428128,134,595,1,1
51429568,135,655,1,1
51429702,136,771,1,1
51437691,137,643,1,0
51441500,138,623,1,0
51450569,139,661,1,1
51465816,140,618,1,1
51475577,141,639,1,1
51476549,142,601,1,1
51476801,143,566,1,1
51483007,144,609,1,1
51618657,145,794,1,1
51717704,146,703,1,1
51840674,147,656,1,1
51865393,148,170,1,0
51868992,149,233,1,0
51875455,150,177,1,0
51877263,151,663,1,1
51880730,152,766,1,1
51888210,153,872,1,1
51925904,154,688,1,1
51976738,155,848,1,1
51985035,156,963,1,1
52018020,157,840,1,1
52020952,158,713,1,1
52032645,159,789,0,1
52055604,160,707,1,1
52075357,161,603,1,1
52094292,162,629,1,1
52097744,163,834,1,1
52133828,164,627,1,1
52153218,165,639,1,1
52163668,166,626,1,1
52176092,167,632,1,1
52182493,168,724,1,1
52186619,169,817,1,1
52192783,170,645,1,1
52225952,171,656,1,1
52227457,172,651,1,1
52229086,173,629,1,1
52230305,174,588,1,1
52234501,175,690,1,1
52272712,176,661,1,1
52276076,177,638,1,1
52303873,178,654,1,1
52308210,179,364,1,0
52309673,180,662,1,1
52310969,181,737,1,1
52315374,182,794,1,1
52317192,183,470,1,0
52362215,184,732,1,1
52379298,185,692,1,1
52381278,186,682,1,1
52386798,187,618,1,1
52412195,188,627,1,1
52416177,189,636,1,1
52425851,190,690,1,1
52441051,191,665,1,1
52447543,192,718,1,1
52470664,193,675,1,1
52682803,194,655,1,1
52699048,195,587,1,1
52756651,196,643,1,1
52761784,197,718,1,1
52776911,198,806,1,1
52789991,199,814,1,1
52796349,200,725,1,1
52798595,201,618,1,1
52799088,202,745,1,1
52810542,203,606,1,1
52817965,204,617,1,1
52827388,205,727,1,1
52827814,206,693,1,1
52835517,207,634,1,1
52838356,208,572,1,1
52842267,209,696,1,1
52848799,210,613,1,1
52849987,211,583,1,1
52850022,212,650,1,1
52858880,213,755,1,1
52863631,214,185,1,0
52868699,215,628,1,1
52875058,216,836,1,1
52880588,217,615,1,1
52983670,218,656,1,1
52985199,219,859,1,1
52991948,220,837,1,1
52994723,221,613,1,1
52995636,222,536,1,1
52996519,223,556,1,1
52997106,224,678,1,1
52997279,225,655,1,1
53000893,226,758,1,1
53002507,227,577,1,1
53004788,228,615,1,1
53008535,229,735,1,1
53009730,230,645,1,1
53011632,231,625,1,1
53012260,232,578,1,1
53014844,233,548,1,1
53015587,234,590,1,1
53035520,235,834,1,1
53039975,236,826,1,1
53045720,237,606,1,1
53062368,238,931,1,1
53063915,239,744,1,1
53082747,240,684,1,1
53099074,241,805,1,1
53113401,242,598,1,1
53128834,243,623,1,1
53131590,244,698,1,1
53135472,245,866,1,1
53139637,246,704,1,1
53141929,247,697,1,1
53144290,248,629,1,1
53148789,249,741,1,1
53161268,250,623,1,1
53162004,251,602,1,1
53171905,252,614,1,1
53181296,253,616,1,0
53182116,254,688,1,1
53190781,255,832,1,1
53194367,256,627,1,1
53199420,257,877,1,1
53203279,258,807,1,1
53223284,259,819,1,1
53231013,260,878,1,1
53254339,261,372,1,0
53257302,262,603,1,0
53259531,263,555,1,0
53262196,264,656,1,1
53268838,265,720,1,1
53271326,266,852,1,1
53277951,267,714,1,1
53293318,268,636,1,1
53294512,269,523,1,0
53295241,270,554,1,1
53302202,271,655,1,1
53317610,272,602,1,1
53332908,273,576,1,1
53354705,274,995,1,1
53356728,275,704,1,1
53375901,276,794,1,1
53471246,277,706,1,1
53496135,278,758,1,1
53515303,279,713,1,1
53529991,280,549,1,1
53532559,281,594,1,1
53534212,282,588,1,1
