,tr_build_id,tr_duration,Build_Result,Actual_Result,Index
0,111373766,1590,1,1,1
1,111386174,1646,1,1,2
2,111795302,1898,1,1,3
3,112136067,1781,1,0,4
4,112189591,1668,1,1,5
5,112331844,1552,1,1,6
6,112350590,1725,1,1,7
7,112359109,1581,1,1,8
8,112359977,1598,1,1,9
9,112439796,1801,1,1,10
10,112448972,998,1,0,11
11,112522065,1767,1,1,12
12,112523790,1065,1,0,13
13,112661989,1757,1,1,14
14,112997342,1778,1,1,15
15,113256395,1900,1,0,16
16,114110337,1539,1,1,17
17,115167832,1872,1,0,18
18,115805592,1611,1,1,19
19,116052664,1602,1,1,20
20,116561377,1635,1,1,21
21,117059136,1624,1,0,22
22,117315531,1565,1,1,23
23,117315590,1368,1,0,24
24,117326999,1571,1,1,25
25,117373811,1543,1,0,26
26,118565632,1701,1,1,27
27,118576990,1652,1,0,28
28,118580193,1656,1,1,29
29,118597261,1568,1,1,30
30,118626588,1551,1,1,31
31,118728831,1517,1,1,32
32,118764303,1500,1,1,33
33,118909657,1518,1,1,34
34,119008545,1608,1,1,35
35,119039612,1751,1,1,36
36,119108886,1591,1,1,37
37,119405014,1585,1,1,38
38,119410136,1633,1,1,39
39,119423192,1619,1,1,40
40,119445780,1586,1,1,41
41,119522818,1558,1,0,42
42,119602422,1720,1,1,43
43,119651838,1652,1,1,44
44,119657744,1657,1,1,45
45,119944117,1625,1,1,46
46,119985753,1591,1,1,47
47,119990831,1601,1,0,48
48,119998069,1599,1,1,49
49,120335073,1555,1,0,50
50,120378192,1579,0,1,51
51,120681380,1680,0,1,52
52,120947866,1739,1,1,53
53,121202319,1830,1,1,54
54,121210874,1874,1,1,55
55,121248295,1761,1,1,56
56,121279434,1762,1,1,57
57,121616415,1676,1,1,58
58,121868918,1954,0,1,59
59,122006852,1614,1,1,60
60,122088060,1613,1,1,61
61,122305504,1977,1,1,62
62,123394889,1740,1,1,63
63,123411253,1875,1,1,64
64,123737506,1614,1,1,65
65,125252256,1876,0,1,66
66,125263605,1684,0,1,67
67,125264061,1687,1,1,68
68,125404848,1728,1,1,69
69,125445339,1669,1,1,70
70,125446256,1675,1,1,71
71,125469841,1645,1,1,72
72,125477666,1726,1,1,73
73,126185397,2031,1,1,74
74,126203674,1848,1,1,75
75,126509009,1761,1,0,76
76,126829123,1859,1,1,77
77,126922569,1860,1,1,78
78,126926808,1652,1,1,79
79,126970204,1073,1,0,80
80,127140454,1716,0,1,81
81,127287471,1940,1,1,82
82,127291812,2045,1,0,83
83,127319894,2023,1,1,84
84,127354957,2042,1,1,85
85,127422366,1194,0,0,86
86,127703528,1787,1,1,87
87,127709519,1202,1,0,88
88,127713435,1740,1,1,89
89,127826399,2004,1,1,90
90,127833297,2061,1,1,91
91,128157509,1974,1,1,92
92,128178450,1080,1,0,93
93,128460067,1662,0,1,94
94,128468676,1596,1,1,95
95,128469046,937,1,0,96
96,128599460,1675,1,1,97
97,128685574,1646,1,1,98
98,128962947,2037,1,0,99
99,128982621,1842,1,1,100
100,128998080,1721,1,1,101
101,129342127,1704,0,1,102
102,129524671,1930,1,1,103
103,130174060,1688,1,1,104
104,130174831,1598,1,1,105
105,130233721,1772,1,1,106
106,130273594,1608,1,1,107
107,130285964,1781,1,0,108
108,130322155,1697,1,1,109
109,130334541,1664,1,1,110
110,130450211,1739,1,1,111
111,130642106,1930,1,1,112
112,131303573,1824,1,1,113
113,131558834,1756,1,1,114
114,131565246,1725,0,1,115
115,131571901,1663,1,1,116
116,131754277,1736,1,1,117
117,131835123,835,0,0,118
118,132023665,1615,1,1,119
119,132331177,1799,1,1,120
