Build_ID,Index,Duration,Build_Result,Actual_Result
71259219,1,14739,0,0
71285121,2,17083,0,0
71304195,3,13100,1,0
71304429,4,12566,0,0
71326012,5,12450,1,0
71329509,6,14132,0,0
71330014,7,12618,0,0
71331429,8,11887,0,0
71335228,9,16802,0,1
71341918,10,13241,0,0
71342592,11,5664,1,0
71354479,12,14101,0,0
71370266,13,16948,0,0
71372171,14,14086,0,0
71374850,15,18489,0,1
71378718,16,18286,1,1
71383772,17,13934,1,0
71410812,18,16080,0,0
71431111,19,9204,0,0
71474964,20,9329,0,0
71653883,21,8102,1,0
71658965,22,12426,1,0
71833220,23,2003,1,0
71840969,24,1789,1,0
71855285,25,17557,1,0
71914346,26,12614,1,0
71930313,27,4131,1,0
71932811,28,17958,1,1
71953105,29,18939,1,1
71975202,30,12435,1,0
71979698,31,18191,0,0
72027378,32,17900,0,1
72140288,33,18620,0,1
72170916,34,13944,0,0
72173260,35,12806,0,0
72203333,36,17975,1,1
72258182,37,12747,1,0
72259829,38,17276,0,1
72261306,39,19239,0,1
72267365,40,19458,1,0
72282526,41,10260,0,0
72301000,42,13782,1,0
72302645,43,12433,1,0
72306341,44,17594,0,1
72307492,45,13903,1,0
72318669,46,377,1,0
72321201,47,9944,1,0
72325537,48,10613,1,0
72327823,49,15598,0,0
72370405,50,18083,0,1
72389434,51,17351,1,1
72429311,52,11521,1,0
72433531,53,17307,0,1
72458308,54,12106,0,0
72464622,55,9287,1,0
72471307,56,8662,1,0
72483990,57,18196,1,1
72619641,58,4640,0,0
72623331,59,12743,0,0
72624074,60,11318,0,0
72624712,61,6906,0,0
72627212,62,307,0,0
72632390,63,18670,1,0
72638962,64,1952,0,0
72657971,65,3780,0,0
72674571,66,3236,0,0
72685555,67,4341,1,0
72726522,68,12088,0,0
72773783,69,860,1,0
72807579,70,283,1,0
72812039,71,18066,0,0
72816442,72,2512,1,0
72819838,73,1735,0,0
72820060,74,2063,0,0
72822212,75,2763,0,0
72823168,76,2306,0,0
72854716,77,2499,0,0
72856375,78,2628,0,0
72860896,79,1854,1,0
72866947,80,13636,0,0
72911814,81,652,0,0
72920906,82,7291,0,0
72921221,83,7466,0,0
72922000,84,6519,1,0
72934774,85,1548,0,0
72977431,86,523,1,0
73031958,87,2331,1,0
73036448,88,2091,0,0
73050926,89,2560,0,0
73053674,90,1726,0,0
73064946,91,2863,0,0
73074409,92,16242,0,1
73174630,93,19255,1,1
73197649,94,19320,0,1
73217487,95,19077,0,1
73292417,96,18315,1,0
73336784,97,18491,1,1
73343294,98,11673,0,0
73392764,99,20237,0,1
73406796,100,16294,0,0
73508793,101,18596,0,1
73519007,102,19954,0,1
73527567,103,18983,1,1
73569476,104,19204,0,1
73579709,105,17174,0,0
73585107,106,13837,0,0
73588052,107,17217,0,0
73590914,108,15604,1,0
73606864,109,18832,0,1
73608535,110,18600,0,1
73698407,111,14525,0,0
73760566,112,17743,0,1
73871709,113,17954,0,1
73873442,114,18400,0,0
73931131,115,28408,0,0
74035200,116,32195,1,0
74071471,117,49199,0,1
74074575,118,49456,0,1
74096797,119,28643,1,0
74132812,120,31270,0,0
74183037,121,32113,1,0
74188634,122,29215,0,0
74203730,123,28770,0,0
74238083,124,28798,0,0
74241356,125,11658,0,0
74246757,126,8365,0,0
74254947,127,15036,0,0
74278766,128,9794,0,0
74280690,129,15541,1,0
74305515,130,9462,0,0
74306753,131,9431,1,0
74316328,132,10102,0,0
74353048,133,18143,0,0
74355394,134,11848,0,0
74421160,135,13565,0,0
74427554,136,10020,0,0
74428649,137,11232,0,0
74440924,138,10899,0,0
74453745,139,9762,1,0
74458515,140,1904,0,0
74460008,141,1898,0,0
74567620,142,671,0,0
74578643,143,615,0,0
74581059,144,6761,0,0
74581155,145,8641,0,0
74589435,146,18560,0,1
74590476,147,5228,1,0
74591923,148,18474,0,1
74596031,149,12078,0,0
74597830,150,18009,0,1
74602319,151,10465,1,0
74603117,152,10513,1,0
74617873,153,8398,1,0
74747992,154,12903,0,0
74780642,155,7295,0,0
74786011,156,6282,0,0
74786329,157,8034,1,0
74789652,158,6254,0,0
74795683,159,18161,0,0
74834771,160,9738,0,0
74879848,161,10335,1,0
74885280,162,5765,0,0
74890815,163,6944,0,0
74915896,164,8370,0,0
74954697,165,19304,0,0
74961048,166,8009,1,0
74969384,167,8437,0,0
75111424,168,9234,0,0
75121909,169,11661,0,0
75133284,170,10572,0,0
75135761,171,11148,0,0
75215560,172,9091,0,0
75234953,173,11115,0,0
75268541,174,9821,0,0
75315362,175,9925,0,0
75498709,176,8790,0,0
75836139,177,2409,0,0
75855894,178,755,0,0
75942530,179,1122,1,0
75942647,180,1000,0,0
75953534,181,591,0,0
76019912,182,289,0,0
76026650,183,2719,0,0
76056805,184,1263,1,0
76135268,185,976,0,0
76144190,186,593,0,0
76145320,187,2204,0,0
76151147,188,7556,0,0
76151365,189,11347,0,0
76162745,190,9528,0,0
76188179,191,10989,1,0
76188820,192,7276,0,0
76193882,193,10617,1,0
76215444,194,5846,0,0
76217406,195,1690,1,0
76217986,196,9567,0,0
76218400,197,11262,0,0
76220412,198,8418,0,0
76225728,199,9257,1,0
76263379,200,10202,0,0
76288667,201,11930,0,0
76291694,202,13523,0,0
76296668,203,6436,1,0
76298595,204,7640,1,0
76300200,205,7343,0,0
76307759,206,13030,1,0
76308276,207,12671,1,0
76308500,208,13094,0,0
76320800,209,13219,1,0
76337405,210,13074,1,0
76383273,211,5796,0,0
76428975,212,14183,1,0
76485958,213,12562,0,0
76491470,214,14784,0,0
76502090,215,7891,0,0
76554874,216,4982,0,0
76593630,217,13529,1,0
76608819,218,18359,0,1
76615208,219,19070,0,1
76619418,220,18915,0,1
76625686,221,19139,1,1
76638190,222,18936,0,1
76642299,223,18555,1,1
76645972,224,18029,0,1
76647694,225,18730,0,1
76671392,226,294,1,0
76674432,227,326,0,0
76678963,228,6266,0,0
76690837,229,6710,0,0
76694313,230,6280,0,0
76696898,231,6015,0,0
76701918,232,5744,0,0
76702004,233,5655,0,0
76703961,234,3414,1,0
76709504,235,16831,1,1
76725001,236,14628,0,0
76725396,237,5070,0,0
76785804,238,16608,0,0
76789938,239,14573,0,0
76791729,240,13232,0,0
76794612,241,18380,0,1
76797313,242,17898,0,1
76800629,243,18261,0,1
76808839,244,17524,0,1
76810207,245,17528,0,1
76811359,246,18353,0,1
76888385,247,17519,1,1
76889218,248,18040,0,1
76932902,249,18603,0,1
76935725,250,18287,0,1
76984413,251,19600,0,1
76989744,252,19395,0,1
76994873,253,19002,0,1
76999951,254,17938,1,1
77004353,255,18910,0,1
77028551,256,19056,0,1
77031571,257,6279,0,0
77035698,258,9422,0,0
77044376,259,12997,0,0
77110875,260,9249,1,0
77138527,261,11131,0,0
77146701,262,1141,0,0
77146987,263,1043,1,0
77182975,264,1354,0,0
77193200,265,1708,1,0
77194523,266,992,1,0
77195405,267,922,0,0
77206729,268,1640,0,0
77208743,269,18852,0,1
77210370,270,18806,1,1
77218670,271,18803,0,1
77263334,272,8669,0,0
77287707,273,6255,0,0
77298192,274,8195,1,0
77304620,275,8654,0,0
77324402,276,20648,0,0
77331651,277,20083,1,1
77354327,278,18483,0,1
77364189,279,19680,1,1
77365327,280,18775,1,1
77375765,281,18072,1,1
77429500,282,16694,0,1
77497434,283,18560,0,1
77501443,284,5067,1,0
77502958,285,15596,1,0
77532076,286,17791,0,1
77642701,287,17603,0,1
77650821,288,17940,0,1
77657112,289,8620,0,0
77657543,290,8804,1,0
77663220,291,8579,0,0
77670697,292,11175,0,0
77678581,293,8820,1,0
77683514,294,18711,1,1
77692978,295,18240,1,1
77725376,296,17153,1,1
77754819,297,6628,0,0
77760775,298,17095,0,1
77762740,299,16454,0,1
77767177,300,16732,1,1
77769104,301,10146,0,0
77797233,302,16960,0,1
77797394,303,3642,0,0
77797669,304,2730,0,0
77848771,305,2742,0,0
77849034,306,12586,0,0
78007509,307,11870,1,0
78013669,308,8552,0,0
78049651,309,4334,1,0
78050575,310,5139,0,0
78071131,311,3129,1,0
78118172,312,17506,0,0
78125766,313,3104,0,0
78125841,314,4087,1,0
78154044,315,3527,1,0
78202871,316,5882,0,0
78203137,317,4525,0,0
78213353,318,3455,0,0
78215722,319,4615,0,0
78218577,320,3309,1,0
78219736,321,3183,1,0
78236821,322,3485,0,0
78258558,323,6695,1,0
78379346,324,3222,0,0
78382617,325,3267,0,0
78383037,326,4886,0,0
78384903,327,4278,1,0
78393524,328,3735,0,0
78405733,329,6049,0,0
78421952,330,5120,0,0
78432432,331,4700,0,0
78441324,332,4895,0,0
78443887,333,2969,0,0
78444311,334,3807,1,0
78456896,335,3481,0,0
78460856,336,4642,1,0
78465288,337,3069,0,0
78470841,338,12289,1,0
78480106,339,8238,0,0
78554067,340,4450,0,0
78555672,341,3369,1,0
78642468,342,3566,0,0
78647372,343,10665,1,0
78656147,344,8228,1,0
78663805,345,7215,1,0
78678239,346,3989,0,0
78783577,347,15379,0,0
78938225,348,4349,1,0
79001563,349,3416,1,0
79088258,350,4246,1,0
79112693,351,5795,0,0
79121156,352,5058,0,0
79258852,353,4770,0,0
79279922,354,4741,0,0
79281659,355,3628,0,0
79286864,356,18219,1,1
79296208,357,18256,0,1
79326516,358,17713,1,1
79333438,359,14564,1,0
79431662,360,17814,0,1
79498285,361,18079,0,1
79641251,362,17077,0,1
79666798,363,19959,1,1
79708148,364,18253,0,1
79709951,365,17885,0,1
79724257,366,17386,0,1
79729503,367,17635,0,1
79861384,368,18674,0,1
79974445,369,17018,0,1
80116464,370,17008,0,1
80118476,371,17951,0,1
80161289,372,17445,1,1
80164689,373,12438,1,0
80213264,374,17520,0,1
80223897,375,18613,0,1
80230774,376,19789,1,1
80232905,377,20671,0,1
80240216,378,20514,0,1
80245964,379,20700,0,1
80254602,380,19672,1,1
80256343,381,18273,0,1
80268383,382,19307,0,1
80282922,383,19763,0,1
80296534,384,18635,0,1
80302942,385,18071,1,1
80307678,386,18714,0,1
80309560,387,6128,1,0
80314236,388,18647,1,1
80316019,389,17882,1,1
80320700,390,17314,1,1
80347863,391,9282,0,0
80376468,392,18592,0,1
80385715,393,19991,1,1
80392369,394,18868,0,1
80394423,395,18722,1,1
80402546,396,18158,0,1
80404147,397,17954,1,1
80427543,398,19187,0,1
80431364,399,19644,1,1
80435445,400,22681,0,1
80437263,401,21005,0,1
80448689,402,14422,0,0
80452329,403,9982,0,0
80460668,404,19424,1,1
80487214,405,11814,0,0
80491869,406,19870,0,1
80517214,407,18300,0,1
80553135,408,16418,0,1
80575069,409,17502,0,1
80601586,410,18454,1,1
80618116,411,19467,0,1
80622502,412,5549,0,0
80626601,413,6330,1,0
80645457,414,20031,0,1
80649497,415,1358,1,0
80653689,416,18855,0,1
80655186,417,19258,0,1
80700193,418,18556,0,1
80759483,419,16397,0,1
80780875,420,18490,0,1
80796308,421,18228,1,1
80807512,422,18883,0,1
80808953,423,18526,1,1
80812988,424,19080,0,1
80813544,425,11150,0,0
80826999,426,14933,0,0
80833818,427,18764,0,1
80842661,428,7088,0,0
80846842,429,19094,1,1
80882357,430,19065,0,1
80882716,431,18685,0,1
80883305,432,19255,0,1
80884732,433,18242,1,1
80931074,434,15164,1,0
