project,algorithm,batch_size,confidence,project_reqd_builds,project_missed_builds,project_build_duration,project_saved_builds,project_delays,testall_size,batch_delays
sonarqube,BATCH4,4,10,21.666666666666668,4.333333333333333,363450,60.666666666666664,"[3, 3, 3, 5, 10, 6, 10, 10, 6, 7, 8, 4, 9]",300,177.0
sonarqube,BATCH4,4,20,11.0,5.666666666666667,185573,77.33333333333333,"[3, 14, 9, 14, 20, 9, 13, 19, 8, 19, 2, 12, 5, 13, 6, 10, 15]",300,102.0
loomio,BATCH4,4,10,24.390243902439025,8.292682926829269,63480,57.073170731707314,"[4, 8, 10, 3, 8, 10, 3, 9, 6, 4, 8, 10, 3, 6, 8, 6, 6]",205,132.0
loomio,BATCH4,4,20,24.390243902439025,6.829268292682927,61089,64.8780487804878,"[14, 5, 7, 6, 13, 18, 20, 6, 14, 18, 5, 9, 11, 14]",205,108.0
fog,BATCH4,4,10,48.148148148148145,3.7037037037037037,335300,44.15954415954416,"[3, 7, 3, 8, 6, 7, 4, 6, 2, 7, 2, 5, 9]",351,294.0
fog,BATCH4,4,20,31.054131054131055,6.552706552706553,218905,61.82336182336182,"[10, 14, 5, 3, 20, 5, 10, 20, 7, 11, 14, 17, 19, 17, 13, 7, 2, 5, 7, 9, 12, 15, 19]",351,201.0
opal,BATCH4,4,10,16.071428571428573,1.7857142857142858,25335,64.28571428571429,"[10, 5, 2, 7]",224,120.0
opal,BATCH4,4,20,6.25,3.5714285714285716,14120,81.69642857142857,"[11, 14, 16, 8, 20, 12, 12, 16]",224,61.0
cloud_controller_ng,BATCH4,4,10,38.73517786561265,5.928853754940712,317422,46.24505928853755,"[3, 4, 10, 4, 4, 4, 2, 10, 9, 5, 2, 6, 4, 8, 10]",253,204.0
cloud_controller_ng,BATCH4,4,20,25.296442687747035,8.300395256916996,209953,61.26482213438735,"[3, 5, 8, 20, 20, 8, 4, 4, 2, 20, 16, 3, 12, 18, 3, 8, 2, 6, 7, 11, 13]",253,147.0
puppet,BATCH4,4,10,7.246376811594203,2.898550724637681,8327,71.01449275362319,"[3, 5]",69,30.0
puppet,BATCH4,4,20,2.898550724637681,2.898550724637681,3404,84.05797101449275,"[10, 12]",69,18.0
concerto,BATCH4,4,10,15.517241379310345,3.4482758620689653,71729,65.51724137931035,"[6, 9, 3, 3, 6, 6, 8, 10, 9, 7]",290,150.0
concerto,BATCH4,4,20,14.482758620689655,3.103448275862069,62808,75.17241379310344,"[16, 19, 3, 7, 10, 17, 18, 8, 4]",290,108.0
sufia,BATCH4,4,10,5.2631578947368425,5.2631578947368425,2917,78.94736842105263,[6],19,6.0
sufia,BATCH4,4,20,0.0,5.2631578947368425,0,100.0,[6],19,0
geoserver,BATCH4,4,10,71.42857142857143,7.738095238095238,858907,23.80952380952381,"[3, 8, 10, 2, 5, 2, 4, 2, 4, 5, 7, 9, 5]",168,192.0
geoserver,BATCH4,4,20,67.85714285714286,8.333333333333334,807510,26.785714285714285,"[3, 5, 10, 12, 2, 5, 2, 4, 2, 4, 11, 15, 17, 19]",168,186.0
orbeon-forms,BATCH4,4,10,20.17167381974249,6.008583690987124,75370,60.08583690987125,"[4, 5, 8, 9, 7, 6, 6, 4, 3, 4, 7, 5, 7, 3]",233,139.0
orbeon-forms,BATCH4,4,20,12.875536480686696,6.866952789699571,49824,75.53648068669528,"[3, 11, 16, 19, 2, 11, 3, 5, 15, 10, 13, 4, 6, 12, 14, 12]",233,85.0
graylog2-server,BATCH4,4,10,9.975062344139651,1.2468827930174564,48349,68.07980049875312,"[10, 4, 10, 9, 4]",401,192.0
graylog2-server,BATCH4,4,20,5.486284289276808,1.4962593516209477,26350,82.04488778054863,"[17, 8, 20, 11, 13, 13]",401,108.0
