project,algorithm,batch_size,confidence,project_reqd_builds,project_missed_builds,project_build_duration,project_saved_builds,project_delays,testall_size,batch_delays
rails,BATCHBISECT,4,2,55.179417738659446,1.3540961408259986,10418759,13.540961408259987,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1477,1915.0
rails,BATCHBISECT,4,3,49.69532836831415,2.3696682464454977,9261773,23.087339201083278,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2]",1477,1704.0
rails,BATCHBISECT,4,4,43.940419769803654,3.3175355450236967,8249930,30.94109681787407,"[4, 3, 4, 4, 4, 2, 3, 2, 4, 4, 3, 2, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 2, 4, 4, 4, 3, 4, 4, 2, 4, 4, 2, 4, 2, 4, 4, 4, 3, 3, 2, 4, 2, 4, 3, 4, 2]",1477,1530.0
rails,BATCHBISECT,4,5,44.414353419092755,2.911306702775897,8505781,35.54502369668246,"[2, 5, 3, 4, 4, 5, 5, 3, 5, 3, 5, 3, 5, 2, 5, 4, 4, 3, 2, 2, 5, 4, 3, 3, 2, 5, 5, 3, 2, 4, 5, 3, 2, 2, 3, 2, 3, 2, 5, 3, 2, 5, 2]",1477,1428.0
rails,BATCHBISECT,4,6,40.08124576844956,3.5883547731888963,7603811,40.961408259986456,"[3, 6, 5, 5, 4, 6, 3, 5, 4, 6, 2, 3, 2, 6, 2, 6, 5, 5, 2, 6, 5, 5, 3, 4, 4, 4, 6, 3, 2, 5, 3, 5, 2, 3, 6, 2, 4, 3, 4, 5, 2, 5, 4, 3, 4, 2, 4, 5, 5, 2, 2, 6, 2]",1477,1308.0
rails,BATCHBISECT,4,7,38.25321597833446,3.8591740013540963,7305746,44.48205822613406,"[4, 7, 7, 2, 5, 5, 7, 2, 2, 4, 3, 5, 5, 7, 4, 3, 5, 2, 2, 7, 5, 4, 3, 6, 4, 2, 2, 7, 2, 4, 6, 3, 7, 3, 6, 6, 4, 2, 5, 5, 3, 3, 6, 3, 5, 5, 6, 2, 5, 5, 2, 5, 4, 6, 4, 5, 2]",1477,1230.0
rails,BATCHBISECT,4,8,32.63371699390657,4.874746106973595,5922098,50.16926201760325,"[5, 8, 4, 2, 5, 6, 8, 4, 5, 7, 2, 4, 8, 7, 6, 8, 6, 6, 8, 3, 8, 2, 4, 4, 6, 8, 4, 3, 2, 4, 8, 2, 6, 4, 7, 4, 7, 3, 7, 2, 7, 8, 7, 2, 6, 4, 2, 5, 4, 6, 7, 2, 8, 3, 7, 6, 7, 4, 3, 2, 3, 4, 3, 6, 6, 8, 8, 2, 2, 4, 8, 2]",1477,1104.0
rails,BATCHBISECT,4,9,27.285037237643873,6.025727826675694,4994038,54.77318889641165,"[6, 9, 4, 3, 5, 2, 7, 9, 2, 4, 6, 2, 4, 8, 7, 2, 7, 9, 4, 3, 7, 9, 9, 7, 4, 6, 9, 4, 7, 8, 3, 6, 3, 2, 6, 2, 8, 2, 5, 4, 2, 4, 5, 5, 9, 4, 8, 5, 5, 9, 3, 7, 2, 8, 4, 7, 9, 2, 9, 3, 5, 2, 6, 8, 2, 9, 2, 6, 3, 5, 7, 9, 2, 8, 4, 2, 8, 6, 6, 4, 6, 2, 4, 6, 4, 7, 8, 5, 2]",1477,1002.0
rails,BATCHBISECT,4,10,30.19634394041977,5.280974949221394,5653310,55.04400812457685,"[7, 10, 6, 10, 7, 2, 6, 10, 3, 8, 10, 4, 2, 7, 9, 3, 8, 10, 6, 6, 8, 5, 10, 4, 4, 8, 10, 6, 9, 5, 7, 3, 8, 6, 2, 7, 5, 3, 3, 4, 8, 6, 10, 3, 9, 3, 7, 3, 10, 2, 5, 6, 2, 6, 10, 2, 7, 5, 6, 8, 10, 5, 4, 7, 6, 9, 8, 10, 5, 7, 9, 8, 4, 5, 7, 9, 4, 2]",1477,996.0
rails,BATCHBISECT,4,11,29.79011509817197,5.280974949221394,5795197,56.668923493568045,"[8, 11, 4, 5, 4, 9, 11, 6, 4, 6, 10, 4, 9, 11, 8, 2, 4, 6, 8, 6, 11, 6, 4, 9, 2, 3, 5, 2, 8, 8, 4, 4, 11, 3, 2, 3, 2, 7, 11, 4, 2, 7, 10, 3, 3, 7, 4, 2, 5, 7, 2, 7, 9, 3, 3, 7, 2, 8, 7, 7, 9, 4, 5, 9, 9, 2, 4, 2, 4, 8, 3, 6, 9, 10, 6, 4, 9, 2]",1477,960.0
rails,BATCHBISECT,4,12,28.84224779959377,5.348679756262695,5429819,58.835477318889644,"[2, 9, 12, 4, 6, 3, 7, 11, 6, 5, 7, 11, 5, 10, 12, 9, 4, 6, 9, 11, 6, 11, 7, 4, 10, 4, 6, 8, 6, 4, 8, 2, 5, 5, 5, 7, 5, 7, 11, 5, 3, 6, 10, 3, 3, 3, 7, 5, 5, 8, 10, 9, 12, 2, 4, 8, 4, 8, 2, 9, 9, 8, 10, 7, 6, 11, 11, 5, 7, 4, 6, 8, 9, 3, 6, 7, 4, 9, 2]",1477,912.0
rails,BATCHBISECT,4,13,26.404874746106973,5.822613405551794,4997083,61.00203114421124,"[3, 10, 13, 4, 7, 5, 9, 13, 13, 3, 5, 10, 12, 6, 11, 13, 9, 5, 7, 2, 10, 12, 8, 13, 10, 4, 11, 3, 6, 5, 7, 6, 6, 4, 10, 5, 7, 8, 5, 9, 11, 6, 7, 11, 6, 4, 2, 8, 12, 3, 9, 2, 3, 7, 6, 8, 11, 13, 4, 10, 5, 9, 2, 10, 11, 6, 8, 2, 12, 8, 6, 12, 2, 4, 6, 4, 6, 8, 10, 3, 6, 9, 12, 10, 3, 2]",1477,864.0
rails,BATCHBISECT,4,14,28.029790115098173,5.551794177386594,5270618,60.46039268788084,"[4, 11, 14, 10, 14, 5, 7, 12, 14, 2, 4, 12, 3, 5, 7, 12, 14, 9, 6, 8, 2, 9, 14, 12, 4, 12, 5, 8, 8, 10, 2, 10, 8, 7, 9, 11, 6, 7, 11, 7, 2, 5, 4, 10, 14, 2, 2, 3, 7, 7, 2, 2, 9, 14, 8, 10, 14, 6, 10, 2, 11, 13, 9, 11, 3, 14, 9, 6, 13, 4, 7, 9, 3, 8, 10, 12, 11, 3, 6, 2, 11, 2]",1477,876.0
rails,BATCHBISECT,4,15,24.644549763033176,6.025727826675694,4254073,64.25186188219364,"[5, 12, 15, 8, 8, 13, 15, 4, 6, 14, 2, 8, 10, 14, 8, 13, 15, 7, 9, 2, 10, 15, 14, 11, 5, 8, 9, 11, 4, 12, 12, 12, 6, 3, 10, 13, 6, 7, 11, 7, 3, 6, 11, 14, 7, 2, 3, 3, 7, 2, 8, 2, 9, 12, 14, 3, 11, 5, 8, 12, 14, 5, 10, 14, 13, 3, 11, 13, 4, 10, 6, 14, 6, 10, 12, 4, 6, 11, 3, 6, 2, 4, 13, 14, 14, 2, 6, 11, 2]",1477,792.0
