batch_num,total_builds,batch_builds
,,
4,1,1
8,2,1
12,3,1
16,4,1
20,5,1
24,6,1
28,7,1
32,8,1
36,9,1
40,10,1
44,11,1
48,16,5
52,17,1
56,18,1
60,19,1
64,20,1
68,21,1
72,22,1
76,23,1
80,24,1
84,25,1
88,26,1
92,27,1
96,28,1
100,29,1
104,30,1
108,31,1
112,32,1
116,37,5
120,42,5
124,43,1
128,48,5
132,53,5
136,58,5
140,59,1
144,60,1
148,65,5
152,66,1
156,67,1
160,68,1
164,69,1
168,70,1
172,75,5
176,76,1
180,77,1
184,78,1
188,79,1
192,80,1
196,81,1
200,86,5
204,87,1
208,88,1
212,89,1
216,90,1
220,91,1
224,92,1
228,93,1
232,94,1
236,95,1
240,96,1
244,97,1
248,98,1
252,103,5
256,108,5
260,113,5
264,114,1
268,115,1
272,116,1
276,121,5
280,122,1
284,123,1
288,124,1
292,125,1
296,126,1
300,127,1
304,128,1
308,129,1
312,130,1
316,131,1
320,132,1
324,133,1
328,134,1
332,139,5
336,140,1
340,141,1
344,142,1
348,143,1
352,144,1
356,145,1
360,146,1
364,147,1
368,148,1
372,149,1
376,150,1
380,151,1
384,152,1
388,153,1
392,154,1
396,155,1
400,156,1
404,157,1
408,158,1
412,159,1
416,160,1
420,161,1
424,162,1
428,163,1
432,164,1
436,165,1
440,166,1
444,167,1
448,172,5
452,173,1
456,174,1
460,175,1
464,176,1
468,177,1
472,178,1
476,179,1
480,180,1
484,181,1
488,182,1
492,183,1
496,184,1
500,185,1
504,190,5
508,191,1
512,192,1
516,193,1
520,194,1
524,195,1
528,196,1
532,201,5
536,202,1
540,203,1
544,204,1
548,205,1
552,206,1
556,207,1
560,208,1
564,209,1
568,210,1
572,211,1
576,212,1
580,213,1
584,214,1
588,215,1
592,216,1
596,217,1
600,222,5
604,223,1
608,224,1
612,225,1
616,226,1
620,227,1
624,228,1
628,229,1
632,234,5
636,235,1
640,236,1
644,237,1
648,238,1
652,239,1
656,240,1
660,241,1
664,242,1
668,243,1
672,244,1
676,245,1
680,246,1
684,247,1
688,248,1
692,253,5
696,254,1
700,255,1
704,256,1
708,257,1
712,258,1
716,259,1
720,260,1
724,265,5
