batch_num,total_builds,batch_builds
728,266,1
732,267,1
736,268,1
740,273,5
744,274,1
748,275,1
752,280,5
756,281,1
760,282,1
764,283,1
768,284,1
772,285,1
776,286,1
780,287,1
784,292,5
788,293,1
792,294,1
796,295,1
800,300,5
804,301,1
808,302,1
812,303,1
816,308,5
820,313,5
824,314,1
828,315,1
832,316,1
836,317,1
840,318,1
844,319,1
848,320,1
852,321,1
856,322,1
860,323,1
864,324,1
868,329,5
872,330,1
876,331,1
880,332,1
884,337,5
888,342,5
892,347,5
896,348,1
900,349,1
904,350,1
908,351,1
912,352,1
916,353,1
920,354,1
924,355,1
928,356,1
932,357,1
936,358,1
940,359,1
944,364,5
948,365,1
952,366,1
956,367,1
960,368,1
964,369,1
968,370,1
972,371,1
976,372,1
980,373,1
984,378,5
988,379,1
992,380,1
996,381,1
1000,382,1
1004,383,1
1008,384,1
1012,385,1
1016,386,1
1020,387,1
1024,388,1
1028,389,1
1032,390,1
1036,391,1
1040,392,1
1044,393,1
1048,398,5
1052,399,1
1056,400,1
1060,401,1
1064,402,1
1068,407,5
1072,412,5
1076,413,1
1080,414,1
1084,415,1
1088,416,1
1092,417,1
1096,418,1
1100,419,1
1104,420,1
1108,421,1
1112,426,5
1116,427,1
1120,428,1
1124,429,1
1128,430,1
1132,431,1
1136,432,1
1140,433,1
1144,434,1
1148,435,1
1152,436,1
1156,437,1
1160,438,1
1164,439,1
1168,440,1
1172,441,1
1176,442,1
1180,443,1
1184,448,5
1188,449,1
1192,450,1
1196,451,1
1200,452,1
1204,453,1
1208,454,1
1212,455,1
1216,456,1
1220,457,1
1224,458,1
1228,459,1
1232,460,1
1236,465,5
1240,470,5
1244,471,1
1248,472,1
1252,473,1
1256,474,1
1260,475,1
1264,476,1
1268,477,1
1272,478,1
1276,479,1
1280,480,1
1284,481,1
1288,482,1
1292,483,1
1296,484,1
1300,485,1
1304,486,1
1308,487,1
1312,488,1
1316,489,1
1320,490,1
1324,491,1
1328,492,1
1332,493,1
1336,494,1
1340,495,1
1344,496,1
1348,497,1
1352,498,1
1356,499,1
1360,500,1
1364,501,1
1368,502,1
1372,503,1
1376,508,5
1380,509,1
1384,514,5
1388,515,1
1392,516,1
1396,521,5
1400,522,1
1404,527,5
1408,528,1
1412,533,5
1416,534,1
1420,535,1
1424,536,1
1428,541,5
1432,542,1
1436,543,1
1440,544,1
1444,545,1
1448,546,1
1452,547,1
1456,552,5
1460,553,1
1464,554,1
1468,559,5
1472,560,1
1476,561,1
1480,562,1
1484,563,1
1488,564,1
1492,569,5
1496,570,1
1500,571,1
1504,572,1
1508,573,1
1512,574,1
1516,575,1
1520,576,1
1524,577,1
1528,578,1
1532,579,1
1536,580,1
1540,581,1
1544,582,1
1548,583,1
1552,584,1
1556,585,1
1560,590,5
1564,591,1
1568,592,1
1572,593,1
1576,594,1
1580,595,1
1584,596,1
1588,597,1
1592,598,1
1596,599,1
1600,600,1
1604,601,1
1608,602,1
1612,603,1
1616,604,1
1620,605,1
1624,606,1
1628,611,5
1632,612,1
1636,617,5
1640,618,1
1644,619,1
1648,624,5
1652,625,1
1656,626,1
1660,631,5
1664,632,1
1668,633,1
1672,634,1
1676,635,1
1680,636,1
1684,637,1
1688,638,1
1692,639,1
1696,640,1
1700,641,1
1704,642,1
1708,643,1
1712,644,1
1716,645,1
1720,646,1
1724,647,1
1728,648,1
1732,649,1
1736,650,1
1740,651,1
1744,652,1
1748,653,1
1752,654,1
1756,655,1
1760,656,1
1764,657,1
1768,658,1
1772,659,1
1776,660,1
1780,665,5
1784,666,1
1788,667,1
1792,668,1
1796,669,1
1800,670,1
1804,671,1
1808,672,1
1812,673,1
1816,674,1
1820,675,1
1824,676,1
1828,677,1
1832,678,1
1836,679,1
1840,680,1
1844,681,1
1848,682,1
1852,683,1
1856,684,1
1860,685,1
1864,686,1
1868,687,1
1872,688,1
1876,689,1
1880,690,1
1884,691,1
1888,692,1
1892,693,1
1896,694,1
1900,695,1
1904,696,1
1908,701,5
1912,702,1
1916,703,1
1920,704,1
1924,705,1
1928,706,1
1932,707,1
1936,708,1
1940,709,1
1944,714,5
1948,715,1
1952,716,1
1956,717,1
1960,718,1
1964,719,1
1968,720,1
1972,721,1
1976,722,1
1980,723,1
1984,728,5
1988,729,1
1992,730,1
1996,731,1
2000,732,1
2004,733,1
2008,734,1
2012,735,1
2016,736,1
2020,737,1
2024,738,1
2028,739,1
2032,740,1
2036,741,1
2040,742,1
2044,743,1
2048,744,1
2052,745,1
2056,746,1
2060,747,1
2064,748,1
2068,749,1
2072,750,1
2076,755,5
2080,756,1
2084,757,1
2088,758,1
2092,759,1
2096,760,1
2100,761,1
2104,762,1
2108,763,1
2112,764,1
2116,765,1
2120,766,1
2124,767,1
2128,768,1
2132,769,1
2136,770,1
2140,771,1
2144,772,1
2148,773,1
2152,774,1
2156,775,1
2160,776,1
2164,777,1
2168,778,1
2172,779,1
2176,780,1
2180,785,5
2184,786,1
2188,787,1
2192,788,1
2196,789,1
2200,790,1
2204,791,1
2208,792,1
2212,793,1
2216,794,1
2220,795,1
2224,796,1
2228,797,1
2232,798,1
2236,799,1
2240,800,1
2244,801,1
2248,802,1
2252,803,1
2256,804,1
2260,805,1
2264,806,1
2268,807,1
2272,808,1
2276,809,1
2280,810,1
2284,811,1
