batch_num,num_of_exec,difference
16,9,9
32,10,1
48,11,1
64,12,1
80,13,1
96,28,15
112,29,1
128,42,13
144,43,1
160,44,1
176,63,19
192,64,1
208,73,9
224,82,9
240,91,9
256,92,1
272,93,1
288,112,19
304,121,9
320,144,23
336,167,23
352,180,13
368,199,19
384,218,19
400,227,9
416,242,15
432,255,13
448,268,13
464,269,1
480,270,1
496,271,1
512,272,1
528,273,1
544,274,1
560,275,1
576,276,1
592,277,1
608,278,1
624,279,1
640,280,1
656,281,1
672,282,1
688,283,1
704,284,1
720,285,1
736,286,1
752,295,9
768,296,1
784,297,1
800,298,1
816,299,1
832,300,1
848,301,1
864,302,1
880,303,1
896,304,1
912,317,13
928,318,1
944,331,13
960,332,1
976,333,1
992,334,1
1008,343,9
1024,344,1
1040,345,1
1056,346,1
1072,347,1
1088,348,1
1104,349,1
1120,358,9
1136,359,1
1152,368,9
1168,369,1
1184,378,9
1200,379,1
1216,380,1
1232,381,1
1248,382,1
1264,383,1
1280,384,1
1296,385,1
1312,386,1
1328,387,1
1344,388,1
1360,397,9
1376,398,1
1392,407,9
1408,416,9
1424,417,1
1440,426,9
1456,435,9
1472,444,9
1488,445,1
1504,446,1
1520,455,9
1536,464,9
1552,465,1
1568,466,1
1584,467,1
1600,468,1
1616,469,1
1632,470,1
1648,471,1
1664,472,1
1680,481,9
1696,482,1
1712,483,1
1728,484,1
1744,485,1
1760,494,9
1776,495,1
1792,510,15
1808,511,1
1824,512,1
1840,513,1
1856,522,9
1872,523,1
1888,524,1
1904,525,1
1920,526,1
1936,527,1
1952,528,1
1968,529,1
1984,530,1
2000,531,1
2016,532,1
2032,541,9
2048,542,1
2064,543,1
2080,544,1
2096,545,1
2112,546,1
2128,547,1
2144,548,1
2160,557,9
2176,558,1
2192,567,9
2208,568,1
2224,569,1
2240,570,1
2256,571,1
2272,572,1
2288,573,1
2304,574,1
2320,583,9
2336,584,1
2352,585,1
2368,586,1
2384,587,1
2400,588,1
2416,589,1
2432,590,1
2448,591,1
2464,592,1
2480,593,1
2496,594,1
2512,595,1
2528,596,1
2544,597,1
2560,598,1
2576,599,1
2592,608,9
2608,617,9
2624,618,1
2640,619,1
2656,620,1
2672,621,1
2688,622,1
2704,623,1
2720,624,1
2736,625,1
2752,626,1
2768,627,1
2784,636,9
2800,637,1
2816,646,9
2832,647,1
2848,648,1
2864,649,1
2880,650,1
2896,659,9
2912,672,13
2928,673,1
2944,682,9
2960,691,9
2976,706,15
2992,707,1
3008,708,1
3024,709,1
3040,722,13
3056,723,1
3072,738,15
3088,739,1
3104,748,9
3120,763,15
3136,772,9
3152,773,1
3168,774,1
3184,789,15
3200,790,1
3216,803,13
3232,804,1
3248,805,1
3264,806,1
3280,807,1
3296,816,9
3312,817,1
3328,818,1
3344,819,1
3360,820,1
3376,829,9
3392,838,9
3408,853,15
3424,854,1
3440,855,1
3456,856,1
3472,869,13
3488,878,9
3504,879,1
3520,888,9
3536,897,9
3552,906,9
3568,907,1
3584,926,19
3600,935,9
3616,936,1
3632,945,9
3648,958,13
3664,959,1
3680,974,15
3696,983,9
3712,992,9
3728,1011,19
3744,1024,13
3760,1033,9
3776,1052,19
3792,1071,19
3808,1090,19
3824,1091,1
3840,1106,15
3856,1107,1
3872,1108,1
3888,1109,1
3904,1118,9
3920,1119,1
3936,1120,1
3952,1121,1
3968,1130,9
3984,1139,9
4000,1148,9
4016,1149,1
4032,1158,9
4048,1167,9
4064,1168,1
4080,1177,9
4096,1178,1
4112,1179,1
4128,1180,1
4144,1189,9
4160,1190,1
4176,1191,1
4192,1200,9
4208,1201,1
4224,1210,9
4240,1211,1
4256,1212,1
4272,1221,9
4288,1222,1
4304,1223,1
4320,1224,1
4336,1233,9
4352,1234,1
4368,1235,1
4384,1236,1
4400,1237,1
4416,1238,1
4432,1239,1
4448,1240,1
4464,1249,9
4480,1250,1
4496,1259,9
4512,1260,1
4528,1261,1
4544,1262,1
4560,1263,1
4576,1264,1
4592,1283,19
4608,1284,1
4624,1293,9
4640,1294,1
4656,1295,1
4672,1296,1
4688,1309,13
4704,1310,1
4720,1311,1
4736,1312,1
4752,1313,1
4768,1322,9
4784,1331,9
4800,1332,1
4816,1333,1
4832,1334,1
4848,1347,13
4864,1348,1
