batch_num,num_of_exec,difference
16,23,23
32,46,23
48,59,13
64,72,13
80,73,1
96,74,1
112,75,1
128,84,9
144,85,1
160,94,9
176,103,9
192,112,9
208,113,1
224,128,15
240,137,9
256,146,9
272,165,19
288,188,23
304,211,23
320,234,23
336,253,19
352,276,23
368,299,23
384,322,23
400,337,15
416,360,23
432,383,23
448,406,23
464,429,23
480,438,9
496,457,19
512,472,15
528,481,9
544,500,19
560,513,13
576,528,15
592,543,15
608,552,9
624,575,23
640,598,23
656,621,23
672,644,23
688,657,13
704,670,13
720,689,19
736,708,19
752,717,9
768,732,15
784,755,23
800,778,23
816,801,23
832,820,19
848,843,23
864,852,9
880,861,9
896,880,19
912,899,19
928,908,9
944,923,15
960,936,13
976,945,9
992,958,13
1008,959,1
1024,978,19
1040,991,13
1056,1004,13
1072,1005,1
1088,1014,9
1104,1023,9
1120,1046,23
1136,1069,23
1152,1092,23
1168,1101,9
1184,1110,9
1200,1125,15
1216,1138,13
1232,1157,19
1248,1158,1
1264,1159,1
1280,1168,9
1296,1181,13
1312,1190,9
1328,1191,1
1344,1200,9
1360,1213,13
1376,1214,1
1392,1223,9
1408,1224,1
1424,1225,1
1440,1244,19
1456,1253,9
1472,1254,1
1488,1263,9
1504,1272,9
1520,1281,9
1536,1294,13
1552,1295,1
1568,1296,1
1584,1297,1
1600,1298,1
1616,1299,1
1632,1300,1
1648,1301,1
1664,1302,1
1680,1303,1
1696,1316,13
1712,1317,1
1728,1318,1
1744,1319,1
1760,1332,13
1776,1333,1
1792,1342,9
1808,1351,9
1824,1352,1
1840,1361,9
1856,1380,19
1872,1389,9
1888,1398,9
1904,1399,1
1920,1400,1
1936,1413,13
1952,1414,1
1968,1415,1
1984,1416,1
2000,1417,1
2016,1430,13
2032,1431,1
2048,1432,1
2064,1433,1
2080,1442,9
2096,1457,15
2112,1466,9
2128,1467,1
2144,1476,9
2160,1477,1
2176,1478,1
2192,1479,1
2208,1480,1
2224,1481,1
2240,1482,1
2256,1483,1
2272,1484,1
2288,1485,1
2304,1494,9
2320,1517,23
2336,1540,23
2352,1563,23
2368,1586,23
2384,1609,23
2400,1632,23
2416,1655,23
2432,1678,23
2448,1701,23
2464,1724,23
2480,1747,23
2496,1756,9
2512,1757,1
2528,1758,1
2544,1773,15
2560,1782,9
2576,1783,1
2592,1798,15
2608,1807,9
2624,1820,13
2640,1839,19
2656,1854,15
2672,1855,1
2688,1856,1
2704,1865,9
2720,1866,1
2736,1867,1
2752,1868,1
2768,1869,1
2784,1870,1
2800,1871,1
2816,1880,9
2832,1881,1
2848,1882,1
2864,1883,1
2880,1892,9
2896,1901,9
2912,1924,23
2928,1947,23
2944,1970,23
2960,1993,23
2976,2002,9
2992,2003,1
3008,2004,1
3024,2005,1
3040,2006,1
3056,2007,1
3072,2008,1
3088,2017,9
3104,2018,1
3120,2019,1
3136,2020,1
3152,2021,1
3168,2022,1
3184,2023,1
3200,2024,1
3216,2025,1
3232,2034,9
3248,2047,13
3264,2056,9
3280,2057,1
3296,2066,9
3312,2067,1
3328,2068,1
3344,2069,1
3360,2084,15
3376,2085,1
3392,2086,1
3408,2087,1
3424,2088,1
3440,2089,1
3456,2090,1
3472,2091,1
3488,2092,1
3504,2093,1
3520,2102,9
3536,2117,15
3552,2126,9
3568,2127,1
3584,2128,1
3600,2129,1
3616,2130,1
3632,2131,1
3648,2132,1
3664,2133,1
3680,2134,1
3696,2135,1
3712,2136,1
3728,2137,1
3744,2138,1
3760,2139,1
3776,2152,13
3792,2153,1
3808,2154,1
3824,2163,9
3840,2164,1
3856,2165,1
3872,2166,1
3888,2167,1
3904,2168,1
3920,2169,1
3936,2170,1
3952,2179,9
3968,2188,9
3984,2197,9
4000,2206,9
4016,2207,1
4032,2208,1
4048,2209,1
4064,2210,1
4080,2211,1
4096,2212,1
4112,2213,1
4128,2214,1
4144,2215,1
4160,2216,1
4176,2217,1
4192,2218,1
4208,2219,1
4224,2220,1
4240,2221,1
4256,2222,1
4272,2223,1
4288,2242,19
4304,2251,9
4320,2252,1
4336,2253,1
4352,2254,1
4368,2255,1
4384,2256,1
4400,2257,1
4416,2258,1
4432,2259,1
4448,2260,1
4464,2261,1
4480,2262,1
4496,2263,1
4512,2264,1
4528,2273,9
4544,2274,1
4560,2275,1
4576,2276,1
4592,2277,1
4608,2278,1
4624,2279,1
4640,2280,1
4656,2281,1
4672,2282,1
4688,2283,1
4704,2284,1
4720,2285,1
4736,2286,1
4752,2287,1
4768,2288,1
4784,2289,1
4800,2290,1
4816,2291,1
