batch_num,num_of_exec,difference
16,1,1
32,2,1
48,3,1
64,12,9
80,21,9
96,30,9
112,31,1
128,40,9
144,49,9
160,58,9
176,59,1
192,60,1
208,61,1
224,62,1
240,63,1
256,64,1
272,73,9
288,82,9
304,101,19
320,124,23
336,147,23
352,166,19
368,181,15
384,196,15
400,205,9
416,224,19
432,233,9
448,246,13
464,247,1
480,256,9
496,265,9
512,274,9
528,289,15
544,308,19
560,321,13
576,330,9
592,345,15
608,346,1
624,347,1
640,356,9
656,357,1
672,358,1
688,359,1
704,368,9
720,369,1
736,370,1
752,379,9
768,380,1
784,389,9
800,398,9
816,399,1
832,400,1
848,401,1
864,402,1
880,411,9
896,412,1
912,421,9
928,434,13
944,435,1
960,448,13
976,449,1
992,450,1
1008,469,19
1024,482,13
1040,501,19
1056,502,1
1072,517,15
1088,526,9
1104,535,9
1120,536,1
1136,537,1
1152,538,1
1168,539,1
1184,554,15
1200,569,15
1216,570,1
1232,579,9
1248,580,1
1264,589,9
1280,590,1
1296,603,13
1312,618,15
1328,619,1
1344,628,9
1360,629,1
1376,638,9
1392,639,1
1408,648,9
1424,649,1
1440,658,9
1456,667,9
1472,676,9
1488,685,9
1504,694,9
1520,695,1
1536,696,1
1552,697,1
1568,698,1
1584,699,1
1600,700,1
1616,701,1
1632,702,1
1648,711,9
1664,730,19
1680,731,1
1696,744,13
1712,745,1
1728,754,9
1744,755,1
1760,764,9
1776,773,9
1792,782,9
1808,783,1
1824,784,1
1840,785,1
1856,786,1
1872,795,9
1888,804,9
1904,813,9
1920,814,1
1936,823,9
1952,832,9
1968,833,1
1984,834,1
2000,847,13
2016,856,9
2032,857,1
2048,858,1
2064,859,1
2080,860,1
2096,869,9
2112,870,1
2128,889,19
2144,908,19
2160,923,15
2176,938,15
2192,939,1
2208,958,19
2224,967,9
2240,968,1
2256,969,1
2272,978,9
2288,979,1
2304,988,9
2320,989,1
2336,990,1
2352,999,9
2368,1000,1
2384,1001,1
2400,1010,9
2416,1011,1
2432,1020,9
2448,1021,1
2464,1022,1
2480,1031,9
2496,1040,9
2512,1049,9
2528,1058,9
2544,1059,1
2560,1060,1
2576,1061,1
2592,1074,13
2608,1075,1
