batch_num,total_builds,batch_builds
,,
4,1,1
8,2,1
12,3,1
16,4,1
20,5,1
24,6,1
28,7,1
32,8,1
36,9,1
40,10,1
44,11,1
48,12,1
52,13,1
56,14,1
60,15,1
64,16,1
68,17,1
72,18,1
76,19,1
80,20,1
84,21,1
88,22,1
92,23,1
96,24,1
100,25,1
104,26,1
108,27,1
112,28,1
116,29,1
120,30,1
124,31,1
128,32,1
132,33,1
136,34,1
140,35,1
144,36,1
148,37,1
152,38,1
156,39,1
160,40,1
164,41,1
168,42,1
172,43,1
176,44,1
180,45,1
184,46,1
188,47,1
192,48,1
196,49,1
200,50,1
204,51,1
208,52,1
212,53,1
216,54,1
220,55,1
224,56,1
228,57,1
232,58,1
236,59,1
240,60,1
244,61,1
248,62,1
252,63,1
256,68,5
260,69,1
264,70,1
268,71,1
272,72,1
276,73,1
280,74,1
284,75,1
288,80,5
292,85,5
296,90,5
300,95,5
304,100,5
308,105,5
312,106,1
316,107,1
320,108,1
324,109,1
328,110,1
332,115,5
336,120,5
340,121,1
344,122,1
348,123,1
352,124,1
356,125,1
360,126,1
364,127,1
368,128,1
372,129,1
376,130,1
380,131,1
384,132,1
388,133,1
392,134,1
396,135,1
400,136,1
404,137,1
408,138,1
412,139,1
416,140,1
420,141,1
424,142,1
428,143,1
432,144,1
436,149,5
440,150,1
444,151,1
448,152,1
452,153,1
456,154,1
460,155,1
464,156,1
468,157,1
472,158,1
476,159,1
480,160,1
484,165,5
488,166,1
492,167,1
496,168,1
500,169,1
504,170,1
508,171,1
512,172,1
516,173,1
520,178,5
524,179,1
528,180,1
532,181,1
536,182,1
540,183,1
544,184,1
548,189,5
552,194,5
556,199,5
560,204,5
564,209,5
568,214,5
572,219,5
576,224,5
580,229,5
584,234,5
588,239,5
592,244,5
596,249,5
600,254,5
604,259,5
608,260,1
612,265,5
616,270,5
620,275,5
624,280,5
628,281,1
632,282,1
636,283,1
640,284,1
644,285,1
648,286,1
652,287,1
656,288,1
660,289,1
664,290,1
668,291,1
672,292,1
676,293,1
680,294,1
684,295,1
688,300,5
692,301,1
696,302,1
700,303,1
704,308,5
708,309,1
712,310,1
716,315,5
720,316,1
724,317,1
728,318,1
732,323,5
736,324,1
740,325,1
744,330,5
748,331,1
752,332,1
756,333,1
760,334,1
764,335,1
768,336,1
772,337,1
776,338,1
780,339,1
784,340,1
788,341,1
792,342,1
796,343,1
800,344,1
804,345,1
808,346,1
812,347,1
816,348,1
820,349,1
824,350,1
828,351,1
832,352,1
836,353,1
840,354,1
844,355,1
848,356,1
852,357,1
856,358,1
860,359,1
864,360,1
868,361,1
872,362,1
876,363,1
880,364,1
884,365,1
888,366,1
892,367,1
896,368,1
900,369,1
904,370,1
908,371,1
912,372,1
916,373,1
920,374,1
924,375,1
928,376,1
932,377,1
936,378,1
940,379,1
944,380,1
948,381,1
952,382,1
956,383,1
960,384,1
964,385,1
968,386,1
972,387,1
976,392,5
980,393,1
984,394,1
988,395,1
992,396,1
996,397,1
1000,398,1
1004,399,1
1008,400,1
1012,401,1
1016,406,5
1020,407,1
1024,408,1
1028,409,1
1032,410,1
1036,411,1
1040,412,1
1044,413,1
1048,414,1
1052,415,1
1056,416,1
1060,417,1
1064,418,1
1068,419,1
1072,420,1
1076,425,5
1080,426,1
1084,427,1
1088,428,1
1092,429,1
1096,430,1
1100,431,1
1104,432,1
1108,433,1
1112,434,1
1116,435,1
1120,436,1
1124,437,1
1128,438,1
1132,439,1
1136,440,1
1140,441,1
1144,442,1
1148,443,1
1152,444,1
1156,445,1
1160,446,1
1164,447,1
1168,452,5
1172,457,5
1176,462,5
1180,463,1
1184,464,1
1188,465,1
1192,466,1
1196,467,1
1200,468,1
1204,469,1
1208,470,1
1212,471,1
1216,472,1
