Index,Duration,Build_Result
1,325967,1
2,325906,1
3,325906,0
4,325967,1
5,325967,1
6,325967,1
7,325967,1
8,325967,1
9,325967,1
10,325967,0
11,325981,1
12,325981,0
13,325906,1
14,325981,0
15,325981,0
16,325981,1
17,326002,1
18,325992,0
19,326041,0
20,326002,1
21,326002,1
22,325992,0
23,325992,1
24,325992,1
25,325992,1
26,326001,1
27,326052,0
28,326045,1
29,326045,1
30,326045,1
31,326868,1
32,326045,1
33,326045,1
34,326045,1
35,326048,1
36,326949,1
37,327029,1
38,326949,1
39,327038,1
40,327038,1
41,327054,0
42,325914,1
43,327052,1
44,327052,1
45,326966,0
46,327052,1
47,327052,1
48,327069,0
49,326002,1
50,327070,1
51,327079,1
52,327079,1
53,327087,1
54,327087,1
55,327103,1
56,327103,1
57,327103,1
58,327129,1
59,327140,0
60,327145,1
61,327148,1
62,327145,1
63,327145,1
64,327145,1
65,327145,1
66,327148,1
67,327151,1
68,327168,1
69,327179,1
70,327283,1
71,327285,1
72,327293,1
73,327301,1
74,327301,1
75,327306,1
76,327163,0
77,327315,1
78,327315,1
79,327307,1
80,327307,1
81,327307,1
82,327070,1
83,327367,1
84,327367,1
85,327372,1
86,327372,1
87,327374,1
88,327383,1
89,327374,1
90,327375,1
91,327820,1
92,327375,1
93,327375,1
94,327062,1
95,327071,1
96,327820,1
97,327407,1
98,327072,1
99,327074,1
100,327375,1
101,327074,1
102,327074,1
103,327425,1
104,327425,1
105,327425,1
106,327425,1
107,327425,1
108,327425,1
109,327425,1
110,327427,0
111,327427,1
112,327426,1
113,327428,1
114,327164,1
115,327437,1
116,327378,1
117,327437,1
118,327477,1
119,329076,1
120,327480,1
121,327489,1
122,327483,1
123,327495,1
124,328096,1
125,327495,1
126,327587,1
127,328257,1
128,328257,1
129,329046,1
130,328257,1
131,328257,1
132,328257,1
133,328257,1
134,328257,1
135,328371,1
136,328283,0
137,328257,1
138,328657,0
139,328251,1
140,328257,1
141,328257,1
142,328257,1
143,328251,1
144,328251,0
145,328251,1
146,328251,1
147,328251,1
148,328365,1
149,328391,0
150,328789,1
151,328868,0
152,328868,1
153,328864,1
154,328864,1
155,328864,1
156,328885,0
157,328885,1
158,328885,1
159,328885,1
160,328885,1
161,328885,1
162,328885,1
163,328940,1
164,328940,1
165,328940,1
166,328267,1
167,328941,1
168,328945,1
169,328935,1
170,328945,1
171,328945,1
172,328945,1
173,328957,1
174,329037,1
175,328957,1
176,328985,1
177,330606,1
178,330607,1
179,330699,1
180,328945,1
181,330699,1
182,330710,1
183,330710,1
184,330761,1
185,330761,1
186,330308,1
187,330761,0
188,330759,1
189,330759,1
190,330759,0
191,330759,1
192,330759,1
193,330759,1
194,330759,1
195,330759,1
196,315811,1
197,315811,1
198,315811,1
199,315808,1
200,315811,1
201,315811,1
202,315808,1
203,315808,1
204,315808,1
205,315808,1
206,315808,1
207,315808,1
208,315806,1
209,315808,0
210,315949,1
211,315801,1
212,315801,1
213,315801,0
214,315949,1
215,315803,1
216,315803,1
217,315880,1
218,315803,1
219,315803,0
220,315803,1
221,315803,1
222,315803,1
223,315803,0
224,315815,1
225,315807,1
226,315807,1
227,315829,1
228,315867,1
229,316767,0
230,316788,0
231,316788,1
232,316848,1
233,316788,1
234,316848,1
235,316848,1
236,316922,1
237,316922,0
238,315955,1
239,316922,1
240,315800,1
241,316928,1
242,317066,0
243,316923,1
244,317063,1
245,317063,1
246,316923,1
247,317106,1
248,317107,1
249,317138,1
250,317175,1
251,317181,1
252,317186,1
253,314937,1
254,309900,1
255,309399,1
256,308647,0
257,307597,1
258,307355,1
259,290764,1
260,288664,1
261,287915,1
262,287995,1
263,287997,1
264,317495,0
265,288427,0
266,288432,1
267,288003,1
268,288432,1
269,288427,1
270,288459,1
271,288467,1
272,288472,1
273,288474,1
274,288474,1
275,288474,1
276,288474,1
277,288474,1
278,319572,0
279,288474,1
280,288455,1
281,288452,1
282,288493,1
283,288493,1
284,288493,1
285,288493,1
286,288493,1
287,288474,1
288,291002,0
289,291002,1
290,291002,1
291,291002,1
292,288510,1
293,291002,1
294,291002,1
295,291006,1
296,288504,1
297,291006,1
298,291006,1
299,291006,1
300,291006,1
301,291017,1
302,291017,1
303,291017,1
304,291017,1
305,290987,1
306,291042,1
307,291076,1
308,291076,1
309,291076,1
310,291076,1
311,291076,1
312,291076,1
313,291456,0
314,291461,1
315,291461,1
316,291458,1
317,291458,1
318,291458,1
319,291458,1
320,291458,1
321,291458,1
322,291458,1
323,291458,1
324,291458,1
325,291458,1
326,291458,1
327,291458,1
328,291458,0
329,291456,1
330,291456,1
331,291474,1
332,291475,1
333,291475,1
334,291475,1
335,291474,1
336,291474,1
337,291726,1
338,291474,1
339,291474,1
340,291474,1
341,291725,1
342,291725,1
343,291730,1
344,291730,1
345,291730,1
346,291730,1
347,291860,1
348,291860,0
349,291860,1
350,291860,0
351,291860,1
352,291860,1
353,291860,1
354,291860,1
355,291860,1
356,291860,1
357,291860,1
358,291860,1
359,291860,1
360,291860,1
361,291921,1
362,291859,1
363,291860,1
364,291921,1
365,291920,1
366,292018,0
367,291920,1
368,291920,1
369,291924,1
370,291924,1
371,291936,1
372,291936,1
373,291932,1
374,291932,1
375,291932,1
376,291932,1
377,291932,1
378,330711,1
379,291474,1
380,291932,1
381,291935,0
382,291932,1
383,291932,1
384,291935,0
385,291935,1
386,291935,1
387,291935,1
388,291931,1
389,291968,0
390,291931,1
391,291968,0
392,291968,1
393,291968,1
394,291968,1
395,291968,1
396,291968,1
397,291968,1
398,291930,0
399,291968,1
400,291968,1
401,291968,1
402,292238,1
403,291972,1
404,292238,0
405,292238,1
406,292242,1
407,292242,1
408,292259,1
409,292259,1
410,292257,0
411,292257,0
412,292257,1
413,292257,1
414,292257,0
415,292258,1
416,292407,1
417,292457,1
418,292468,1
419,292457,1
420,292441,1
421,292457,1
422,292457,0
423,292457,0
424,292441,1
425,292457,1
426,292539,0
427,292539,1
428,292550,1
429,292550,1
430,292700,0
431,292700,1
432,292700,1
433,293032,0
434,292700,1
435,292504,1
436,292700,1
437,292700,1
438,292700,1
439,292747,0
440,292747,1
441,292747,0
442,292747,0
443,292747,1
444,292847,0
445,292847,1
446,292847,1
447,292855,0
448,292856,1
449,292883,0
450,292845,0
451,292845,0
452,292845,0
453,292845,1
454,292845,0
455,292845,0
456,292845,0
457,292845,0
458,292910,0
459,292968,0
460,292968,0
461,292973,0
462,292964,0
463,292964,1
464,293539,0
465,293539,0
466,293572,0
467,293573,1
468,293574,0
469,293587,1
470,293591,0
471,293587,0
472,293587,0
473,293587,0
474,293591,0
475,293681,0
476,293591,0
477,293591,0
478,293634,0
479,293634,0
480,293634,0
481,293728,0
482,293728,1
483,293728,1
484,293728,0
485,294290,0
486,294290,1
487,294290,1
488,294290,0
489,294754,1
490,294754,1
491,295857,1
492,295855,0
493,295862,1
494,295915,1
495,295915,1
496,295827,0
497,294752,1
498,295823,1
499,295823,1
500,295823,1
501,295821,1
502,295960,0
503,295821,1
504,295821,1
505,295821,1
506,295821,1
507,295821,1
508,295823,1
509,295823,1
510,295826,1
511,295832,1
512,295837,1
513,295883,0
514,295883,0
515,295902,0
516,295956,1
517,295973,0
518,295973,1
519,295973,1
520,295973,1
521,295973,1
522,295973,1
523,296061,1
524,296061,1
525,296083,0
526,296200,1
527,296200,0
528,296326,0
529,296326,1
530,296358,1
531,296358,1
532,296358,1
533,296648,0
534,296672,1
535,296672,1
536,297024,0
537,296758,1
538,296758,1
539,297110,0
540,297110,1
541,297110,1
542,303998,1
543,303998,0
544,303998,1
545,303998,1
546,304020,0
547,304020,1
548,304024,1
549,304040,1
550,304074,1
551,304172,0
552,304172,0
553,304172,1
554,304172,1
555,304237,0
556,304237,0
557,304250,0
558,304258,1
559,304259,0
560,304259,0
561,304266,0
562,304271,1
563,304271,1
564,304271,0
565,304271,0
566,304271,0
567,304278,1
568,304278,0
569,304283,0
570,304283,0
571,304283,1
572,304281,0
573,304281,0
574,304281,0
575,304281,0
576,304247,0
577,304632,0
578,304632,0
579,304861,0
580,304861,0
581,304861,0
582,296346,0
583,310083,1
584,310083,0
585,310083,0
586,310368,0
587,310368,0
588,310370,0
589,310375,0
590,310375,0
591,310375,0
592,304258,0
593,304258,0
594,304258,0
595,310375,0
596,310248,0
597,310248,0
598,310248,0
599,310250,0
600,310278,0
601,310278,0
602,310285,0
603,310285,0
604,310285,0
605,310285,0
606,310461,0
607,310463,0
608,310647,0
609,310659,0
610,310659,0
611,311661,0
612,310853,0
613,310849,0
614,310835,0
615,310849,0
616,310894,0
617,310899,1
618,310899,0
619,310899,0
620,310920,0
621,310997,0
622,310997,0
623,312016,0
624,312016,0
625,312016,0
626,312016,0
627,312021,0
628,312021,0
629,312023,0
630,312023,0
631,312023,0
632,312026,0
633,312042,0
634,310718,0
635,310718,1
636,310720,0
637,310730,0
638,310730,0
639,310724,0
640,310751,0
641,310751,0
642,310791,0
643,310821,0
644,310821,1
645,310821,1
646,310821,1
647,310821,1
648,310821,0
649,310821,1
650,310821,1
651,310821,1
652,310821,0
653,310821,1
654,310821,0
655,310821,0
