tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
741801,43,0,20,3,0,6,667,0,765,765
4458652,0,0,27,1,0,3,18,0,1104,1104
4458737,0,0,0,0,0,1,3,0,1104,1104
4458745,0,0,0,0,0,1,4,0,1104,1104
4481665,140,0,29,0,0,5,300,0,1105,1105
4501600,2,0,0,0,0,1,37,0,1106,1106
4509200,16,0,0,1,0,1,241,0,1106,1106
4509229,7,0,0,0,0,1,21,0,1106,1106
4523424,2,0,0,0,0,1,10,0,1107,1107
4523979,107,0,0,1,1,2,364,0,0,0
4525953,2,0,0,0,0,1,253,0,0,0
4526162,4,0,0,0,0,1,255,0,0,0
4542114,27,0,0,0,0,1,24,0,0,0
4542141,9,0,0,0,0,1,254,0,0,0
4557472,695,0,0,14,0,1,496,0,0,0
4557481,57,0,0,0,2,1,7,0,0,0
4558238,104,0,0,0,0,3,610,0,0,0
4558434,18,0,0,0,0,3,301,0,0,0
4558493,12,0,0,0,0,1,269,0,0,0
4560599,11,0,0,0,0,1,5,0,0,0
4560937,91,0,0,0,0,1,110,0,0,0
4566767,14,0,0,0,0,1,3,0,0,0
4574243,14,0,0,0,0,1,4,0,0,0
4575347,127,0,0,2,0,6,511,0,0,0
4576060,8,0,0,0,0,1,8,0,0,0
4576543,20,0,0,0,0,2,114,0,0,0
4576872,0,1,0,0,0,1,28,0,0,0
4579650,30,0,0,0,0,2,14,0,0,0
4579725,2,0,0,0,0,1,16,0,0,0
4586330,3,0,0,0,0,1,17,0,0,0
4586380,12,0,29,0,0,1,38,0,0,0
4586406,8,0,4,0,0,1,4,0,0,0
4602305,174,0,0,0,1,3,500,0,0,0
4609762,16,0,0,0,0,1,35,0,0,0
4609806,0,0,8,0,0,1,25,0,0,0
4609914,14,0,0,0,0,1,29,0,0,0
4610244,54,0,0,0,0,1,270,0,0,0
4610287,11,0,0,0,0,1,11,0,0,0
4610413,29,0,0,0,0,4,68,0,0,0
4624951,5,0,0,0,0,1,5,0,0,0
4630246,203,0,176,2,0,1,78,0,0,0
4630793,15,0,0,0,0,1,5,0,0,0
4630909,9,0,0,0,0,1,42,0,0,0
4631376,14,0,0,0,0,1,27,0,0,0
4631719,3,0,0,0,0,1,264,0,0,0
4632552,8,0,0,0,0,1,292,0,0,0
4632820,20,0,11,0,1,1,93,0,0,0
4635305,0,0,16,0,1,1,5,0,0,0
4639515,0,0,0,0,0,1,266,0,0,0
4644317,0,0,0,0,0,1,267,0,0,0
4649666,4,0,0,0,0,1,251,0,0,0
4654043,4,0,0,0,0,1,28,0,0,0
4654468,1,0,0,0,0,1,12,0,0,0
4655809,25,0,0,0,0,1,9,0,0,0
4655881,0,0,0,0,0,1,268,0,0,0
4657462,6,0,0,0,0,1,3,0,0,0
4678504,414,0,0,2,1,4,397,0,0,0
4678582,6,0,0,0,0,1,1,0,0,0
4678748,10,0,0,0,0,1,29,0,0,0
4678972,45,0,17,0,0,2,277,0,0,0
4681945,219,0,46,3,0,3,760,0,0,0
4682040,6,0,13,0,0,2,7,0,0,0
4772226,0,0,0,0,0,1,272,0,0,0
4773297,0,0,0,0,0,1,273,0,0,0
4891712,50,0,0,0,0,3,51,0,0,0
4948109,4,0,0,0,0,1,252,0,0,0
4964196,7,0,0,0,0,1,6,0,0,0
4989080,32,0,45,0,0,1,4,0,0,0
4989286,20,0,57,0,0,2,68,0,0,0
4991461,24,0,19,0,0,2,306,0,0,0
4993074,30,0,13,0,0,3,387,0,0,0
4993443,2,0,0,0,0,1,256,0,0,0
4994127,5,0,0,0,0,1,257,0,0,0
5006694,2,0,0,0,0,1,6,0,0,0
5007021,14,0,15,0,0,2,708,0,0,0
5031210,0,0,6,0,0,1,49,0,0,0
5080940,0,0,9,0,0,1,50,0,0,0
5080974,0,0,43,0,0,1,51,0,0,0
5084554,283,0,0,2,1,4,68,0,0,0
5112733,2,0,0,0,0,1,171,0,0,0
5116798,9,0,0,0,0,2,75,0,0,0
5123043,17,0,0,0,0,2,275,0,0,0
5123055,4,0,0,0,0,1,3,0,0,0
5124567,52,0,0,1,1,1,361,0,0,0
5124634,5,0,0,0,0,1,57,0,0,0
5124642,42,0,0,1,1,2,3,0,0,0
5126750,22,0,0,0,0,1,286,0,0,0
5126819,0,0,19,0,0,1,8,0,0,0
5126944,34,0,50,4,0,2,20,0,0,0
5153169,0,0,0,0,0,1,54,0,0,0
5170714,56,0,0,0,0,2,439,0,0,0
5170725,2,0,0,0,0,1,31,0,0,0
5173045,19,0,0,0,0,1,897,0,0,0
5173374,0,0,0,1,1,4,3,0,0,0
5176686,181,0,0,0,0,7,165,0,0,0
5176785,11,0,0,0,0,1,311,0,0,0
5176979,0,0,0,0,0,1,29,0,0,0
5194126,2,0,0,0,0,1,9,0,0,0
5198971,0,0,0,0,0,1,55,0,0,0
5249124,33,0,0,0,0,1,29,0,0,0
5261427,4,0,0,0,0,1,6,0,0,0
5263908,33,0,0,0,0,1,7,0,0,0
5274547,0,0,0,0,0,1,280,0,0,0
5298193,4,0,0,0,0,1,21,0,0,0
5298762,6,0,0,0,0,2,12,0,0,0
5298790,2,0,0,0,0,1,261,0,8,0
5298810,2,0,0,0,0,1,262,0,0,0
5322512,16,0,0,0,0,1,4,0,0,0
5361027,49,0,0,0,0,1,41,0,0,0
5370095,2,0,0,0,0,1,314,0,0,0
5370413,4,0,0,0,0,1,24,0,10,0
5374300,4,0,0,0,0,1,25,0,0,0
5374310,2,0,0,0,0,1,44,0,0,0
5425750,7,0,0,0,0,1,7,0,0,0
5426918,1,0,0,0,0,1,14,0,0,0
5427667,1,0,0,0,0,1,15,0,0,0
5490382,26,0,19,0,0,1,53,0,0,0
5490439,7,0,0,0,0,1,286,0,0,0
5490629,25,0,0,0,0,2,472,0,0,0
5490654,12,0,0,0,0,1,35,0,0,0
5490882,37,0,0,0,0,1,510,0,0,0
5492312,17,2,0,0,0,2,488,0,0,0
5508642,5,0,16,0,0,1,481,0,0,0
5508872,4,0,0,0,0,1,498,0,0,0
5509080,22,0,0,0,0,1,839,0,0,0
5517396,3,0,0,0,0,1,500,0,0,0
5533852,10,0,13,0,0,1,737,0,0,0
5538744,4,0,0,0,0,1,500,0,0,0
5538992,4,0,0,0,0,1,489,0,0,0
5544319,21,0,0,0,0,2,729,0,0,0
5547298,10,0,0,0,0,1,26,0,0,0
5552135,10,0,0,0,0,1,27,0,0,0
5552174,9,0,0,0,0,1,512,0,0,0
5564529,5,0,0,0,0,1,648,0,0,0
5580810,13,0,0,0,0,1,491,0,0,0
5585861,3,0,0,0,0,1,502,0,0,0
5585941,8,0,0,0,0,1,711,0,0,0
5586327,4,0,0,0,0,1,505,0,0,0
5591783,3,0,0,0,0,1,5,0,0,0
5593986,2,0,0,0,0,1,3,0,0,0
5595688,2,0,0,0,0,1,4,0,0,0
5595721,3,0,0,0,0,1,6,0,0,0
5601796,26,0,0,0,0,2,514,0,0,0
5601824,3,0,0,0,0,1,493,0,0,0
5605225,17,0,0,0,0,1,5,0,0,0
5606134,4,0,0,0,0,1,509,0,0,0
5607795,6,0,0,0,0,1,510,0,0,0
5613142,5,0,0,0,0,1,517,0,0,0
5616458,6,0,0,0,0,1,165,0,0,0
5616477,1,0,0,0,0,1,497,0,0,0
5640988,14,0,0,0,0,1,517,0,0,0
5648612,30,0,0,0,0,1,7,0,0,0
5664255,2,0,0,0,0,1,4,0,0,0
5665098,155,0,0,0,1,1,174,0,21,0
5665160,155,0,0,0,1,1,175,0,0,0
5667035,46,0,0,0,0,1,12,0,0,0
5673353,132,0,0,0,1,1,123,0,0,0
5678366,46,0,0,0,0,1,13,0,0,0
5678424,1,0,0,0,0,1,499,0,0,0
5678606,8,0,0,0,0,1,508,0,0,0
5678732,30,0,0,0,0,1,8,0,0,0
5678778,30,0,0,0,0,2,510,0,0,0
5678805,7,0,0,0,0,1,9,0,0,0
5698474,4,0,0,0,0,1,542,0,0,0
5702156,11,0,0,0,0,1,509,0,0,0
5702166,1,0,0,0,0,1,504,0,0,0
5703257,108,0,0,0,0,1,532,0,0,0
5722439,16,0,0,0,0,2,733,0,0,0
5761945,29,0,0,2,0,1,16,0,0,0
5787092,29,0,0,2,0,1,17,0,0,0
5788739,5,0,0,0,0,2,522,0,0,0
5793293,10,0,0,0,0,2,528,0,0,0
5883724,28,0,0,0,0,2,772,0,0,0
5883993,17,0,0,0,0,1,533,0,0,0
5884086,23,0,0,0,0,1,534,0,0,0
5885380,13,0,0,0,0,1,741,0,0,0
5885557,13,0,0,0,0,1,749,0,0,0
5885762,2,0,0,0,0,1,773,0,0,0
5905888,20,2,0,0,0,1,763,0,0,0
5906101,17,0,0,0,0,1,752,0,0,0
5906534,8,0,0,0,0,1,746,0,0,0
5906555,3,0,0,0,0,1,9,0,0,0
5909793,22,0,0,0,0,1,20,0,2,2
5928020,7,0,0,0,0,1,5,0,0,0
5928337,36,0,29,0,0,3,555,0,0,0
5949462,9,0,0,0,0,1,760,0,0,0
5949584,17,0,0,0,0,1,740,0,0,0
5999753,7,0,0,0,0,1,769,0,0,0
5999877,9,0,0,0,0,1,534,0,0,0
5999896,1,0,0,0,0,1,11,0,0,0
6000061,4,0,0,0,0,1,540,0,0,0
6019725,878,0,357,6,6,31,1293,0,0,0
6025500,75,0,0,1,2,3,121,0,0,0
6025603,0,0,4,0,0,1,1,0,0,0
6028804,43,0,0,0,0,2,120,0,0,0
6030640,52,0,23,0,0,1,823,0,0,0
