tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
857070,32883,0,65,71,135,173,4149,0,2760,2760
857094,0,0,0,1,0,1,0,0,2757,2757
857316,0,0,0,1,0,1,0,0,2757,2757
867834,181,0,0,0,0,5,483,0,2762,2762
867988,36,0,0,0,0,1,20,0,2759,2759
870241,27,0,0,1,0,4,419,0,2762,2762
874544,1,0,0,0,0,1,21,0,2762,2762
874648,0,0,0,0,0,1,51,0,2762,2762
876035,4,0,0,0,0,4,184,0,2763,2763
883853,56,0,0,1,0,3,419,0,2764,2764
884739,42,0,0,0,0,2,104,0,2764,2764
911626,492,0,0,1,0,6,586,0,2768,2768
911761,23,0,0,0,0,2,13,0,2768,2768
916754,363,0,0,0,0,1,52,0,2768,2768
918860,98,0,0,0,0,1,161,0,2766,2766
926089,0,0,0,0,0,1,213,0,2767,2767
933175,65,0,0,0,0,3,305,0,2770,2770
933260,33,0,0,0,0,1,60,0,2767,2767
966600,524,0,0,4,2,10,1254,0,2774,2774
969515,119,0,0,2,0,4,91,0,2773,2773
969792,4,0,0,0,0,1,10,0,2773,2773
975762,10,0,0,0,0,1,127,0,2776,2776
975863,0,0,0,0,0,1,77,0,2776,2776
977546,0,0,0,0,0,1,75,0,2777,2777
978331,22,0,6,0,0,4,491,0,2774,2774
978425,0,0,2,2,2,1,465,0,2777,2777
978598,2,0,0,0,0,2,432,0,2774,2774
978620,2,0,0,0,0,2,432,0,2774,2774
978627,2,0,0,0,0,2,432,0,2774,2774
984025,0,0,0,0,0,2,25,0,2777,2777
984239,0,0,0,0,0,2,163,0,2775,2775
985203,0,0,0,0,0,2,94,0,2778,2778
985819,5,0,0,0,0,2,835,0,2775,2775
986590,0,0,0,0,0,1,139,0,2775,2775
1001680,13,0,0,0,0,1,33,0,2777,2777
1003050,30,0,0,0,0,3,111,0,2778,2778
1004181,137,0,0,1,0,2,253,0,2781,2781
1005162,38,0,0,0,0,1,262,0,2781,2781
1013068,256,0,0,1,0,3,1183,0,2781,2781
1021010,13,0,0,0,0,3,885,0,2780,2780
1021521,132,0,2,0,0,1,231,0,2783,2783
1028718,5,0,0,0,0,3,223,0,2784,2784
1028724,5,0,0,0,0,5,330,0,2782,2782
1028801,938,0,0,9,77,1,723,0,2784,2784
1032589,54,0,5,0,2,4,849,0,2784,2784
1032934,262,0,0,0,0,2,305,0,2784,2784
1033134,2,0,0,0,0,4,315,0,2784,2784
1033228,0,0,0,0,0,1,45,0,2781,2781
1051060,6,0,0,0,0,1,1,0,2784,2784
1051176,0,0,0,0,0,1,80,0,2784,2784
1053198,55,0,0,0,0,6,427,0,2788,2788
1053410,28,0,0,0,0,1,18,0,2788,2788
1054892,3,0,0,0,0,1,27,0,2788,2788
1059982,12,0,0,0,0,2,77,0,2785,2785
1061796,649,0,0,4,6,1,237,0,2789,2789
1062533,0,0,0,0,0,1,77,0,2786,2786
1062561,0,0,0,0,0,2,215,0,2789,2789
1062593,0,0,0,0,0,1,221,0,2789,2789
1063776,8,0,0,0,0,3,212,0,2789,2789
1068793,61,0,0,0,0,3,449,0,2789,2789
1070709,2,0,0,0,0,1,839,0,2787,2787
1071031,0,0,0,0,0,1,69,0,2787,2787
1071188,962,0,0,0,0,3,966,0,2790,2790
1077611,2,0,0,0,0,2,45,0,2791,2791
1108812,13,0,0,0,0,1,9,0,2792,2792
1122429,18,0,0,0,0,2,49,0,2793,2793
1130969,0,0,0,0,0,1,78,0,2794,2794
1139341,6,0,0,0,0,1,841,0,2795,2795
1140859,422,0,0,0,0,7,843,0,2789,2789
1144836,41,0,0,0,0,1,278,0,1123,1123
1145180,2,0,0,0,0,1,34,0,2800,2800
1145437,2,0,0,0,0,1,164,0,2800,2800
1152886,53,0,0,0,0,1,75,0,1124,1124
1186930,79,0,0,1,0,5,211,0,2802,2802
1192941,92,0,0,0,0,1,139,0,2802,2802
1195589,262,0,0,0,0,7,695,0,2806,2806
1215957,631,0,2,1,1,3,887,0,2809,2809
1220726,0,0,0,0,0,1,16,0,2809,2809
1221331,77,0,0,0,0,1,469,0,2809,2809
1241186,548,0,0,7,0,5,1041,0,2812,2812
1248606,371,0,0,0,1,1,1062,0,2810,2810
1251389,3338,0,70,10,19,2,806,0,2813,2813
1255273,281,0,0,0,0,1,21,0,2814,2814
1268396,121,0,12,0,0,4,302,0,2815,2815
1272574,165,0,0,0,0,3,543,0,2816,2816
1278882,49,0,0,0,0,2,3,0,2813,2813
1280945,8,0,0,0,0,1,133,0,2817,2817
1287248,6,0,0,0,0,3,875,0,2814,2814
1301291,236,0,0,0,0,3,492,0,2819,2819
1307655,92,0,0,1,0,1,61,0,2819,2819
1310056,410,0,0,0,0,4,218,0,2817,2817
1310605,0,0,0,0,0,1,33,0,2817,2817
1331008,1802,0,0,4,2,12,2197,0,2817,2817
1332228,482,0,0,1,1,1,119,0,2823,2823
1333322,6,0,0,0,0,1,19,0,2823,2823
1340793,0,0,0,0,0,2,101,0,2824,2824
1348407,33,0,0,0,0,2,13,0,2824,2824
1351673,17,0,0,0,0,1,7,0,2821,2821
1353746,546,0,210,8,0,2,488,0,1148,1148
1359037,1,0,0,0,0,1,1,0,1149,1149
1361825,8,0,0,0,0,1,1,0,2826,2826
1369031,68,0,0,0,0,2,158,0,2826,2826
1369360,53,0,0,3,0,1,660,0,2823,2823
1369395,0,0,0,1,0,1,0,0,2823,2823
1369436,4,0,0,0,0,2,37,0,2822,2822
1371968,0,0,0,2,0,1,1,0,2824,2824
1372784,675,0,3,1,1,11,1247,0,2825,2825
1374203,13,0,0,0,0,1,2,0,1151,1151
1378627,2,0,0,0,0,1,8,0,2825,2825
1378643,0,0,0,0,0,1,2,0,2825,2825
1381630,4,0,0,0,0,1,3,0,1152,1152
1383114,14,0,0,1,0,1,65,0,1152,1152
1383644,4,0,0,0,0,1,9,0,1152,1152
1391326,145,0,0,0,0,3,15,0,2829,2829
1392696,49,0,0,1,0,3,96,0,2826,2826
1394648,0,0,0,0,0,1,80,0,2827,2827
1394883,4,0,0,0,0,1,5,0,2827,2827
1395075,711,0,0,3,2,5,532,0,2830,2830
1397151,3,0,0,0,0,1,9,0,2830,2830
1401702,47,0,0,0,0,1,11,0,2827,2827
1402306,6,0,0,0,0,1,38,0,2830,2830
1405936,1,0,0,0,0,1,123,0,2827,2827
1406826,0,0,0,0,0,2,433,0,2831,2831
1407535,0,0,0,0,0,1,435,0,2831,2831
1407729,0,0,0,0,0,1,436,0,2831,2831
1408282,19,0,0,0,0,1,9,0,2831,2831
1413342,0,0,0,0,0,1,437,0,2831,2831
1413374,0,0,0,0,0,1,438,0,2831,2831
1416626,17,0,0,0,0,4,361,0,2832,2832
1416729,0,0,0,0,0,1,47,0,2832,2832
1416818,0,0,0,0,0,1,5,0,2832,2832
1418012,24,0,0,0,0,1,94,0,2829,2829
1425553,1,0,0,0,0,2,240,0,2829,2829
1428885,55,0,0,0,0,4,254,0,2833,2833
1428973,12,0,0,0,0,1,30,0,2833,2833
1443918,20,0,0,0,0,1,10,0,1158,1158
1462490,24,0,0,0,0,1,2,0,2837,2837
1463535,58,0,0,0,0,1,18,0,1160,1160
1478253,3043,0,4,12,7,26,1897,0,1162,1162
1481466,43,0,0,0,0,1,45,0,2838,2838
1482796,41,0,0,0,0,1,206,0,2839,2839
1483683,25,0,0,0,0,2,44,0,2839,2839
