tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
8068919,2,0,41,1,0,2,23,0,1,0
8101978,9,0,262,1,0,1,140,2,0,1487.0
8104535,0,0,4,0,0,1,18,2,0,1487.0
8105096,2,0,12,0,0,1,29,1,1316,1658.0
8175780,274,0,62,2,0,1,51,1,1658,1316.0
8175938,2,0,2,0,0,1,10,2,-60,1487.0
8176141,37,0,0,0,1,1,10,1,1658,1316.0
8202621,2,0,3,0,0,1,5,1,1658,1316.0
8202898,170,0,176,1,0,1,38,1,1658,1316.0
8203200,6,0,55,0,0,2,14,2,-12,1487.0
8205514,70,0,140,2,0,3,0,2,0,1487.0
8206054,6,0,9,0,0,1,14,2,1457,1487.0
8206695,54,0,29,0,0,8,4,1,1658,1316.0
8207336,119,0,602,0,0,11,18,2,157,1487.0
8209393,23,0,31,2,0,4,25,1,1658,1316.0
8209852,2,0,2,0,0,1,6,2,143,1487.0
8211263,55,0,9,0,0,1,3,1,1658,1316.0
8212065,0,0,23,0,0,2,4,2,0,1487.0
8212382,123,0,50,0,0,2,12,1,1658,1316.0
8214902,0,0,8,0,0,1,5,1,1316,1658.0
8244033,25,0,35,0,0,1,19,1,1316,1658.0
8247445,0,0,174,1,0,1,1,1,1316,1658.0
8247909,0,0,238,0,0,1,2,1,1316,1658.0
8254493,376,0,339,4,0,26,34,2,294,1487.0
8254936,271,0,248,3,1,9,53,2,294,1487.0
8255297,31,0,56,0,0,1,66,2,511,1487.0
8255681,0,0,14,0,0,1,5,2,0,1487.0
8257935,26,0,40,0,0,1,3,2,0,1487.0
8288267,0,0,1,0,0,1,5,1,1658,1316.0
8294830,96,0,1309,1,0,1,23,1,1316,1658.0
8295668,141,0,0,1,0,1,12,2,0,1487.0
8300512,6,0,12,0,0,1,45,2,-168,1487.0
8324827,9,0,0,0,0,1,11,0,0,0
8325186,3,0,0,0,0,1,5,0,0,0
8325337,2,0,24,0,0,1,24,0,0,0
8325642,2,0,0,0,0,1,8,0,-97,-97
8325655,16,0,0,0,0,1,201,0,-97,-97
8393121,0,0,71,0,0,1,13,0,0,0
8432882,2,0,0,0,0,1,21,0,1733,1733
8478800,179,0,294,1,0,1,193,0,1392,1392
8479201,2,0,0,0,0,1,14,0,0,0
8490473,0,0,0,0,0,1,13,0,1393,1393
8552126,2,0,53,0,0,1,8,0,0,0
8666302,37,0,383,0,0,1,51,0,-87,-87
8681420,12,0,66,0,0,1,107,0,1399,1399
8705914,0,0,6,0,0,1,20,0,1399,1399
8713992,1,0,2,0,0,1,16,0,-85,-85
8714579,2,0,0,0,0,2,19,0,0,0
8783140,40,0,0,0,0,1,104,0,1401,1401
8860866,2,0,0,0,0,1,67,0,0,0
8942503,13,0,9,0,0,1,5,0,1406,1406
8942779,2,0,0,0,0,1,6,0,1399,0
8946778,7,0,51,0,0,1,14,0,1406,0
8952810,2,0,0,0,0,2,21,0,0,0
8973925,0,0,0,0,0,1,6,0,0,0
8980055,5,0,0,0,0,1,14,0,0,0
8980473,4,0,14,0,0,1,48,0,1407,1407
8982122,24,0,0,0,0,1,13,0,1407,1407
9003042,9,0,2,0,0,1,16,0,0,0
9144543,2,0,0,0,0,1,24,3,1394,-351.3333333333333
9203576,1,0,0,0,0,1,9,3,0,-351.3333333333333
9205026,124,0,31,0,0,1,109,3,0,-351.3333333333333
9399846,189,0,508,4,0,1,73,1,0,0.0
9405826,181,0,351,3,0,1,111,0,0,0
9525388,6,0,28,0,0,2,60,0,1764,1764
9749318,0,0,30,0,0,1,3,0,0,0
9782149,106,0,485,41,0,1,106,0,1429,1429
9790925,44,0,309,0,0,1,18,0,1429,1429
9887978,225,0,179,3,0,1,69,0,0,0
10385903,5,0,0,0,0,1,2,3,1782,90.33333333333333
10395701,16,0,139,1,0,1,57,0,0,0
10406715,187,0,415,11,0,1,70,0,0,0
10731677,2,0,0,0,0,1,49,0,98,98
10964774,18,0,228,1,0,1,72,0,0,0
10976843,0,0,1,0,0,1,18,0,0,0
11257275,184,0,59,0,0,1,144,0,0,0
11342912,401,0,194,1,0,18,136,0,0,0
11426010,154,0,138,0,0,1,252,0,0,0
11443259,18,0,112,0,0,1,245,0,0,0
11443342,46,0,9,0,0,1,146,0,0,0
11448555,14,0,18,0,0,2,96,0,0,0
11477301,2,0,0,0,0,1,38,0,0,0
11477663,23,0,4,0,0,1,51,0,1401,1401
11478624,23,0,79,0,0,1,44,0,1817,1817
11617073,0,0,0,0,0,1,3,0,-6,-6
11696076,2,0,0,0,0,1,18,0,1823,1823
11752346,18,0,50,0,0,3,11,0,31,31
11755892,0,0,31,0,0,1,15,0,-2,-2
11787298,18,0,0,0,0,2,39,0,0,0
11790796,0,0,22,0,0,1,32,0,-2,-2
11794826,4,0,18,0,0,1,6,0,102,102
11800599,0,0,4,0,0,1,5,0,-1,-1
11833868,1617,0,846,0,0,3,683,0,1826,1826
11839447,2,0,0,0,0,1,26,0,-1,-1
11839709,0,0,0,0,0,1,3,0,0,0
11840343,0,0,52,0,0,1,25,0,0,0
11841941,0,0,2,0,0,1,3,0,0,0
11842278,0,0,2,0,0,1,5,0,0,0
11846079,8,0,0,0,0,1,23,0,0,0
11853794,2,0,0,0,0,1,28,0,0,0
11982903,0,0,0,0,0,1,12,4,-57,-508.5
11983965,67,0,0,1,0,1,213,4,-57,-508.5
12024565,7,0,119,1,0,1,69,0,0,0
12110254,29,0,89,0,0,1,43,0,0,0
12111308,92,0,260,2,0,1,205,0,0,0
12140506,21,0,0,0,0,1,25,0,0,0
12141673,122,0,129,0,0,26,139,0,1739,1739
12148630,33,0,110,2,0,1,72,0,0,0
12171080,43,0,0,1,0,1,20,0,0,0
12295898,1340,0,150,6,0,1,81,0,1496,0
12343724,4,0,0,0,0,1,6,0,1839,1839
12345053,2,0,0,0,0,1,4,0,1839,1839
12383805,119,0,849,3,0,25,95,0,0,0
12390611,76,0,0,0,0,1,38,0,0,0
12395686,89,0,67,0,0,1,145,0,0,0
12431658,113,0,167,0,0,1,85,2,0,-454.0
12437097,432,0,130,4,1,1,216,0,0,0
12440302,6,0,43,0,0,1,42,0,0,0
12441905,93,0,331,1,0,1,85,0,0,0
12446298,2,0,0,0,0,1,9,0,225,225
12531946,56,0,0,0,0,1,38,0,0,0
12537579,2,0,0,0,0,1,11,0,228,228
12593016,0,0,0,1,0,1,0,0,229,229
12594170,47,0,27,1,0,1,20,0,412,412
12598914,20,0,0,0,0,1,79,0,0,0
12598934,10,0,0,0,0,1,28,0,0,0
12601575,100,0,69,0,0,1,162,0,0,0
12628398,243,0,74,2,0,1,33,0,0,0
