tr_build_id,patch_size,num_of_comments,test_file_changes,files_added,files_deleted,num_commits,frequency_file_change,num_of_reviewers,developer_experience,reviewer_experience
2407430,4998,0,380,304,21,44,716,0,122,122
2407644,1002,0,0,0,10,1,178,0,122,122
2408288,8,0,2,0,0,1,200,0,122,122
2410100,8,0,2,0,0,1,201,0,122,122
2421836,903,0,0,1,4,2,228,0,123,123
2425458,54,0,17,1,1,1,197,0,123,123
2440579,11,0,0,0,0,1,67,0,124,124
2440722,37,0,0,0,0,1,228,0,124,124
2446904,2,0,13,1,0,1,32,0,124,124
2454999,2,0,0,0,0,1,73,0,125,125
2469558,19,0,4,0,0,2,190,0,127,127
2469707,48,0,0,0,0,1,110,0,127,127
2476714,216,0,24,0,0,1,241,0,127,127
2476721,2,0,0,0,0,1,16,0,127,127
2477601,2,0,0,0,0,1,59,0,128,128
2478952,10,0,0,0,0,1,188,0,128,128
2480776,728,0,4,3,6,1,283,0,128,128
2480919,2,0,0,0,0,1,189,0,128,128
2489406,19,0,0,0,1,1,76,0,128,128
2489465,0,0,0,1,0,1,26,0,128,128
2489545,13,0,0,1,0,1,175,0,128,128
2489605,2,0,0,0,0,1,17,0,128,128
2490312,26,0,57,1,0,1,80,0,128,128
2490516,6,0,0,0,0,1,190,0,128,128
2490575,18,0,0,0,0,2,296,0,128,128
2490893,176,0,23,1,4,1,318,0,129,129
2504866,20,0,0,1,0,1,28,0,130,130
2505610,2447,0,2,0,0,2,316,0,130,130
2517096,6,0,0,0,0,1,47,0,131,131
2517380,68,0,2,0,0,1,231,0,131,131
2517750,157,0,0,2,0,2,318,0,131,131
2517962,28,0,13,1,0,1,173,0,131,131
2523877,27,0,0,0,0,1,104,0,132,132
2524315,4,0,0,0,0,1,20,0,132,132
2524321,0,0,0,0,0,1,22,0,132,132
2524364,16,0,0,0,0,1,247,0,132,132
2524398,14,0,0,0,0,1,242,0,132,132
2524479,15,0,0,0,0,1,32,0,132,132
2525609,26,0,13,2,0,2,235,0,132,132
2525657,4,0,0,0,0,1,120,0,132,132
2525666,2,0,0,0,0,1,70,0,132,132
2525690,2,0,0,0,0,1,71,0,132,132
2526220,0,0,32,1,0,1,0,0,132,132
2529142,13,0,8,0,0,1,73,0,132,132
2529173,0,0,22,1,0,1,0,0,132,132
2529219,2,0,13,1,0,1,73,0,132,132
2529256,0,0,28,0,0,1,1,0,132,132
2529280,0,0,16,1,0,1,0,0,132,132
2529356,2,0,35,2,0,1,83,0,132,132
2532512,99,0,286,15,0,2,75,0,133,133
2532639,5,0,93,6,0,1,73,0,133,133
2532666,0,0,23,1,0,1,1,0,133,133
2532794,2,0,106,8,0,1,82,0,133,133
2532861,2,0,0,0,0,1,18,0,133,133
2533763,2,0,0,0,0,1,78,0,85,85
2536439,2,0,0,0,0,1,79,0,133,133
2536566,40,0,0,0,0,1,246,0,134,134
2536587,8,0,0,0,0,1,196,0,134,134
2536593,3,0,0,0,0,1,197,0,134,134
2537483,6,0,0,0,0,1,73,0,134,134
2537575,34,0,0,0,0,1,76,0,134,134
2539001,11,0,5,1,0,1,24,0,134,134
2539227,3,0,0,0,0,1,198,0,134,134
2539388,16,0,0,0,0,2,202,0,134,134
2539542,18,0,0,0,0,1,210,0,134,134
2539664,2,0,0,0,0,1,179,0,134,134
2593488,47,0,68,1,0,4,201,0,90,0
2605539,45,0,68,1,0,1,205,0,139,139
2605598,566,0,0,2,0,1,272,0,140,140
2614095,131,0,0,2,0,1,366,0,141,141
2614193,2,0,0,0,0,1,38,0,141,141
2614389,24,0,0,1,0,1,0,0,141,141
2614870,0,0,36,1,0,1,0,0,141,141
2614888,2,0,19,1,0,1,39,0,141,141
2615166,0,0,431,36,0,1,0,0,141,141
2615873,2,0,145,70,11,1,193,0,141,141
2615897,0,0,17,0,1,1,1,0,141,141
2615961,23,0,0,0,0,1,106,0,141,141
2616104,693,0,0,0,4,1,277,0,141,141
