,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful
0,54731125,SonarSource/sonarqube,0.0,,,java,,master,1.0,a056b278e321bac091ea3d5fe1f21ad75854e273,merge_found,,,2015-03-17 15:02:55,21,a056b278e321bac091ea3d5fe1f21ad75854e273#15ee51ac0e150a93e1ef779859f225cd1c30938f#083b9e143663fefdcf9ad0f71457bbbe70d60174#12f6213141fbd03c9de2d2d377394299f39873bb#194cac3982b108e718b204f2a3645ea7b1794205#1ba8493639f34fb68876004d85ece836e6ab33c4#ffcece8c7b623560d59410a07421a620edd3a1b9#874614a2c6ba28185879abc248748ae087a23b46#7485c34dead228336791067e3a6b03cbb3dcaaa2#8f99dd245c257c72b351625e9fa34dd7375fe5ef#c8be82a605f1507d28d7693f5ef6a82af6201101#cb1993913dea86f7584e57391b5a3b41e40dc267#707572f2a6702c04d4941d2cb41382ef9853284d#7f32a128f3997c0fe8fa32b3462129faace2c154,14,a056b278e321bac091ea3d5fe1f21ad75854e273,,a056b278e321bac091ea3d5fe1f21ad75854e273,,0,,4112,870,41,5,84,0,0,81,4,37,1367,139469,749.829711262001,44.8343359456223,120.14139342793,1.0,,2015-03-17 15:03:10,2015-03-17 15:04:32,failed,255,"[54731126, 54731127]",1,54731127,java,broken,3,java-ant,,0.0,,,,,,,,90.0,0
100,56898571,SonarSource/sonarqube,0.0,,,java,,master,1.0,f0e62de4662fce77f99d1bb7853ae30e54888e86,build_found,276f7dae840c43cbc217fb3589c4ad261b22f9cf,56895256.0,2015-04-02 15:21:02,23,f0e62de4662fce77f99d1bb7853ae30e54888e86,1,f0e62de4662fce77f99d1bb7853ae30e54888e86,,f0e62de4662fce77f99d1bb7853ae30e54888e86,,0,,4,0,0,0,2,0,0,2,0,0,7,150981,713.401023969903,42.1907392320888,113.974606076261,1.0,,2015-04-02 15:23:07,2015-04-02 16:36:38,passed,918,[56898572],422,56898572,java,ok,3,java-ant,,0.0,,,,,,,,779.0,0
101,56947282,SonarSource/sonarqube,0.0,,,java,,master,2.0,8d7714f2abe47918e4ed330073c369df37ef2ec9#d64cb3226c1a8aefbdc9a426b1615eda911e44fc,build_found,f0e62de4662fce77f99d1bb7853ae30e54888e86,56936197.0,2015-04-02 20:46:54,23,d64cb3226c1a8aefbdc9a426b1615eda911e44fc#8d7714f2abe47918e4ed330073c369df37ef2ec9,2,d64cb3226c1a8aefbdc9a426b1615eda911e44fc,,d64cb3226c1a8aefbdc9a426b1615eda911e44fc,,0,,0,0,0,0,2,0,0,0,0,2,663,150981,713.401023969903,42.1907392320888,113.974606076261,1.0,,2015-04-02 20:47:31,2015-04-02 20:48:38,failed,192,[56947283],431,56947283,java,broken,3,java-ant,,0.0,,,,,,,,68.0,0
102,56948523,SonarSource/sonarqube,0.0,,,java,,master,1.0,701e1d3214f3b3d012785e59b22a24f86774659b,build_found,d64cb3226c1a8aefbdc9a426b1615eda911e44fc,56947282.0,2015-04-02 20:56:36,23,701e1d3214f3b3d012785e59b22a24f86774659b,1,701e1d3214f3b3d012785e59b22a24f86774659b,,701e1d3214f3b3d012785e59b22a24f86774659b,,0,,0,0,0,0,1,0,0,0,0,1,5,150981,713.401023969903,42.1907392320888,113.974606076261,1.0,,2015-04-02 20:56:42,2015-04-02 20:57:56,passed,865,[56948524],432,56948524,java,ok,3,java-ant,,0.0,,,,,,,,750.0,0
103,57001103,SonarSource/sonarqube,0.0,,,java,,master,1.0,de2529f3d48fabe51c469da08035595c3b907b45,build_found,701e1d3214f3b3d012785e59b22a24f86774659b,56999938.0,2015-04-03 07:07:46,23,de2529f3d48fabe51c469da08035595c3b907b45,1,de2529f3d48fabe51c469da08035595c3b907b45,,de2529f3d48fabe51c469da08035595c3b907b45,,0,,9,0,0,0,1,0,0,1,0,0,6,150988,713.367949770843,42.1887832145601,113.96932206533,1.0,,2015-04-03 07:10:59,2015-04-03 07:11:40,passed,852,[57001104],437,57001104,java,ok,3,java-ant,,0.0,,,,,,,,746.0,0
104,57001737,SonarSource/sonarqube,0.0,,,java,,master,1.0,ff8100df10e8dd17e32c8f3771a53f6b96448589,build_found,de2529f3d48fabe51c469da08035595c3b907b45,57001103.0,2015-04-02 10:37:15,23,ff8100df10e8dd17e32c8f3771a53f6b96448589,1,ff8100df10e8dd17e32c8f3771a53f6b96448589,,ff8100df10e8dd17e32c8f3771a53f6b96448589,,0,,65,0,1,0,7,0,0,8,0,0,42,150988,713.367949770843,42.1887832145601,113.96932206533,1.0,,2015-04-03 07:21:17,2015-04-03 07:21:55,passed,819,[57001738],439,57001738,java,ok,3,java-ant,,0.0,,,,,,,,714.0,0
105,57002417,SonarSource/sonarqube,0.0,,,java,,master,1.0,c918b907350f1da347ff3964a1e65c6d5499dd86,build_found,ff8100df10e8dd17e32c8f3771a53f6b96448589,57001737.0,2015-04-03 07:25:42,23,c918b907350f1da347ff3964a1e65c6d5499dd86,1,c918b907350f1da347ff3964a1e65c6d5499dd86,,c918b907350f1da347ff3964a1e65c6d5499dd86,,0,,68,0,1,0,6,0,0,7,0,0,9,150982,713.396298896557,42.1904597899087,113.973851187559,1.0,,2015-04-03 07:31:26,2015-04-03 07:31:59,passed,836,[57002418],441,57002418,java,ok,3,java-ant,,0.0,,,,,,,,738.0,0
106,57002810,SonarSource/sonarqube,0.0,,,java,,master,1.0,8688a3671e2df6de78d99bce5744c0be9129e556,build_found,c918b907350f1da347ff3964a1e65c6d5499dd86,57002417.0,2015-04-03 07:32:59,23,8688a3671e2df6de78d99bce5744c0be9129e556,1,8688a3671e2df6de78d99bce5744c0be9129e556,,8688a3671e2df6de78d99bce5744c0be9129e556,,0,,106,0,0,0,28,0,0,28,0,0,242,150940,713.594805883132,42.2021995494899,114.005565125215,1.0,,2015-04-03 07:37:06,2015-04-03 07:37:50,passed,811,[57002811],442,57002811,java,ok,3,java-ant,,0.0,,,,,,,,704.0,0
107,57005798,SonarSource/sonarqube,0.0,,,java,,master,3.0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a#ed83989e3db85e6546df02b8ac9670401d7e24e5#5da80c81406bda003908c9ab3e02b066cbc6abb5,merge_found,,,2015-04-02 08:09:45,23,5da80c81406bda003908c9ab3e02b066cbc6abb5,1,5da80c81406bda003908c9ab3e02b066cbc6abb5,,5da80c81406bda003908c9ab3e02b066cbc6abb5,,0,,0,0,0,0,0,0,0,0,0,0,0,150940,713.594805883132,42.2021995494899,114.005565125215,1.0,,2015-04-03 08:14:29,2015-04-03 08:14:51,passed,814,[57005799],443,57005799,java,ok,3,java-ant,,0.0,,,,,,,,709.0,0
108,57007245,SonarSource/sonarqube,0.0,,,java,,master,1.0,4ba8d553f180183c19afbc37c13ccc9261a1802d,build_found,5da80c81406bda003908c9ab3e02b066cbc6abb5,57005798.0,2015-04-03 08:30:32,23,4ba8d553f180183c19afbc37c13ccc9261a1802d,1,4ba8d553f180183c19afbc37c13ccc9261a1802d,,4ba8d553f180183c19afbc37c13ccc9261a1802d,,0,,3,0,0,0,1,0,0,1,0,0,10,150940,713.594805883132,42.2021995494899,114.005565125215,1.0,,2015-04-03 08:33:53,2015-04-03 08:34:14,passed,855,[57007246],444,57007246,java,ok,3,java-ant,,0.0,,,,,,,,751.0,0
