,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays
0,cloud_controller_ng.csv,ml,NOBATCH,1,78.2608695652174,0.0,0
1,cloud_controller_ng.csv,ml,NOBATCH,2,42.6877470355731,108.0,0
2,cloud_controller_ng.csv,ml,NOBATCH,4,22.5296442687747,342.0,9
3,cloud_controller_ng.csv,ml,NOBATCH,6,15.8102766798419,600.0,1
4,cloud_controller_ng.csv,ml,NOBATCH,8,12.2529644268775,868.0,0
5,cloud_controller_ng.csv,ml,NOBATCH,16,5.92885375494071,1800.0,9
6,cloud_controller_ng.csv,ml,NOBATCH,32,3.16205533596838,3968.0,0
7,cloud_controller_ng.csv,ml,BATCH4,4,65.2173913043478,342.0,9
8,cloud_controller_ng.csv,ml,BATCHSTOP4,4,65.2173913043478,342.0,9
9,cloud_controller_ng.csv,ml,BATCHSTOP4,6,84.9802371541502,615.0,2
10,cloud_controller_ng.csv,ml,BATCHSTOP4,8,75.4940711462451,868.0,3
11,cloud_controller_ng.csv,ml,BATCHSTOP4,16,79.0513833992095,1920.0,3
12,cloud_controller_ng.csv,ml,BATCHSTOP4,32,87.7470355731225,3968.0,0
13,cloud_controller_ng.csv,ml,BATCHBISECT,1,65.6126482213439,0.0,29
14,cloud_controller_ng.csv,ml,BATCHBISECT,2,57.3122529644269,97.0,22
15,cloud_controller_ng.csv,ml,BATCHBISECT,4,66.798418972332,342.0,9
16,cloud_controller_ng.csv,ml,BATCHBISECT,6,79.4466403162055,615.0,2
17,cloud_controller_ng.csv,ml,BATCHBISECT,8,77.0750988142293,868.0,3
18,cloud_controller_ng.csv,ml,BATCHBISECT,16,80.6324110671937,1920.0,3
19,cloud_controller_ng.csv,ml,BATCHBISECT,32,88.5375494071146,3968.0,0
20,cloudify.csv,ml,NOBATCH,1,43.8524590163934,0.0,2
21,cloudify.csv,ml,NOBATCH,2,30.5327868852459,149.0,3
22,cloudify.csv,ml,NOBATCH,4,18.4426229508197,540.0,10
23,cloudify.csv,ml,NOBATCH,6,12.9098360655738,945.0,4
24,cloudify.csv,ml,NOBATCH,8,10.2459016393443,1400.0,8
25,cloudify.csv,ml,NOBATCH,16,5.73770491803279,3360.0,0
26,cloudify.csv,ml,NOBATCH,32,3.07377049180328,7440.0,0
27,cloudify.csv,ml,BATCH4,4,29.9180327868852,540.0,10
28,cloudify.csv,ml,BATCHSTOP4,4,29.9180327868852,540.0,10
29,cloudify.csv,ml,BATCHSTOP4,6,31.1475409836066,960.0,2
30,cloudify.csv,ml,BATCHSTOP4,8,30.327868852459,1456.0,0
31,cloudify.csv,ml,BATCHSTOP4,16,28.0737704918033,3480.0,0
32,cloudify.csv,ml,BATCHSTOP4,32,28.8934426229508,7440.0,0
33,cloudify.csv,ml,BATCHBISECT,1,38.9344262295082,0.0,24
34,cloudify.csv,ml,BATCHBISECT,2,36.0655737704918,146.0,6
35,cloudify.csv,ml,BATCHBISECT,4,29.9180327868852,540.0,10
36,cloudify.csv,ml,BATCHBISECT,6,27.4590163934426,960.0,2
37,cloudify.csv,ml,BATCHBISECT,8,31.1475409836066,1456.0,0
38,cloudify.csv,ml,BATCHBISECT,16,29.3032786885246,3480.0,0
39,cloudify.csv,ml,BATCHBISECT,32,30.1229508196721,7440.0,0
40,concerto.csv,ml,NOBATCH,1,53.79310344827590,0.0,4
41,concerto.csv,ml,NOBATCH,2,33.7931034482759,98.0,1
42,concerto.csv,ml,NOBATCH,4,20.3448275862069,354.0,2
43,concerto.csv,ml,NOBATCH,6,14.8275862068966,645.0,5
44,concerto.csv,ml,NOBATCH,8,11.7241379310345,952.0,0
45,concerto.csv,ml,NOBATCH,16,6.20689655172414,2160.0,3
46,concerto.csv,ml,NOBATCH,32,3.10344827586207,4464.0,0
47,concerto.csv,ml,BATCH4,4,36.8965517241379,354.0,2
48,concerto.csv,ml,BATCHSTOP4,4,36.8965517241379,354.0,2
49,concerto.csv,ml,BATCHSTOP4,6,36.8965517241379,645.0,5
50,concerto.csv,ml,BATCHSTOP4,8,39.3103448275862,952.0,1
51,concerto.csv,ml,BATCHSTOP4,16,38.6206896551724,2160.0,0
52,concerto.csv,ml,BATCHSTOP4,32,40.6896551724138,4960.0,0
53,concerto.csv,ml,BATCHBISECT,1,48.2758620689655,0.0,16
54,concerto.csv,ml,BATCHBISECT,2,38.9655172413793,93.0,7
55,concerto.csv,ml,BATCHBISECT,4,37.5862068965517,354.0,2
56,concerto.csv,ml,BATCHBISECT,6,34.8275862068966,645.0,5
57,concerto.csv,ml,BATCHBISECT,8,39.3103448275862,952.0,1
58,concerto.csv,ml,BATCHBISECT,16,40.0,2160.0,0
59,concerto.csv,ml,BATCHBISECT,32,42.0689655172414,4960.0,0
60,fog.csv,ml,NOBATCH,1,85.1851851851852,0.0,1
61,fog.csv,ml,NOBATCH,2,44.4444444444444,156.0,2
62,fog.csv,ml,NOBATCH,4,23.9316239316239,504.0,3
63,fog.csv,ml,NOBATCH,6,15.954415954416,840.0,1
64,fog.csv,ml,NOBATCH,8,12.2507122507123,1204.0,1
65,fog.csv,ml,NOBATCH,16,6.26780626780627,2640.0,1
66,fog.csv,ml,NOBATCH,32,3.13390313390313,5456.0,1
67,fog.csv,ml,BATCH4,4,67.2364672364672,504.0,3
68,fog.csv,ml,BATCHSTOP4,4,67.2364672364672,504.0,3
69,fog.csv,ml,BATCHSTOP4,6,85.4700854700855,840.0,2
70,fog.csv,ml,BATCHSTOP4,8,73.2193732193732,1204.0,1
71,fog.csv,ml,BATCHSTOP4,16,80.3418803418803,2640.0,1
72,fog.csv,ml,BATCHSTOP4,32,81.7663817663818,5456.0,1
73,fog.csv,ml,BATCHBISECT,1,75.7834757834758,0.0,17
74,fog.csv,ml,BATCHBISECT,2,68.3760683760684,152.0,6
75,fog.csv,ml,BATCHBISECT,4,71.7948717948718,504.0,3
76,fog.csv,ml,BATCHBISECT,6,79.7720797720798,840.0,2
77,fog.csv,ml,BATCHBISECT,8,78.3475783475784,1204.0,1
78,fog.csv,ml,BATCHBISECT,16,83.1908831908832,2640.0,1
79,fog.csv,ml,BATCHBISECT,32,85.1851851851852,5456.0,1
80,geoserver.csv,ml,NOBATCH,1,85.7142857142857,0.0,3
81,geoserver.csv,ml,NOBATCH,2,44.6428571428571,75.0,3
82,geoserver.csv,ml,NOBATCH,4,25.0,252.0,0
83,geoserver.csv,ml,NOBATCH,6,16.6666666666667,420.0,0
84,geoserver.csv,ml,NOBATCH,8,12.5,588.0,1
85,geoserver.csv,ml,NOBATCH,16,6.547619047619050,1320.0,0
86,geoserver.csv,ml,NOBATCH,32,3.57142857142857,2976.0,0
87,geoserver.csv,ml,BATCH4,4,98.8095238095238,252.0,0
88,geoserver.csv,ml,BATCHSTOP4,4,98.8095238095238,252.0,0
89,geoserver.csv,ml,BATCHSTOP4,6,128.571428571429,420.0,0
90,geoserver.csv,ml,BATCHSTOP4,8,111.309523809524,588.0,0
91,geoserver.csv,ml,BATCHSTOP4,16,117.261904761905,1320.0,0
92,geoserver.csv,ml,BATCHSTOP4,32,120.238095238095,2976.0,0
93,geoserver.csv,ml,BATCHBISECT,1,69.0476190476191,0.0,20
94,geoserver.csv,ml,BATCHBISECT,2,83.9285714285714,73.0,6
95,geoserver.csv,ml,BATCHBISECT,4,109.52380952381,252.0,0
96,geoserver.csv,ml,BATCHBISECT,6,119.047619047619,420.0,0
97,geoserver.csv,ml,BATCHBISECT,8,122.02380952381,588.0,0
98,geoserver.csv,ml,BATCHBISECT,16,127.97619047619,1320.0,0
99,geoserver.csv,ml,BATCHBISECT,32,130.952380952381,2976.0,0
100,gradle.csv,ml,NOBATCH,1,48.114901256732500,0.0,7
101,gradle.csv,ml,NOBATCH,2,31.9569120287253,178.0,16
102,gradle.csv,ml,NOBATCH,4,19.2100538599641,642.0,19
103,gradle.csv,ml,NOBATCH,6,13.6445242369838,1140.0,12
104,gradle.csv,ml,NOBATCH,8,10.951526032316,1708.0,10
105,gradle.csv,ml,NOBATCH,16,6.10412926391382,4080.0,4
106,gradle.csv,ml,NOBATCH,32,3.05206463195691,8432.0,0
107,gradle.csv,ml,BATCH4,4,29.2639138240575,642.0,19
108,gradle.csv,ml,BATCHSTOP4,4,29.2639138240575,642.0,19
109,gradle.csv,ml,BATCHSTOP4,6,30.3411131059246,1155.0,14
110,gradle.csv,ml,BATCHSTOP4,8,30.7001795332136,1764.0,4
111,gradle.csv,ml,BATCHSTOP4,16,31.9569120287253,4080.0,4
112,gradle.csv,ml,BATCHSTOP4,32,34.1113105924596,8928.0,0
113,gradle.csv,ml,BATCHBISECT,1,43.2675044883303,0.0,23
114,gradle.csv,ml,BATCHBISECT,2,35.7271095152603,173.0,24
115,gradle.csv,ml,BATCHBISECT,4,29.2639138240575,642.0,19
116,gradle.csv,ml,BATCHBISECT,6,28.1867145421903,1155.0,14
117,gradle.csv,ml,BATCHBISECT,8,30.7001795332136,1764.0,4
118,gradle.csv,ml,BATCHBISECT,16,31.9569120287253,4080.0,4
119,gradle.csv,ml,BATCHBISECT,32,34.1113105924596,8928.0,0
120,graylog2-server.csv,ml,NOBATCH,1,65.3366583541147,0.0,0
121,graylog2-server.csv,ml,NOBATCH,2,38.6533665835412,155.0,2
122,graylog2-server.csv,ml,NOBATCH,4,21.6957605985037,522.0,2
123,graylog2-server.csv,ml,NOBATCH,6,15.211970074813,915.0,2
124,graylog2-server.csv,ml,NOBATCH,8,11.9700748129676,1344.0,0
125,graylog2-server.csv,ml,NOBATCH,16,6.23441396508728,3000.0,0
126,graylog2-server.csv,ml,NOBATCH,32,3.24189526184539,6448.0,0
127,graylog2-server.csv,ml,BATCH4,4,27.6807980049875,522.0,2
128,graylog2-server.csv,ml,BATCHSTOP4,4,27.6807980049875,522.0,2
129,graylog2-server.csv,ml,BATCHSTOP4,6,24.1895261845387,915.0,2
130,graylog2-server.csv,ml,BATCHSTOP4,8,22.4438902743142,1344.0,0
131,graylog2-server.csv,ml,BATCHSTOP4,16,20.1995012468828,3000.0,0
132,graylog2-server.csv,ml,BATCHSTOP4,32,20.6982543640898,6448.0,0
133,graylog2-server.csv,ml,BATCHBISECT,1,63.3416458852868,0.0,3
134,graylog2-server.csv,ml,BATCHBISECT,2,41.1471321695761,155.0,3
135,graylog2-server.csv,ml,BATCHBISECT,4,27.6807980049875,522.0,2
136,graylog2-server.csv,ml,BATCHBISECT,6,23.1920199501247,915.0,2
137,graylog2-server.csv,ml,BATCHBISECT,8,22.4438902743142,1344.0,0
138,graylog2-server.csv,ml,BATCHBISECT,16,20.1995012468828,3000.0,0
139,graylog2-server.csv,ml,BATCHBISECT,32,20.6982543640898,6448.0,0
140,jruby.csv,ml,NOBATCH,1,84.9878934624697,0.0,0
141,jruby.csv,ml,NOBATCH,2,45.0363196125908,186.0,0
142,jruby.csv,ml,NOBATCH,4,23.4866828087167,582.0,6
143,jruby.csv,ml,NOBATCH,6,15.9806295399516,990.0,0
144,jruby.csv,ml,NOBATCH,8,12.3486682808717,1428.0,1
145,jruby.csv,ml,NOBATCH,16,6.2953995157385,3120.0,8
146,jruby.csv,ml,NOBATCH,32,3.14769975786925,6448.0,0
147,jruby.csv,ml,BATCH4,4,77.7239709443099,582.0,6
148,jruby.csv,ml,BATCHSTOP4,4,77.7239709443099,582.0,6
149,jruby.csv,ml,BATCHSTOP4,6,103.147699757869,1020.0,0
150,jruby.csv,ml,BATCHSTOP4,8,89.3462469733656,1428.0,0
151,jruby.csv,ml,BATCHSTOP4,16,94.9152542372881,3120.0,0
152,jruby.csv,ml,BATCHSTOP4,32,97.5786924939467,6448.0,0
153,jruby.csv,ml,BATCHBISECT,1,71.6707021791768,0.0,32
154,jruby.csv,ml,BATCHBISECT,2,70.9443099273608,175.0,19
155,jruby.csv,ml,BATCHBISECT,4,83.5351089588378,582.0,6
156,jruby.csv,ml,BATCHBISECT,6,92.4939467312349,1020.0,0
157,jruby.csv,ml,BATCHBISECT,8,95.1573849878935,1428.0,0
158,jruby.csv,ml,BATCHBISECT,16,101.210653753027,3120.0,0
159,jruby.csv,ml,BATCHBISECT,32,103.389830508475,6448.0,0
160,loomio.csv,ml,NOBATCH,1,79.0243902439025,0.0,2
161,loomio.csv,ml,NOBATCH,2,44.390243902439,91.0,0
162,loomio.csv,ml,NOBATCH,4,24.390243902439,300.0,0
163,loomio.csv,ml,NOBATCH,6,16.5853658536585,510.0,0
164,loomio.csv,ml,NOBATCH,8,12.6829268292683,728.0,0
165,loomio.csv,ml,NOBATCH,16,6.34146341463415,1560.0,0
166,loomio.csv,ml,NOBATCH,32,3.41463414634146,3472.0,0
167,loomio.csv,ml,BATCH4,4,69.2682926829268,300.0,0
168,loomio.csv,ml,BATCHSTOP4,4,69.2682926829268,300.0,0
169,loomio.csv,ml,BATCHSTOP4,6,79.0243902439025,510.0,0
170,loomio.csv,ml,BATCHSTOP4,8,74.1463414634146,728.0,0
171,loomio.csv,ml,BATCHSTOP4,16,67.8048780487805,1560.0,0
172,loomio.csv,ml,BATCHSTOP4,32,69.7560975609756,3472.0,0
173,loomio.csv,ml,BATCHBISECT,1,77.0731707317073,0.0,4
174,loomio.csv,ml,BATCHBISECT,2,68.2926829268293,94.0,3
175,loomio.csv,ml,BATCHBISECT,4,71.219512195122,300.0,0
176,loomio.csv,ml,BATCHBISECT,6,74.1463414634146,510.0,0
177,loomio.csv,ml,BATCHBISECT,8,76.0975609756098,728.0,0
178,loomio.csv,ml,BATCHBISECT,16,73.6585365853659,1560.0,0
179,loomio.csv,ml,BATCHBISECT,32,75.609756097561,3472.0,0
180,metasploit-framework.csv,ml,NOBATCH,1,83.1387808041505,0.0,0
181,metasploit-framework.csv,ml,NOBATCH,2,44.61738002594030,344.0,0
182,metasploit-framework.csv,ml,NOBATCH,4,23.8651102464332,1104.0,1
183,metasploit-framework.csv,ml,NOBATCH,6,16.2127107652399,1875.0,1
184,metasploit-framework.csv,ml,NOBATCH,8,12.0622568093385,2604.0,1
185,metasploit-framework.csv,ml,NOBATCH,16,6.22568093385214,5760.0,0
186,metasploit-framework.csv,ml,NOBATCH,32,3.11284046692607,11904.0,0
187,metasploit-framework.csv,ml,BATCH4,4,35.7976653696498,1104.0,1
188,metasploit-framework.csv,ml,BATCHSTOP4,4,35.7976653696498,1104.0,1
189,metasploit-framework.csv,ml,BATCHSTOP4,6,33.4630350194553,1890.0,1
190,metasploit-framework.csv,ml,BATCHSTOP4,8,28.9234760051881,2604.0,1
191,metasploit-framework.csv,ml,BATCHSTOP4,16,28.0155642023346,5760.0,0
192,metasploit-framework.csv,ml,BATCHSTOP4,32,28.6640726329442,12400.0,0
193,metasploit-framework.csv,ml,BATCHBISECT,1,82.4902723735409,0.0,2
194,metasploit-framework.csv,ml,BATCHBISECT,2,50.4539559014267,343.0,1
195,metasploit-framework.csv,ml,BATCHBISECT,4,35.7976653696498,1104.0,1
196,metasploit-framework.csv,ml,BATCHBISECT,6,32.4254215304799,1890.0,1
197,metasploit-framework.csv,ml,BATCHBISECT,8,28.9234760051881,2604.0,1
198,metasploit-framework.csv,ml,BATCHBISECT,16,28.2749675745785,5760.0,0
199,metasploit-framework.csv,ml,BATCHBISECT,32,28.9234760051881,12400.0,0
200,opal.csv,ml,NOBATCH,1,73.2142857142857,0.0,0
201,opal.csv,ml,NOBATCH,2,40.1785714285714,90.0,0
202,opal.csv,ml,NOBATCH,4,21.4285714285714,288.0,2
203,opal.csv,ml,NOBATCH,6,15.1785714285714,510.0,0
204,opal.csv,ml,NOBATCH,8,12.0535714285714,756.0,2
205,opal.csv,ml,NOBATCH,16,6.25,1680.0,0
206,opal.csv,ml,NOBATCH,32,3.125,3472.0,0
207,opal.csv,ml,BATCH4,4,33.9285714285714,288.0,2
208,opal.csv,ml,BATCHSTOP4,4,33.9285714285714,288.0,2
209,opal.csv,ml,BATCHSTOP4,6,38.3928571428571,510.0,0
210,opal.csv,ml,BATCHSTOP4,8,29.9107142857143,756.0,2
211,opal.csv,ml,BATCHSTOP4,16,35.7142857142857,1680.0,0
212,opal.csv,ml,BATCHSTOP4,32,37.9464285714286,3472.0,0
213,opal.csv,ml,BATCHBISECT,1,70.5357142857143,0.0,3
214,opal.csv,ml,BATCHBISECT,2,46.875,89.0,1
215,opal.csv,ml,BATCHBISECT,4,33.9285714285714,288.0,2
216,opal.csv,ml,BATCHBISECT,6,34.8214285714286,510.0,0
217,opal.csv,ml,BATCHBISECT,8,29.9107142857143,756.0,2
218,opal.csv,ml,BATCHBISECT,16,34.8214285714286,1680.0,0
219,opal.csv,ml,BATCHBISECT,32,37.9464285714286,3472.0,0
220,open-build-service.csv,ml,NOBATCH,1,77.2532188841202,0.0,0
221,open-build-service.csv,ml,NOBATCH,2,43.347639484978500,202.0,3
222,open-build-service.csv,ml,NOBATCH,4,22.7467811158798,636.0,13
223,open-build-service.csv,ml,NOBATCH,6,15.8798283261803,1110.0,2
224,open-build-service.csv,ml,NOBATCH,8,12.0171673819742,1568.0,3
225,open-build-service.csv,ml,NOBATCH,16,6.22317596566524,3480.0,4
226,open-build-service.csv,ml,NOBATCH,32,3.21888412017167,7440.0,0
227,open-build-service.csv,ml,BATCH4,4,53.6480686695279,636.0,13
228,open-build-service.csv,ml,BATCHSTOP4,4,53.6480686695279,636.0,13
229,open-build-service.csv,ml,BATCHSTOP4,6,71.0300429184549,1125.0,2
230,open-build-service.csv,ml,BATCHSTOP4,8,62.6609442060086,1568.0,0
231,open-build-service.csv,ml,BATCHSTOP4,16,70.6008583690987,3480.0,0
232,open-build-service.csv,ml,BATCHSTOP4,32,73.1759656652361,7440.0,0
233,open-build-service.csv,ml,BATCHBISECT,1,67.8111587982833,0.0,29
234,open-build-service.csv,ml,BATCHBISECT,2,58.1545064377682,195.0,13
235,open-build-service.csv,ml,BATCHBISECT,4,54.9356223175966,636.0,13
236,open-build-service.csv,ml,BATCHBISECT,6,63.7339055793991,1125.0,2
237,open-build-service.csv,ml,BATCHBISECT,8,65.2360515021459,1568.0,0
238,open-build-service.csv,ml,BATCHBISECT,16,71.8884120171674,3480.0,0
239,open-build-service.csv,ml,BATCHBISECT,32,74.4635193133047,7440.0,0
240,orbeon-forms.csv,ml,NOBATCH,1,83.6909871244635,0.0,0
241,orbeon-forms.csv,ml,NOBATCH,2,45.4935622317597,106.0,0
242,orbeon-forms.csv,ml,NOBATCH,4,24.0343347639485,336.0,0
243,orbeon-forms.csv,ml,NOBATCH,6,16.3090128755365,570.0,0
244,orbeon-forms.csv,ml,NOBATCH,8,12.4463519313305,812.0,0
245,orbeon-forms.csv,ml,NOBATCH,16,6.43776824034335,1800.0,0
246,orbeon-forms.csv,ml,NOBATCH,32,3.43347639484979,3968.0,0
247,orbeon-forms.csv,ml,BATCH4,4,54.9356223175966,336.0,0
248,orbeon-forms.csv,ml,BATCHSTOP4,4,54.9356223175966,336.0,0
249,orbeon-forms.csv,ml,BATCHSTOP4,6,62.6609442060086,570.0,0
250,orbeon-forms.csv,ml,BATCHSTOP4,8,61.3733905579399,812.0,0
251,orbeon-forms.csv,ml,BATCHSTOP4,16,63.0901287553648,1800.0,1
252,orbeon-forms.csv,ml,BATCHSTOP4,32,62.6609442060086,3968.0,0
253,orbeon-forms.csv,ml,BATCHBISECT,1,81.9742489270386,0.0,1
254,orbeon-forms.csv,ml,BATCHBISECT,2,62.6609442060086,106.0,0
