index,duration,total_builds
16,1218,1
32,0,0
48,0,0
64,1158,1
80,1140,1
96,0,0
112,0,0
128,0,0
144,0,0
160,0,0
176,1370,1
192,1849,1
208,1732,1
224,0,0
240,0,0
256,0,0
272,0,0
288,0,0
