index,duration,total_builds
8,0,0
16,0,0
24,0,0
32,0,0
40,0,0
48,0,0
56,1697,1
64,0,0
72,0,0
80,0,0
88,0,0
96,0,0
104,0,0
112,0,0
120,0,0
128,956,1
136,0,0
144,0,0
152,0,0
160,0,0
168,0,0
176,1075,1
184,0,0
192,0,0
200,1722,1
208,0,0
216,0,0
224,0,0
232,0,0
240,0,0
248,0,0
256,0,0
264,1753,1
272,0,0
280,0,0
288,0,0
296,0,0
304,0,0
312,0,0
320,4681,1
328,0,0
336,4927,2
344,0,0
