index,duration,total_builds
32,0,0
64,1384,1
96,0,0
128,0,0
160,0,0
192,1351,1
224,0,0
256,1175,1
288,4326,3
320,0,0
352,0,0
384,0,0
416,0,0
448,0,0
480,1819,1
512,0,0
544,0,0
