index,duration,total_builds
4,7075,3
8,8376,4
12,7614,4
16,9875,4
20,9958,4
24,1775,4
28,5180,4
32,10723,4
36,8505,4
40,9271,4
44,8403,4
48,8592,4
52,7439,4
56,2005,4
60,2102,4
64,2168,4
68,2269,4
72,1953,4
76,1756,4
80,2033,4
84,2088,4
88,1992,4
92,2160,4
96,1871,4
100,2254,4
104,2200,4
108,2052,4
112,2070,4
116,1953,4
120,1816,4
124,1851,4
128,2033,4
132,1938,4
136,1828,4
140,2066,4
144,1873,4
148,1989,4
152,2013,4
156,1967,4
160,2007,4
164,2604,4
168,1977,4
172,2370,4
176,2083,4
180,1986,4
184,2031,4
188,2403,4
192,2156,4
196,2214,4
200,2836,4
204,2080,4
208,2343,4
212,2372,4
216,2378,4
220,2298,4
224,2291,4
228,2146,4
232,2624,4
236,2088,4
240,2165,4
244,2191,4
248,2197,4
252,2110,4
256,2355,4
260,2349,4
264,1226,4
268,559,4
272,493,4
276,477,4
280,446,4
284,504,4
288,481,4
292,551,4
296,1532,4
300,1968,4
304,1883,4
308,1740,4
312,1887,4
316,1833,4
320,1984,4
324,1409,4
328,1728,4
332,1717,4
336,1662,4
340,1598,4
344,1352,2
348,0,0
352,1024,1
356,990,1
360,1882,2
364,0,0
368,0,0
372,0,0
376,0,0
380,1198,1
384,0,0
388,0,0
392,0,0
396,1420,1
400,0,0
404,0,0
408,1334,1
412,0,0
416,0,0
420,1276,1
424,0,0
428,0,0
432,1208,1
436,0,0
440,0,0
444,2390,2
448,1370,1
452,0,0
456,0,0
460,2762,2
464,1337,1
468,2586,2
472,0,0
476,1308,1
480,0,0
484,0,0
488,0,0
492,1412,1
496,0,0
500,0,0
504,1424,1
508,0,0
512,0,0
516,0,0
520,2904,2
524,4332,3
528,2915,2
532,4295,3
536,1656,1
540,5026,3
544,3321,2
548,5242,3
552,2750,2
556,4495,3
560,5353,3
564,3627,2
568,5425,3
572,4850,3
576,1739,1
580,5633,3
584,7456,4
588,4768,2
592,5561,3
596,6708,4
600,5555,3
604,5560,3
608,3352,2
612,3705,2
616,3799,2
620,3631,2
624,3738,2
628,0,0
632,3641,2
636,0,0
640,1802,1
644,3555,2
648,0,0
