index,duration,total_builds
872,82138,4
876,78194,4
880,72305,4
884,65654,4
888,55314,3
892,75774,4
896,76507,4
900,60431,3
904,76929,4
908,19494,1
912,63150,3
916,86903,4
920,86760,4
924,82649,4
928,85853,4
932,65591,3
936,45133,2
940,65877,3
944,91195,4
948,68595,3
952,45779,2
956,44785,2
960,45623,2
964,93513,4
968,73765,3
972,95360,4
976,94567,4
980,69720,3
984,92992,4
988,43348,2
992,84282,4
996,95853,4
1000,92573,4
1004,22569,1
1008,92133,4
1012,66622,3
1016,71079,3
1020,68905,3
1024,45845,2
1028,92307,4
1032,97870,4
1036,97886,4
1040,71141,3
1044,87821,4
1048,71547,3
1052,0,0
1056,49628,2
1060,96886,4
1064,45894,2
1068,87973,4
1072,91656,4
1076,67568,3
1080,69879,3
1084,67648,3
1088,71422,3
1092,75519,3
1096,97098,4
1100,98181,4
1104,88059,4
1108,100443,4
1112,138105,4
1116,103113,4
1120,123215,4
1124,70461,3
1128,102917,4
1132,73961,3
1136,85528,3
1140,86922,3
1144,59493,2
1148,115335,4
1152,121616,4
1156,115823,4
1160,121524,4
1164,63241,3
1168,7463,1
1172,119149,4
1176,85093,3
1180,88923,3
1184,114293,4
1188,121257,4
1192,144213,4
1196,136277,4
1200,135649,4
1204,134151,4
1208,123754,4
1212,114890,4
1216,82379,3
1220,79577,3
1224,112682,4
1228,54302,2
1232,114048,4
1236,114792,4
1240,118703,4
1244,120581,4
1248,124316,4
1252,117403,4
1256,89397,3
1260,90823,3
1264,116391,4
1268,113671,4
1272,115104,4
1276,119577,4
1280,117459,4
1284,113378,4
1288,105340,4
1292,103297,4
1296,117393,4
1300,113368,4
1304,116032,4
1308,27508,1
1312,114144,4
1316,86822,3
1320,87722,3
1324,89606,3
1328,29243,1
1332,55750,2
1336,92052,3
1340,118360,4
1344,111759,4
1348,114219,4
1352,110267,4
1356,100577,4
1360,99859,4
1364,124204,4
1368,131217,4
1372,59054,2
1376,81829,3
1380,58648,2
1384,0,0
1388,58618,2
1392,113724,4
1396,112940,4
1400,109035,4
1404,114947,4
1408,112055,4
1412,114540,4
1416,82307,3
1420,82186,3
1424,55255,2
1428,59485,2
1432,54659,2
1436,84875,3
1440,29145,1
1444,55608,2
1448,119197,4
1452,115251,4
1456,28309,1
1460,0,0
1464,28542,1
1468,30179,1
1472,29684,1
1476,87630,3
1480,77153,3
1484,89912,4
1488,119137,4
1492,120091,4
1496,56789,2
1500,29472,1
1504,58773,2
1508,60215,3
1512,112691,4
1516,84035,3
1520,86181,3
1524,27804,1
1528,110207,4
1532,110274,4
1536,112938,4
1540,117806,4
1544,119007,4
1548,103323,4
1552,116001,4
1556,115728,4
1560,110735,4
1564,118516,4
1568,120630,4
1572,87368,3
1576,113271,4
1580,123427,4
1584,117723,4
1588,118457,4
1592,115625,4
1596,110721,4
1600,117706,4
1604,117629,4
1608,118386,4
1612,114834,4
1616,112050,4
1620,115818,4
1624,109407,4
1628,114099,4
1632,115780,4
1636,112559,4
1640,119213,4
1644,74669,3
1648,89221,4
1652,91486,4
1656,86858,4
1660,66945,3
1664,82732,4
1668,67179,3
1672,73121,3
1676,90360,4
1680,46646,2
1684,65805,3
1688,87677,4
1692,88897,4
1696,87364,4
1700,89772,4
1704,92159,4
1708,59428,3
1712,242156,4
1716,103841,4
1720,90339,4
1724,85577,4
1728,112828,4
1732,90306,4
1736,81800,4
1740,76079,4
1744,78585,4
1748,75423,4
1752,75294,4
1756,53237,3
1760,39778,2
1764,77822,4
1768,58214,3
1772,37711,2
1776,58514,3
1780,56663,3
1784,80506,4
1788,56582,3
1792,36816,2
1796,53870,3
1800,76016,4
1804,57228,3
1808,74925,4
1812,74433,4
1816,37414,2
1820,35337,2
1824,51387,3
1828,39656,2
1832,76281,4
1836,73460,4
1840,20127,1
1844,59841,3
1848,77623,4
1852,72987,4
1856,78621,4
1860,83122,4
1864,61372,3
1868,59869,3
1872,80283,4
1876,38096,2
1880,58404,3
1884,79049,4
1888,19759,1
1892,75921,4
1896,76353,4
1900,93422,4
1904,40774,2
1908,81609,4
1912,59010,3
1916,20073,1
1920,60002,3
1924,40394,2
1928,56948,3
1932,59505,3
1936,78000,4
1940,78030,4
1944,73891,4
1948,57610,3
1952,55810,3
1956,38584,2
1960,39727,2
1964,19436,1
1968,41471,2
1972,72127,4
1976,78184,4
1980,82056,4
1984,84553,4
1988,21192,1
1992,20873,1
1996,40449,2
2000,77163,4
2004,75576,4
2008,20105,1
2012,21048,1
2016,61191,3
2020,88023,4
2024,21093,1
2028,20452,1
2032,60120,3
2036,57323,3
2040,43502,2
2044,77841,4
2048,55291,3
2052,17609,1
2056,51982,3
2060,52355,3
2064,17207,1
2068,83343,4
2072,41364,2
2076,35553,2
2080,41216,2
2084,81229,4
2088,38699,2
2092,56187,3
2096,56307,3
2100,57827,3
2104,79139,4
2108,40733,2
2112,76099,4
2116,36976,2
2120,58120,3
2124,79782,4
2128,77126,4
2132,41617,2
2136,40512,2
2140,58549,3
2144,61022,3
2148,59470,3
2152,78465,4
2156,75455,4
2160,79783,4
2164,80238,4
2168,76845,4
2172,73817,4
2176,32627,2
2180,32764,2
2184,40939,2
2188,39784,2
2192,75815,4
2196,76156,4
2200,81197,4
2204,80334,4
2208,84353,4
2212,83915,4
2216,42175,2
2220,18874,1
2224,18516,1
2228,0,0
2232,58889,3
2236,40308,2
2240,41762,2
2244,83828,4
2248,21137,1
2252,20523,1
2256,0,0
2260,64600,3
2264,20336,1
2268,62065,3
2272,61482,3
2276,57392,3
2280,82657,4
2284,19941,1
2288,20340,1
2292,65030,3
2296,0,0
2300,47313,2
2304,0,0
2308,85450,3
2312,102572,3
2316,85050,3
2320,41996,2
2324,60782,2
2328,0,0
2332,0,0
2336,65190,2
2340,26866,1
2344,73585,3
2348,69938,2
2352,0,0
2356,97971,3
2360,0,0
2364,89112,4
2368,87572,4
2372,42751,2
2376,23159,1
2380,44294,2
2384,27229,1
2388,32089,1
2392,26568,1
2396,22680,1
2400,118693,4
2404,102357,4
2408,83807,4
2412,92058,4
2416,102957,4
2420,77920,4
2424,41289,3
2428,29211,2
2432,79068,4
2436,86447,4
2440,62000,4
2444,81327,4
2448,91088,4
2452,75689,4
2456,82377,4
2460,63816,4
2464,63349,4
2468,45713,3
2472,34571,2
2476,17663,1
2480,53181,3
