index,duration,total_builds
860,621400,4
864,466050,3
868,621400,4
872,621400,4
876,621400,4
880,621614,4
884,621612,4
888,466209,3
892,621612,4
896,466209,3
900,621612,4
904,621630,4
908,310833,2
912,621688,4
916,466473,3
920,621967,4
924,466476,3
928,622037,4
932,622060,4
936,622057,4
940,622056,4
944,622056,4
948,622056,4
952,466541,3
956,466539,3
960,466539,3
964,622085,4
968,622096,4
972,622116,4
976,622195,4
980,622368,4
984,622356,4
988,622386,4
992,622416,4
996,622416,4
1000,622416,4
1004,311208,2
1008,622416,4
1012,622416,4
1016,622416,4
1020,622416,4
1024,466812,3
1028,622464,4
1032,622476,4
1036,622480,4
1040,622502,4
1044,622686,4
1048,623332,4
1052,467499,3
1056,467497,3
1060,623320,4
1064,623316,4
1068,623316,4
1072,623352,4
1076,623352,4
1080,623406,4
1084,623325,4
1088,467699,3
1092,623606,4
1096,467733,3
1100,467733,3
1104,623652,4
1108,623670,4
1112,623712,4
1116,623724,4
1120,623724,4
1124,623782,4
1128,467909,3
1132,623840,4
1136,467946,3
1140,623964,4
1144,467982,3
1148,623976,4
1152,623976,4
1156,623976,4
1160,623976,4
1164,623972,4
1168,624313,4
1172,624428,4
1176,624449,4
1180,624466,4
1184,624496,4
1188,624496,4
1192,624496,4
1196,624808,4
1200,468759,3
1204,625468,4
1208,625476,4
1212,625476,4
1216,625476,4
1220,625481,4
1224,625496,4
1228,625504,4
1232,625512,4
1236,625806,4
1240,625908,4
1244,469434,3
1248,625912,4
1252,625911,4
1256,625919,4
1260,628403,4
1264,635768,4
1268,317920,2
1272,475143,3
1276,633524,4
1280,475143,3
1284,0,0
1288,317196,2
1292,158304,1
1296,475008,3
1300,633452,4
1304,316744,2
1308,316744,2
1312,629909,4
1316,628704,4
1320,471528,3
1324,836589,4
1328,679429,3
1332,911516,4
1336,911535,4
1340,455772,2
1344,455828,2
1348,227914,1
1352,683742,3
1356,911656,4
1360,911656,4
1364,911656,4
1368,455805,2
1372,683731,3
1376,911606,4
1380,683676,3
1384,227892,1
1388,683676,3
1392,683709,3
1396,683730,3
1400,455656,2
1404,455656,2
1408,683484,3
1412,911312,4
1416,911241,4
1420,455621,2
1424,911244,4
1428,455614,2
1432,455610,2
1436,911226,4
1440,683427,3
1444,683427,3
1448,911236,4
1452,911236,4
1456,0,0
1460,0,0
1464,227820,1
1468,683460,3
1472,455640,2
1476,683460,3
1480,911304,4
1484,911317,4
1488,683501,3
1492,683499,3
1496,911335,4
1500,455668,2
1504,227834,1
1508,683592,3
1512,911462,4
1516,911464,4
1520,683602,3
1524,455736,2
1528,683604,3
1532,455736,2
1536,911542,4
1540,455792,2
1544,227897,1
1548,455810,2
1552,455810,2
1556,911620,4
1560,911620,4
1564,911620,4
1568,683715,3
1572,911560,4
1576,911492,4
1580,683574,3
1584,911384,4
1588,911384,4
1592,911384,4
1596,683707,3
1600,455839,2
1604,911636,4
1608,910809,4
1612,909578,4
1616,909568,4
1620,454831,2
1624,909660,4
1628,909660,4
1632,682245,3
1636,455287,2
1640,909665,4
1644,909662,4
1648,909656,4
1652,909656,4
1656,914966,4
1660,916675,4
1664,916683,4
1668,916684,4
1672,916684,4
1676,916684,4
1680,687513,3
1684,916688,4
1688,687533,3
1692,916724,4
1696,916724,4
1700,916744,4
1704,458372,2
1708,916744,4
1712,916769,4
1716,915852,4
1720,915768,4
1724,915768,4
1728,686847,3
1732,0,0
1736,457856,2
1740,0,0
1744,915838,4
1748,915859,4
1752,915790,4
1756,228904,1
1760,457808,2
1764,457808,2
1768,915624,4
1772,686682,3
1776,686655,3
1780,915435,4
1784,686537,3
1788,686508,3
1792,457732,2
1796,915518,4
1800,686517,3
1804,686571,3
1808,915260,4
1812,686457,3
1816,0,0
1820,228940,1
1824,686820,3
1828,915786,4
1832,686820,3
1836,457885,2
1840,457850,2
1844,686736,3
1848,915644,4
1852,686724,3
1856,915640,4
1860,915704,4
1864,686838,3
1868,915787,4
1872,915823,4
1876,457928,2
1880,686901,3
1884,915900,4
1888,686955,3
1892,915805,4
1896,686817,3
1900,457914,2
1904,687065,3
1908,916182,4
1912,453707,2
1916,224661,1
1920,673983,3
1924,673884,3
1928,898248,4
1932,673692,3
1936,673692,3
1940,673690,3
1944,898248,4
1948,898248,4
1952,898248,4
1956,673684,3
1960,449269,2
1964,673908,3
1968,673974,3
1972,673976,3
1976,674013,3
1980,0,0
1984,674075,3
1988,449384,2
1992,224703,1
1996,449436,2
2000,898819,4
2004,0,0
2008,449522,2
2012,674322,3
2016,899096,4
2020,899090,4
2024,449542,2
2028,449542,2
2032,899084,4
2036,0,0
2040,674403,3
2044,899204,4
2048,224801,1
2052,224799,1
2056,899201,4
2060,899494,4
2064,675291,3
2068,675357,3
2072,0,0
2076,675410,3
2080,900469,4
2084,901334,4
2088,676440,3
2092,901986,4
2096,903310,4
2100,453642,2
2104,680463,3
2108,0,0
2112,907304,4
2116,680442,3
2120,680403,3
2124,453590,2
2128,907214,4
2132,680395,3
2136,680458,3
2140,908520,4
2144,455943,2
2148,909214,4
2152,911627,4
2156,0,0
2160,0,0
2164,455646,2
2168,0,0
2172,683495,3
2176,683544,3
2180,911431,4
2184,683546,3
2188,455717,2
2192,911544,4
2196,455800,2
2200,455800,2
2204,911888,4
2208,910835,4
2212,456010,2
2216,456010,2
2220,313742,2
2224,156965,1
2228,156968,1
2232,627879,4
2236,313944,2
2240,313944,2
2244,627950,4
2248,471051,3
2252,471051,3
2256,0,0
2260,314038,2
2264,157151,1
2268,471449,3
2272,628635,4
2276,629011,4
2280,629079,4
2284,314582,2
2288,314646,2
2292,472002,3
2296,157334,1
2300,314646,2
2304,314684,2
2308,629435,4
2312,472098,3
2316,629464,4
2320,157366,1
2324,472108,3
2328,0,0
2332,0,0
2336,629620,4
2340,314810,2
2344,629620,4
2348,629714,4
2352,0,0
2356,629818,4
2360,157458,1
2364,315018,2
2368,472523,3
2372,630024,4
2376,315074,2
2380,315134,2
2384,315134,2
2388,315149,2
2392,472748,3
2396,472758,3
2400,630352,4
2404,315183,2
2408,157595,1
2412,315198,2
2416,472811,3
2420,634304,4
2424,638163,4
2428,478628,3
2432,478644,3
2436,638192,4
2440,478658,3
2444,638344,4
2448,638402,4
2452,478845,3
2456,638458,4
2460,319242,2
2464,638484,4
2468,638498,4
2472,478905,3
2476,319270,2
2480,478905,3
