index,duration,total_builds
8,0,0
16,2202,1
24,0,0
32,2099,1
40,0,0
48,0,0
56,0,0
64,4330,2
72,0,0
80,2209,1
88,0,0
96,2894,1
104,0,0
112,2485,1
120,0,0
128,0,0
136,0,0
144,0,0
152,0,0
160,0,0
168,0,0
176,0,0
184,0,0
192,2233,1
200,0,0
208,0,0
216,0,0
224,0,0
232,0,0
240,0,0
248,0,0
256,0,0
264,4644,2
272,0,0
280,4941,2
288,0,0
296,2285,1
304,0,0
312,0,0
320,2055,1
328,0,0
336,0,0
344,0,0
352,2191,1
360,0,0
368,0,0
376,0,0
384,0,0
392,0,0
400,0,0
408,0,0
416,0,0
424,0,0
432,0,0
440,0,0
448,0,0
456,0,0
464,0,0
