index,duration,total_builds
4,0,0
8,0,0
12,0,0
16,0,0
20,0,0
24,32458,1
28,32458,1
32,65808,2
36,0,0
40,0,0
44,0,0
48,0,0
52,0,0
56,0,0
60,101272,3
64,0,0
68,0,0
72,0,0
76,68608,2
80,68729,2
84,0,0
88,0,0
92,0,0
96,34515,1
100,34437,1
104,68901,2
108,0,0
112,0,0
116,68820,2
120,0,0
124,69575,2
128,0,0
132,0,0
136,0,0
140,0,0
144,0,0
148,0,0
152,0,0
156,0,0
160,0,0
164,0,0
168,0,0
172,0,0
176,0,0
180,0,0
184,0,0
188,0,0
192,0,0
196,0,0
200,0,0
204,0,0
208,0,0
212,0,0
216,0,0
220,0,0
224,0,0
228,0,0
232,78554,2
236,0,0
240,0,0
244,0,0
248,0,0
252,0,0
256,0,0
260,0,0
264,0,0
268,0,0
272,0,0
276,0,0
280,0,0
284,0,0
288,0,0
292,0,0
296,0,0
300,81136,2
304,0,0
308,0,0
312,0,0
316,0,0
320,0,0
324,0,0
328,0,0
332,0,0
336,0,0
340,0,0
344,0,0
348,0,0
352,0,0
356,0,0
360,0,0
364,0,0
368,0,0
372,0,0
376,0,0
380,0,0
384,0,0
388,0,0
392,84841,2
396,0,0
400,42552,1
404,42554,1
408,0,0
412,0,0
416,0,0
420,0,0
424,0,0
428,86494,2
432,43268,1
436,44036,1
440,0,0
444,0,0
448,87802,2
452,0,0
456,43620,1
460,43666,1
464,0,0
468,0,0
472,0,0
476,0,0
480,43745,1
484,131249,3
488,0,0
492,43853,1
496,43902,1
500,0,0
504,0,0
508,0,0
512,0,0
516,0,0
520,0,0
524,0,0
528,0,0
532,0,0
536,0,0
540,0,0
544,0,0
548,0,0
552,0,0
556,0,0
560,0,0
564,0,0
568,0,0
572,0,0
576,0,0
580,0,0
584,0,0
588,0,0
592,0,0
596,0,0
600,0,0
604,89836,2
608,90069,2
612,90322,2
616,90173,2
620,90343,2
624,0,0
628,0,0
632,0,0
636,91173,2
640,0,0
644,0,0
648,0,0
652,45749,1
656,45749,1
660,0,0
664,0,0
668,0,0
672,0,0
676,0,0
680,0,0
684,0,0
688,0,0
692,0,0
696,0,0
700,0,0
704,0,0
708,0,0
712,0,0
716,0,0
720,0,0
