index,duration,total_builds
4,837,1
8,0,0
12,0,0
16,1782,2
20,0,0
24,0,0
28,701,1
32,0,0
36,0,0
40,2018,2
44,0,0
48,717,1
52,947,1
56,0,0
60,0,0
64,0,0
68,0,0
72,0,0
76,0,0
80,0,0
84,0,0
88,0,0
92,0,0
96,0,0
100,0,0
104,0,0
108,811,1
112,0,0
116,874,1
120,908,1
124,773,1
128,0,0
132,0,0
136,0,0
140,0,0
144,0,0
148,0,0
152,0,0
156,0,0
160,0,0
164,3540,1
168,0,0
172,4075,1
176,0,0
180,4280,1
184,0,0
188,0,0
192,0,0
196,0,0
200,0,0
204,0,0
208,0,0
212,0,0
216,0,0
220,0,0
224,3828,1
228,0,0
232,0,0
236,0,0
240,0,0
244,0,0
248,0,0
252,0,0
256,0,0
260,0,0
264,0,0
268,4026,1
272,0,0
276,3721,1
280,0,0
284,0,0
288,0,0
292,0,0
296,0,0
300,4284,1
304,11275,3
308,0,0
312,0,0
316,0,0
320,0,0
324,9722,2
328,0,0
332,0,0
336,0,0
340,0,0
344,0,0
348,0,0
352,0,0
356,5191,1
360,5117,1
364,0,0
368,3641,1
372,2045,1
376,872,1
380,0,0
384,0,0
388,0,0
392,0,0
396,0,0
400,0,0
404,0,0
408,0,0
412,0,0
