index,duration,total_builds
8,0,0
16,0,0
24,0,0
32,10381,1
40,0,0
48,11211,1
56,9747,2
64,0,0
72,0,0
80,15581,2
88,0,0
96,9591,1
104,0,0
112,0,0
120,0,0
128,0,0
136,0,0
144,0,0
152,0,0
160,0,0
168,10543,1
176,0,0
184,0,0
192,0,0
200,11067,1
208,0,0
216,0,0
224,0,0
232,0,0
240,10279,1
248,0,0
256,0,0
264,0,0
272,0,0
280,4378,1
288,0,0
296,0,0
304,0,0
312,0,0
320,0,0
328,7192,1
336,0,0
344,0,0
352,9264,2
360,3659,1
368,0,0
376,0,0
384,0,0
392,0,0
400,0,0
408,0,0
416,0,0
424,0,0
432,0,0
440,0,0
448,0,0
456,0,0
464,12699,1
472,0,0
480,0,0
488,0,0
496,0,0
504,0,0
512,0,0
520,0,0
528,0,0
536,0,0
544,18396,2
552,5976,1
560,9865,1
568,0,0
576,0,0
584,13568,1
592,0,0
600,0,0
608,5058,1
616,34182,3
624,0,0
632,9288,1
640,0,0
648,5984,1
656,0,0
664,0,0
672,0,0
680,0,0
688,0,0
696,0,0
704,0,0
712,0,0
720,0,0
728,0,0
736,0,0
744,0,0
752,0,0
760,0,0
768,11178,1
776,0,0
784,0,0
792,0,0
800,0,0
808,0,0
816,0,0
824,0,0
832,0,0
840,0,0
848,0,0
856,0,0
864,0,0
872,0,0
880,0,0
888,0,0
896,0,0
904,0,0
912,0,0
920,0,0
928,0,0
936,0,0
944,0,0
952,11504,1
960,0,0
968,30185,2
976,0,0
984,0,0
992,0,0
1000,0,0
1008,15711,1
1016,0,0
1024,0,0
1032,14700,1
1040,16433,1
1048,0,0
1056,0,0
1064,0,0
1072,0,0
1080,0,0
1088,0,0
1096,0,0
1104,0,0
1112,10187,1
1120,0,0
1128,0,0
1136,0,0
1144,15782,1
1152,0,0
1160,0,0
1168,0,0
1176,0,0
1184,23224,2
1192,0,0
1200,0,0
1208,0,0
1216,0,0
1224,0,0
1232,0,0
1240,0,0
1248,0,0
1256,0,0
1264,0,0
1272,0,0
1280,0,0
1288,0,0
1296,0,0
1304,0,0
1312,0,0
1320,0,0
1328,0,0
1336,0,0
1344,0,0
1352,0,0
1360,0,0
1368,0,0
1376,0,0
1384,0,0
1392,11618,1
1400,0,0
1408,0,0
1416,0,0
1424,0,0
1432,18946,1
1440,0,0
1448,19833,1
1456,0,0
1464,10720,1
1472,0,0
