index,duration,total_builds
16,0,0
32,10381,1
48,11211,1
64,9747,2
80,15581,2
96,9591,1
112,0,0
128,0,0
144,0,0
160,0,0
176,10543,1
192,0,0
208,11067,1
224,0,0
240,10279,1
256,0,0
272,0,0
288,15644,2
304,0,0
320,0,0
336,7192,1
352,9264,2
368,3659,1
384,0,0
400,0,0
416,0,0
432,0,0
448,0,0
464,12699,1
480,0,0
496,0,0
512,0,0
528,0,0
544,18396,2
560,15841,2
576,0,0
592,13568,1
608,5058,1
624,34182,3
640,9288,1
656,5984,1
672,0,0
688,0,0
704,0,0
720,0,0
736,0,0
752,0,0
768,11178,1
784,0,0
800,0,0
816,0,0
832,0,0
848,0,0
864,0,0
880,0,0
896,0,0
912,10400,1
928,0,0
944,0,0
960,11504,1
976,30185,2
992,0,0
1008,15711,1
1024,15432,1
1040,31133,2
1056,0,0
1072,0,0
1088,0,0
1104,0,0
1120,10187,1
1136,0,0
1152,15782,1
1168,0,0
1184,23224,2
1200,0,0
1216,0,0
1232,0,0
1248,0,0
1264,0,0
1280,0,0
1296,0,0
1312,0,0
1328,0,0
1344,0,0
1360,0,0
1376,0,0
1392,11618,1
1408,0,0
1424,0,0
1440,18946,1
1456,19833,1
1472,10720,1
