index,duration,total_builds
16,4202,1
32,0,0
48,0,0
64,0,0
80,5623,1
96,0,0
112,5497,1
128,0,0
144,11031,2
160,0,0
176,0,0
192,0,0
208,0,0
224,0,0
240,0,0
256,12177,2
272,0,0
288,0,0
