tr_build_id,gh_diff_src_churn,gh_team_size,gh_diff_files_modified,gh_diff_test_churn,tr_status
10166676.0,132.0,56.0,2.0,311.0,1
12059295.0,4.0,57.0,4.0,15.0,0
22973612.0,0.0,78.0,1.0,6.0,1
27179785.0,68.0,73.0,3.0,96.0,1
21973223.0,101.0,76.0,5.0,170.0,0
63045511.0,23.0,74.0,7.0,162.0,1
4649118.0,121.0,63.0,22.0,108.0,1
17984979.0,0.0,77.0,0.0,0.0,1
14508469.0,81.0,69.0,5.0,281.0,1
29428805.0,0.0,71.0,1.0,0.0,1
11802140.0,35.0,58.0,9.0,105.0,1
43017866.0,13.0,76.0,8.0,59.0,0
37314314.0,2.0,70.0,2.0,14.0,1
5345377.0,49.0,68.0,1.0,0.0,1
10389236.0,1.0,57.0,2.0,14.0,1
12277329.0,11.0,57.0,3.0,0.0,0
7005404.0,45.0,60.0,7.0,134.0,1
22135215.0,19.0,77.0,6.0,23.0,1
20472938.0,0.0,77.0,1.0,113.0,1
13012329.0,28.0,59.0,2.0,3.0,1
52833659.0,122.0,72.0,16.0,365.0,1
27536538.0,182.0,72.0,2.0,0.0,0
53130252.0,38.0,73.0,14.0,34.0,1
31276076.0,5.0,74.0,2.0,0.0,1
30776116.0,5.0,71.0,6.0,23.0,1
25302215.0,0.0,76.0,9.0,209.0,0
36394180.0,23.0,71.0,11.0,72.0,1
9033471.0,2.0,53.0,2.0,9.0,1
56962518.0,102.0,74.0,12.0,159.0,1
6773608.0,0.0,61.0,13.0,54.0,1
20156437.0,12.0,78.0,10.0,56.0,1
58371854.0,188.0,76.0,8.0,118.0,1
13663591.0,19.0,68.0,4.0,23.0,1
17518082.0,31.0,78.0,3.0,0.0,0
12736039.0,0.0,56.0,1.0,0.0,1
20655063.0,285.0,75.0,10.0,509.0,1
52833566.0,48.0,72.0,2.0,0.0,1
28375886.0,0.0,73.0,1.0,2.0,1
63409547.0,0.0,75.0,2.0,4.0,1
31859045.0,477.0,75.0,5.0,39.0,1
5331440.0,7.0,67.0,2.0,2.0,1
63195678.0,149.0,74.0,10.0,85.0,1
7468487.0,5.0,54.0,3.0,96.0,1
6058676.0,23.0,68.0,2.0,0.0,1
39305719.0,0.0,75.0,1.0,2.0,1
7205770.0,75.0,57.0,4.0,118.0,1
8523607.0,23.0,52.0,2.0,45.0,1
17294581.0,2.0,76.0,2.0,10.0,1
51543679.0,840.0,71.0,62.0,1811.0,1
5350262.0,7.0,68.0,4.0,40.0,1
15314866.0,2.0,72.0,1.0,0.0,1
32285723.0,38.0,73.0,17.0,144.0,1
43651635.0,40.0,79.0,2.0,0.0,1
67353091.0,232.0,76.0,31.0,346.0,1
15065868.0,35.0,71.0,13.0,167.0,1
23076649.0,14.0,78.0,2.0,60.0,1
40129561.0,42.0,75.0,7.0,85.0,1
27710668.0,4.0,72.0,3.0,17.0,1
57545333.0,7.0,74.0,1.0,0.0,1
43785828.0,0.0,78.0,2.0,7.0,0
58503911.0,0.0,76.0,1.0,26.0,0
12962017.0,5.0,58.0,4.0,64.0,1
9628863.0,65.0,54.0,12.0,56.0,1
32491685.0,5.0,74.0,3.0,2.0,1
47957639.0,0.0,72.0,1.0,6.0,0
6794180.0,0.0,61.0,15.0,18.0,1
46933291.0,35.0,75.0,2.0,0.0,0
