tr_build_id,gh_diff_src_churn,gh_team_size,gh_diff_files_modified,gh_diff_test_churn,tr_status
13380014.0,4.0,25.0,2.0,0.0,1
3070763.0,2.0,18.0,2.0,0.0,1
9744526.0,14.0,19.0,7.0,0.0,0
2312294.0,2.0,13.0,2.0,0.0,0
23779936.0,4.0,16.0,2.0,0.0,1
6560198.0,2.0,17.0,2.0,0.0,0
3231327.0,2.0,18.0,2.0,0.0,1
16460882.0,17.0,24.0,1.0,0.0,1
23614810.0,6.0,16.0,2.0,0.0,1
6143531.0,2.0,17.0,2.0,0.0,1
1543000.0,12.0,9.0,8.0,0.0,0
1622875.0,2.0,9.0,1.0,0.0,1
2384840.0,2784.0,14.0,5.0,0.0,0
2211170.0,12.0,9.0,8.0,0.0,1
7295100.0,2.0,17.0,2.0,0.0,1
8496701.0,2.0,18.0,1.0,0.0,1
2634259.0,9.0,16.0,1.0,0.0,1
25145896.0,4.0,15.0,2.0,0.0,1
9485798.0,4.0,19.0,2.0,0.0,1
9813803.0,4.0,19.0,2.0,0.0,0
5983466.0,2.0,17.0,2.0,0.0,1
8688122.0,4.0,18.0,2.0,0.0,1
11399161.0,4.0,21.0,3.0,0.0,1
1939718.0,19.0,9.0,2.0,0.0,0
2099796.0,2.0,9.0,1.0,0.0,1
5472069.0,0.0,17.0,1.0,0.0,1
26690107.0,4.0,15.0,2.0,0.0,1
11745970.0,4.0,21.0,2.0,0.0,1
9238207.0,4.0,19.0,2.0,0.0,1
5476282.0,139.0,17.0,4.0,0.0,1
6411813.0,0.0,17.0,1.0,0.0,1
3005996.0,10.0,17.0,1.0,0.0,0
2975488.0,4.0,17.0,3.0,0.0,1
2100840.0,36.0,9.0,2.0,0.0,1
20541294.0,1.0,18.0,1.0,0.0,0
5664955.0,2.0,17.0,2.0,0.0,1
1618589.0,10.0,9.0,6.0,0.0,1
13225217.0,4.0,22.0,2.0,0.0,1
24876749.0,4.0,15.0,2.0,0.0,1
3188212.0,2.0,18.0,2.0,0.0,1
3595877.0,2.0,18.0,2.0,0.0,1
2662353.0,2.0,16.0,2.0,0.0,1
2747939.0,5.0,16.0,1.0,0.0,0
1939484.0,3300.0,9.0,7.0,0.0,1
20230909.0,4.0,18.0,2.0,0.0,1
1877640.0,164.0,9.0,3.0,0.0,0
14658494.0,253.0,26.0,2.0,0.0,1
3498490.0,2.0,18.0,2.0,0.0,1
2824585.0,2.0,16.0,2.0,0.0,1
19649914.0,1.0,20.0,1.0,0.0,1
14096935.0,26.0,26.0,6.0,0.0,1
13190279.0,4.0,22.0,2.0,0.0,1
11657316.0,25.0,21.0,1.0,0.0,0
6987726.0,0.0,17.0,1.0,0.0,0
17938834.0,4.0,22.0,2.0,0.0,1
2075828.0,3.0,9.0,2.0,0.0,1
29106639.0,4.0,13.0,2.0,0.0,1
27332157.0,4.0,15.0,2.0,0.0,1
3131714.0,2.0,18.0,2.0,0.0,1
9442251.0,4.0,19.0,2.0,0.0,1
1708913.0,0.0,9.0,1.0,0.0,1
20475516.0,4.0,18.0,2.0,0.0,1
2222029.0,12.0,9.0,8.0,0.0,1
2624208.0,2.0,16.0,2.0,0.0,0
4066163.0,24.0,17.0,2.0,0.0,1
21070821.0,4.0,18.0,2.0,0.0,1
14463822.0,6.0,26.0,2.0,0.0,1
6132979.0,2.0,17.0,2.0,0.0,1
2077975.0,12.0,9.0,8.0,0.0,1
3460311.0,0.0,18.0,7.0,0.0,1
29522598.0,4.0,12.0,2.0,0.0,1
10113532.0,5.0,19.0,2.0,0.0,1
23333643.0,6.0,17.0,2.0,0.0,1
2741519.0,2.0,16.0,2.0,0.0,0
3094819.0,267.0,18.0,11.0,78.0,1
2153603.0,12.0,9.0,8.0,0.0,0
2613256.0,1343.0,16.0,1.0,0.0,0
7281867.0,2.0,17.0,2.0,0.0,1
2038784.0,10.0,9.0,7.0,0.0,0
27441312.0,4.0,15.0,2.0,0.0,1
3405097.0,9.0,18.0,1.0,0.0,1
1776101.0,0.0,9.0,1.0,0.0,1
7915739.0,4.0,17.0,13.0,0.0,1
1754790.0,8.0,9.0,5.0,0.0,0
1823832.0,88.0,9.0,1.0,0.0,0
20244181.0,4.0,18.0,2.0,0.0,1
6586481.0,2.0,17.0,2.0,0.0,0
13213533.0,107.0,22.0,1.0,0.0,1
21041276.0,4.0,18.0,2.0,0.0,1
2538070.0,123.0,16.0,4.0,0.0,1
12320731.0,0.0,21.0,1.0,0.0,0
5494150.0,343.0,17.0,2.0,0.0,0
2733056.0,0.0,16.0,3.0,0.0,0
1670722.0,0.0,9.0,1.0,0.0,1
1698234.0,10.0,9.0,6.0,0.0,1
5773038.0,2.0,17.0,1.0,0.0,1
29015636.0,4.0,13.0,2.0,0.0,1
3926056.0,2.0,17.0,2.0,0.0,1
2075675.0,52.0,9.0,6.0,0.0,1
27909059.0,4.0,14.0,2.0,0.0,1
11754677.0,4.0,21.0,2.0,0.0,1
3398415.0,2.0,18.0,2.0,0.0,1
4803324.0,143.0,16.0,5.0,0.0,1
7693656.0,2.0,16.0,2.0,0.0,1
11661476.0,4.0,21.0,2.0,0.0,1
4617437.0,0.0,17.0,1.0,0.0,1
21710285.0,4.0,18.0,2.0,0.0,1
8516039.0,4.0,18.0,2.0,0.0,1
12636213.0,4.0,22.0,2.0,0.0,1
23068490.0,15.0,17.0,1.0,0.0,1
26518618.0,29.0,15.0,1.0,0.0,1
14650834.0,4.0,26.0,2.0,0.0,1
1712298.0,74.0,9.0,1.0,0.0,1
8438298.0,4.0,18.0,2.0,0.0,1
3350611.0,0.0,18.0,1.0,0.0,1
12870270.0,4.0,21.0,2.0,0.0,1
3005436.0,10.0,17.0,1.0,0.0,0
32148391.0,4.0,12.0,2.0,0.0,1
1702280.0,12.0,9.0,1.0,0.0,0
5839206.0,0.0,17.0,1.0,0.0,1
2255277.0,866.0,9.0,26.0,22.0,0
1808150.0,12.0,9.0,0.0,0.0,0
11456521.0,1234.0,21.0,31.0,111.0,1
5322773.0,2.0,17.0,2.0,0.0,1
20407089.0,4.0,18.0,2.0,0.0,1
25654187.0,4.0,15.0,2.0,0.0,1
1783542.0,0.0,9.0,1.0,0.0,0
3108791.0,4.0,18.0,1.0,0.0,1
13100921.0,4.0,22.0,2.0,0.0,1
1734930.0,0.0,9.0,1.0,0.0,1
14043015.0,4.0,26.0,2.0,0.0,1
1645966.0,0.0,9.0,1.0,0.0,1
3894679.0,2.0,17.0,2.0,0.0,1
4006982.0,340.0,17.0,14.0,4.0,0
6616425.0,2.0,18.0,2.0,0.0,0
15725313.0,4.0,24.0,2.0,0.0,1
8858170.0,4.0,18.0,2.0,0.0,1
6127730.0,410.0,17.0,9.0,0.0,1
10546939.0,4.0,19.0,2.0,0.0,1
1885458.0,16.0,9.0,2.0,0.0,0
7823689.0,4.0,17.0,13.0,0.0,1
12575311.0,9.0,22.0,1.0,0.0,1
22348878.0,4.0,17.0,2.0,0.0,1
18264978.0,4.0,21.0,2.0,0.0,1
2652418.0,2.0,16.0,2.0,0.0,1
14539029.0,4.0,26.0,2.0,0.0,1
1744315.0,8.0,9.0,5.0,0.0,0
3706433.0,2.0,17.0,2.0,0.0,1
7800125.0,4.0,17.0,13.0,0.0,1
4639169.0,2.0,17.0,2.0,0.0,1
3249504.0,2.0,18.0,3.0,0.0,1
27698071.0,4.0,15.0,2.0,0.0,1
2099704.0,4.0,9.0,2.0,0.0,1
3316036.0,186.0,18.0,4.0,0.0,1
11494871.0,4.0,21.0,2.0,0.0,1
2748748.0,0.0,16.0,1.0,0.0,0
5634550.0,2.0,17.0,2.0,0.0,1
7743640.0,2.0,16.0,13.0,0.0,1
14459083.0,4.0,26.0,2.0,0.0,1
3095874.0,2.0,18.0,2.0,0.0,0
1689682.0,0.0,9.0,1.0,0.0,1
14669733.0,253.0,26.0,2.0,0.0,1
2547472.0,2.0,16.0,2.0,0.0,1
3242532.0,2.0,18.0,2.0,0.0,1
7849644.0,4.0,17.0,13.0,0.0,1
26890589.0,4.0,15.0,2.0,0.0,1
18137448.0,4.0,21.0,2.0,0.0,1
7522555.0,2.0,16.0,2.0,0.0,1
10291274.0,4.0,19.0,2.0,0.0,1
3416615.0,2.0,18.0,2.0,0.0,1
13716890.0,4.0,25.0,2.0,0.0,1
1919028.0,10.0,9.0,7.0,0.0,0
2355090.0,2.0,14.0,2.0,0.0,1
4828662.0,2.0,16.0,2.0,0.0,1
2066100.0,14.0,9.0,8.0,0.0,1
4450061.0,2.0,18.0,2.0,0.0,1
1589711.0,0.0,9.0,1.0,0.0,1
19281582.0,4.0,20.0,2.0,0.0,1
3668416.0,2.0,17.0,10.0,0.0,1
5575312.0,2.0,17.0,2.0,0.0,1
1639791.0,0.0,9.0,1.0,0.0,1
14977831.0,4.0,26.0,2.0,0.0,1
1952236.0,10.0,9.0,7.0,0.0,1
6479398.0,2.0,17.0,2.0,0.0,0
6984028.0,0.0,17.0,1.0,0.0,0
1775461.0,8.0,9.0,6.0,2.0,1
7966211.0,4.0,17.0,13.0,0.0,1
3684055.0,2.0,17.0,2.0,0.0,1
5394022.0,2.0,17.0,2.0,0.0,1
1920954.0,10.0,9.0,7.0,0.0,0
11277499.0,4.0,21.0,2.0,0.0,1
3535126.0,12.0,18.0,6.0,0.0,1
15692960.0,0.0,24.0,1.0,0.0,1
3513109.0,2.0,18.0,2.0,0.0,1
7916794.0,4.0,17.0,13.0,0.0,1
13045685.0,4.0,22.0,2.0,0.0,1
7171216.0,2.0,17.0,2.0,0.0,1
8844879.0,4.0,18.0,2.0,0.0,1
5129080.0,0.0,17.0,1.0,0.0,1
12366117.0,4.0,21.0,2.0,0.0,1
3840531.0,0.0,17.0,1.0,0.0,1
11465668.0,245.0,21.0,2.0,0.0,1
9638018.0,4.0,19.0,2.0,0.0,1
7681796.0,2.0,16.0,2.0,0.0,1
7885977.0,4.0,17.0,13.0,0.0,1
26319274.0,4.0,15.0,2.0,0.0,1
22795335.0,4.0,17.0,2.0,0.0,1
4134856.0,2.0,17.0,2.0,0.0,1
4589898.0,2.0,17.0,2.0,0.0,1
2106046.0,12.0,9.0,8.0,0.0,0
