project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
gradle.csv,0,0,0,31.95691202872532,668.0,4,35.5475763016158,198.0,2,31.95691202872532,668.0,4
open-build-service.csv,0,0,0,57.081545064377686,643.0,4,57.51072961373391,195.0,2,57.081545064377686,643.0,4
puppet.csv,0,0,0,36.231884057971016,102.0,4,50.72463768115942,34.0,2,36.231884057971016,102.0,4
sufia.csv,0,0,0,47.36842105263158,30.0,4,47.36842105263158,30.0,4,47.36842105263158,30.0,4
loomio.csv,0,0,0,69.7560975609756,306.0,4,66.82926829268293,94.0,2,69.7560975609756,306.0,4
geoserver.csv,0,0,0,98.8095238095238,252.0,4,88.0952380952381,83.0,2,98.8095238095238,252.0,4
metasploit-framework.csv,0,0,0,35.53826199740597,1068.0,4,48.119325551232166,329.0,2,35.53826199740597,1068.0,4
concerto.csv,0,0,0,35.172413793103445,330.0,4,33.10344827586207,93.0,2,35.172413793103445,330.0,4
cloud_controller_ng.csv,0,0,0,71.14624505928853,363.0,4,62.45059288537549,117.0,2,71.14624505928853,363.0,4
fog.csv,0,0,0,69.51566951566952,505.0,4,67.52136752136752,157.0,2,69.51566951566952,505.0,4
rails.csv,0,0,0,58.36154366960054,2087.0,4,60.25727826675694,671.0,2,58.36154366960054,2087.0,4
sonarqube.csv,0,0,0,51.66666666666666,427.0,4,54.66666666666666,132.0,2,51.66666666666666,427.0,4
vagrant.csv,0,0,0,33.098591549295776,373.0,4,42.6056338028169,110.0,2,33.098591549295776,373.0,4
graylog2-server.csv,0,0,0,30.174563591022444,558.0,4,44.63840399002494,172.0,2,30.174563591022444,558.0,4
cloudify.csv,0,0,0,33.60655737704918,610.0,4,41.59836065573771,174.0,2,33.60655737704918,610.0,4
orbeon-forms.csv,0,0,0,55.36480686695279,342.0,4,64.37768240343348,110.0,2,55.36480686695279,342.0,4
opal.csv,0,0,0,39.73214285714285,318.0,4,50.0,97.0,2,39.73214285714285,318.0,4
jruby.csv,0,0,0,76.99757869249395,593.0,4,72.88135593220339,183.0,2,76.99757869249395,593.0,4
rubinius.csv,0,0,0,73.18181818181819,320.0,4,78.18181818181819,106.0,2,73.18181818181819,320.0,4
