project,algorithm,batch_size,time_reqd,builds_reqd,total_delay,failures_found,failures_not_found,bad_builds,testall_size
cloud_controller_ng.csv,BATCH4,4,26.58505341334533,24.110671936758894,359,90.9090909090909,9.090909090909092,8,253
cloud_controller_ng.csv,BATCHSTOP4,4,26.192110125787604,23.320158102766797,517,84.84848484848484,15.151515151515152,15,253
cloud_controller_ng.csv,BATCHSTOP4,8,27.125159807950876,24.50592885375494,207,96.96969696969697,3.0303030303030303,4,253
cloud_controller_ng.csv,BATCHSTOP4,16,27.71800600344143,24.90118577075099,0,100.0,0.0,0,253
cloud_controller_ng.csv,BATCHSTOP4,32,27.71800600344143,24.90118577075099,0,100.0,0.0,0,253
cloud_controller_ng.csv,BATCHBISECT,1,24.75618961928218,17.391304347826086,1096,69.6969696969697,30.303030303030305,61,253
cloud_controller_ng.csv,BATCHBISECT,2,26.428231933123392,20.948616600790515,1063,69.6969696969697,30.303030303030305,36,253
cloud_controller_ng.csv,BATCHBISECT,4,26.192110125787604,23.320158102766797,517,84.84848484848484,15.151515151515152,15,253
cloud_controller_ng.csv,BATCHBISECT,8,27.125159807950876,24.50592885375494,207,96.96969696969697,3.0303030303030303,4,253
cloud_controller_ng.csv,BATCHBISECT,16,27.71800600344143,24.90118577075099,0,100.0,0.0,0,253
cloud_controller_ng.csv,BATCHBISECT,32,27.71800600344143,24.90118577075099,0,100.0,0.0,0,253
