project,algorithm,batch_size,time_reqd,builds_reqd,total_delay,failures_found,failures_not_found,bad_builds,testall_size
concerto.csv,BATCH4,4,17.39679919863186,14.827586206896552,235,80.0,20.0,54,290
concerto.csv,BATCHSTOP4,4,22.348517287285805,19.310344827586206,152,93.33333333333333,6.666666666666667,20,290
concerto.csv,BATCHSTOP4,8,25.795594032298666,21.724137931034484,0,100.0,0.0,0,290
concerto.csv,BATCHSTOP4,16,26.46020018632847,22.413793103448278,0,100.0,0.0,0,290
concerto.csv,BATCHSTOP4,32,28.265614092453177,24.82758620689655,0,100.0,0.0,0,290
concerto.csv,BATCHBISECT,1,24.992409320575803,17.93103448275862,584,80.0,20.0,80,290
concerto.csv,BATCHBISECT,2,24.212321035135115,17.93103448275862,587,80.0,20.0,80,290
concerto.csv,BATCHBISECT,4,22.348517287285805,19.310344827586206,152,93.33333333333333,6.666666666666667,20,290
concerto.csv,BATCHBISECT,8,25.795594032298666,21.724137931034484,0,100.0,0.0,0,290
concerto.csv,BATCHBISECT,16,26.46020018632847,22.413793103448278,0,100.0,0.0,0,290
concerto.csv,BATCHBISECT,32,28.265614092453177,24.82758620689655,0,100.0,0.0,0,290
