project,algorithm,batch_size,time_reqd,builds_reqd,total_delay,failures_found,failures_not_found,bad_builds,testall_size
sufia.csv,BATCH4,4,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHSTOP4,4,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHSTOP4,8,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHSTOP4,16,28.478168222850723,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHSTOP4,32,28.478168222850723,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,1,28.478168222850723,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,2,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,4,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,8,28.31932121963504,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,16,28.478168222850723,21.05263157894737,0,100.0,0.0,0,19
sufia.csv,BATCHBISECT,32,28.478168222850723,21.05263157894737,0,100.0,0.0,0,19
