project,algorithm,batch_size,time_reqd,builds_reqd,total_delay,failures_found,failures_not_found,bad_builds,testall_size
sonarqube.csv,BATCH4,4,24.170175839065,22.333333333333332,300,95.45454545454545,4.545454545454546,28,300
sonarqube.csv,BATCHSTOP4,4,21.26892000310884,19.666666666666668,331,90.9090909090909,9.090909090909092,61,300
sonarqube.csv,BATCHSTOP4,8,23.828264846078856,22.0,441,86.36363636363636,13.636363636363637,32,300
sonarqube.csv,BATCHSTOP4,16,25.9871937901571,24.333333333333332,388,90.9090909090909,9.090909090909092,7,300
sonarqube.csv,BATCHSTOP4,32,26.691516972236485,24.666666666666668,300,95.45454545454545,4.545454545454546,2,300
sonarqube.csv,BATCHBISECT,1,22.021344499039504,17.333333333333332,1024,81.81818181818181,18.181818181818183,88,300
sonarqube.csv,BATCHBISECT,2,21.974344741993978,18.333333333333332,989,81.81818181818181,18.181818181818183,79,300
sonarqube.csv,BATCHBISECT,4,21.26892000310884,19.666666666666668,331,90.9090909090909,9.090909090909092,61,300
sonarqube.csv,BATCHBISECT,8,23.828264846078856,22.0,441,86.36363636363636,13.636363636363637,32,300
sonarqube.csv,BATCHBISECT,16,25.9871937901571,24.333333333333332,388,90.9090909090909,9.090909090909092,7,300
sonarqube.csv,BATCHBISECT,32,26.691516972236485,24.666666666666668,300,95.45454545454545,4.545454545454546,2,300
