version,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits,tr_status
1,4215690,26,0,120,1,0,10,3,62,3,passed
1,4215692,26,0,120,1,0,10,3,62,3,passed
1,4317182,17,0,47,0,0,2,1,11,1,passed
1,4320774,23,0,4,1,0,4,1,10,1,passed
1,4341253,27,0,50,1,0,7,1,120,1,passed
1,4346118,0,0,701,1,0,24,1,196,1,passed
1,4346146,24,0,211,0,0,8,1,109,1,passed
1,4367585,17,0,0,0,0,4,1,71,1,passed
1,4381488,2,0,4,0,0,2,1,80,1,passed
1,4440969,0,0,0,1,0,0,1,0,1,passed
1,4441008,22,0,40,0,0,3,1,74,1,passed
1,4443727,40,0,22,0,0,3,1,33,1,passed
1,4463267,15,0,25,0,0,3,1,47,1,passed
1,4465341,14,0,5,1,0,4,1,102,1,passed
1,4505596,67,0,204,1,0,13,1,230,1,passed
1,4507875,2,0,41,0,0,3,1,121,1,passed
1,4508417,2,0,4,0,0,2,1,3,1,passed
1,4510069,11,0,30,0,0,4,2,74,2,passed
1,4511250,11,0,30,0,0,4,1,76,1,passed
1,4584521,16,0,2,0,0,3,1,58,1,passed
1,4607282,257,0,588,4,1,7,2,163,2,passed
1,4620626,7,0,0,0,0,1,1,4,1,passed
1,4620631,37,0,102,0,0,2,1,33,1,passed
1,4624581,134,0,320,0,1,3,2,60,2,passed
1,4648836,296,0,628,2,0,25,2,304,2,passed
1,4649118,121,0,108,2,0,22,1,158,1,passed
1,4649278,0,0,184,0,0,21,1,174,1,passed
1,4649631,0,0,2,0,0,1,1,39,1,passed
1,4649709,650,0,100,0,0,11,4,192,4,passed
1,4652280,0,0,0,0,0,1,1,9,1,passed
1,4652385,1096,0,197,1,28,25,5,224,5,passed
1,4652510,6,0,34,0,0,3,1,25,1,passed
1,4652638,41,0,393,0,0,3,2,103,2,passed
1,4655090,55,0,74,0,0,5,2,175,2,passed
1,4655377,12,0,172,0,0,2,1,29,1,passed
1,4656570,37,0,66,0,0,7,2,166,2,passed
1,4736470,11,0,71,0,0,2,1,81,1,passed
1,4755047,79,0,513,1,1,11,1,123,1,passed
1,4755987,9,0,77,0,0,2,1,63,1,passed
1,4756639,2,0,4,0,0,2,1,35,1,passed
1,4757498,0,0,2,0,0,1,1,18,1,passed
1,4757582,4,0,1,0,0,2,1,28,1,passed
1,4775616,5,0,2,0,0,2,1,13,1,passed
1,4777696,13,0,54,0,0,2,1,72,1,passed
1,4801752,5,0,0,0,0,1,1,4,1,passed
1,4825024,7,0,3,0,0,4,1,88,1,passed
1,4826818,7,0,3,0,0,4,1,89,1,passed
1,4827215,10,0,0,0,0,3,1,69,1,passed
1,4896641,0,0,19,0,0,1,1,11,1,passed
1,4919614,0,0,19,0,0,1,1,12,1,passed
1,4945883,25,0,49,0,0,9,1,273,1,passed
1,4945941,2,0,0,0,0,1,1,2,1,failed
1,4946338,2,0,0,0,0,1,1,3,1,passed
1,4962206,66,0,0,0,0,4,1,66,1,passed
1,4962261,66,0,0,0,0,4,1,67,1,passed
1,4963142,2,0,77,0,0,2,1,5,1,passed
1,4964707,2,0,0,0,0,1,1,21,1,passed
1,4969942,375,0,1171,4,0,12,9,209,9,failed
1,4989957,142,0,155,0,0,13,2,190,2,failed
1,4993509,337,0,36,0,0,4,1,121,1,failed
1,4993849,142,0,151,0,0,13,2,193,2,failed
1,5085741,7,0,4,0,0,3,1,36,1,failed
1,5089327,2,0,0,0,0,1,1,50,1,failed
1,5090151,13,0,76,0,0,3,1,121,1,failed
1,5111553,0,0,1,0,0,1,1,3,1,passed
1,5117583,0,0,0,0,0,0,1,0,1,passed
1,5117705,2,0,80,0,0,3,2,121,2,passed
1,5117884,12,0,76,0,0,3,1,125,1,passed
1,5118912,173,0,9,2,0,16,3,305,3,failed
1,5119180,0,0,7,0,0,1,1,8,1,passed
1,5120061,0,0,4,0,0,2,1,5,1,passed
1,5145336,25,0,401,0,0,7,2,105,2,passed
1,5147171,4,0,4,0,0,2,1,12,1,passed
1,5167120,6,0,6,0,0,3,1,95,1,passed
1,5167738,1,0,602,0,0,2,1,36,1,passed
1,5176058,271,0,468,14,1,19,12,302,12,passed
1,5232785,170,0,250,0,0,8,4,173,4,passed
1,5243878,2,0,1,0,0,2,1,3,1,passed
1,5301146,2,0,16,0,0,3,1,51,1,passed
1,5302042,357,0,1580,14,0,29,1,403,1,failed
1,5302302,0,0,0,0,0,1,1,2,1,passed
1,5302411,191,0,14,3,0,17,1,313,1,passed
