version,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits,tr_status
1,1161901,5,0,0,0,0,1,1,19,1,failed
1,1207132,2,0,0,2,0,1,3,0,3,passed
1,1275729,6,0,0,0,0,3,1,134,1,passed
1,1647860,5,0,0,0,0,1,1,2,1,failed
1,1647879,27,0,0,0,0,1,1,11,1,failed
5,19798143,9,0,0,0,0,1,1,1,1,passed
5,20280212,0,0,0,0,0,1,1,278,1,passed
5,20785180,2,0,0,0,0,1,1,30,1,passed
5,21016400,614,0,5,5,3,30,1,666,1,passed
5,21084507,96,0,0,0,0,4,1,38,1,passed
5,21173523,9271,0,187,50,1,83,1,402,1,failed
5,21248371,211,0,55,0,1,21,6,148,6,passed
5,21257400,348,0,0,3,0,18,1,195,1,passed
5,21260541,233,0,0,0,0,12,1,161,1,passed
5,21416478,37,0,0,0,0,1,1,4,1,passed
5,21416547,10,0,0,0,0,5,2,132,2,passed
5,21417326,0,0,0,0,0,1,1,33,1,passed
5,21442296,34,0,0,0,0,3,1,164,1,passed
5,21493878,35,0,0,0,0,2,1,9,1,passed
5,21678282,1754,0,101,7,0,53,1,319,1,passed
5,21739888,388,0,0,4,0,13,1,211,1,passed
5,21755521,872,0,0,2,1,40,1,243,1,passed
5,21759380,507,0,0,0,0,34,1,378,1,passed
5,21760689,252,0,14,0,2,7,2,166,2,passed
5,21930630,34,0,0,0,0,3,1,22,1,passed
5,22011090,0,0,0,0,0,1,1,7,1,passed
5,22019383,293,0,0,2,0,1,2,114,2,passed
5,22021379,217,0,0,2,0,1,1,117,1,passed
5,22291352,1504,0,106,13,0,46,1,628,1,passed
5,22424741,1498,0,106,13,0,46,1,631,1,passed
5,22432667,7,0,0,0,0,1,1,10,1,passed
5,22432789,327,0,0,0,0,28,1,333,1,passed
5,22440722,26,0,2,0,0,2,1,6,1,passed
5,22523248,2799,0,474,15,7,52,1,327,1,passed
5,22604781,554,0,0,2,0,16,1,198,1,passed
5,22610848,92,0,0,1,0,3,1,56,1,passed
5,22756138,205,0,0,1,0,11,1,227,1,passed
5,22775462,18,0,0,0,0,2,1,56,1,passed
5,22776019,2,0,0,0,0,1,1,44,1,passed
5,22915731,176,0,0,1,0,6,1,89,1,passed
5,22941810,196,0,0,1,0,8,1,144,1,passed
5,22957232,70,0,6,0,0,3,1,45,1,passed
5,23053193,70,0,6,0,0,3,1,46,1,passed
5,23053294,0,0,0,0,0,2,1,79,1,passed
5,23053863,22,0,0,0,0,3,1,97,1,passed
5,23059481,34,0,0,1,0,2,1,16,1,passed
5,23060096,18,0,0,0,0,3,1,35,1,passed
5,23100411,84,0,0,1,0,16,1,98,1,passed
5,23100927,1,0,0,0,0,1,1,2,1,passed
5,23581748,2480,0,16,16,0,41,2,290,2,passed
5,23582647,8,0,0,0,0,2,1,28,1,passed
5,23602472,170,0,76,0,4,6,1,218,1,passed
5,23603860,339,0,0,2,1,4,1,64,1,passed
5,23767313,688,0,0,3,0,13,1,469,1,passed
5,24708101,543,0,0,2,0,1,1,28,1,passed
