version,tr_build_id,git_diff_src_churn,gh_num_commit_comments,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,git_num_all_built_commits,gh_num_commits_on_files_touched,git_num_all_built_commits,tr_status
1,869289,0,0,0,1,0,0,1,0,1,failed
1,869319,0,0,0,0,0,1,1,1,1,failed
1,869322,0,0,0,0,0,1,1,2,1,failed
1,869392,0,0,5,0,0,2,2,32,2,failed
1,869572,27,0,14,0,1,1,1,7,1,failed
1,869666,0,0,4,0,0,1,1,30,1,failed
1,869879,3,0,2,0,0,2,2,440,2,failed
1,869950,0,0,0,0,0,1,1,4,1,failed
1,870006,0,0,0,0,0,1,1,5,1,failed
1,870133,0,0,0,0,0,1,1,6,1,passed
1,872592,22,0,2,0,0,5,2,361,2,failed
1,872776,0,0,2,0,0,1,1,2,1,passed
1,872956,23,0,0,0,0,1,1,2,1,passed
1,874000,258,0,0,2,0,6,2,4,2,passed
1,875257,1,0,0,0,0,1,1,8,1,passed
1,875580,14,0,0,0,0,1,1,3,1,passed
1,875837,15,0,0,0,0,2,1,2,1,passed
1,878314,169,0,0,0,0,4,1,4,1,passed
1,883046,528,0,0,1,0,4,2,5,2,passed
1,883195,0,0,0,134,0,26,1,249,1,passed
1,884798,22,0,0,0,0,1,1,13,1,passed
1,897488,223,0,0,0,2,6,1,7,1,passed
1,897494,1,0,15,3,0,1,2,19,2,passed
1,902764,173,0,0,0,0,1,1,318,1,passed
1,902776,0,0,1,0,0,1,1,2,1,passed
1,903767,4,0,0,0,0,2,1,70,1,passed
1,904432,0,0,0,0,0,2,1,845,1,passed
1,910089,152,0,10,1,0,3,1,6,1,passed
1,924167,64,0,0,0,0,2,2,12,2,passed
1,927165,0,0,0,0,0,1,1,108,1,passed
1,930255,7,0,0,0,0,2,2,346,2,passed
1,931378,16,0,0,0,0,1,1,19,1,passed
1,932038,46,0,0,0,0,3,1,290,1,passed
1,933939,0,0,16,1,0,0,1,0,1,passed
1,937870,6,0,0,0,0,1,1,26,1,passed
1,937926,2,0,0,0,0,1,1,23,1,passed
1,938574,15,0,6,0,0,3,1,19,1,passed
1,954824,15,0,0,0,0,1,1,427,1,passed
1,955018,462,0,0,0,0,14,3,352,3,passed
1,955954,0,0,31,4,0,0,2,0,2,passed
1,957387,3,0,0,0,0,1,1,431,1,passed
1,964444,75,0,0,0,0,1,1,66,1,passed
1,964655,2,0,0,0,0,1,1,67,1,passed
1,964811,2,0,0,0,0,1,1,22,1,passed
1,964850,2,0,0,0,0,1,1,23,1,passed
1,971696,30,0,0,0,0,2,1,30,1,passed
1,977045,0,0,0,0,0,1,1,11,1,passed
1,977624,0,0,0,0,0,1,1,7,1,passed
1,977638,0,0,0,0,0,1,1,8,1,passed
1,984160,0,0,54,0,0,1,1,85,1,passed
1,986251,42,0,0,0,0,1,1,88,1,passed
1,986472,7,0,0,0,0,1,1,21,1,passed
1,986599,2,0,0,0,0,1,1,1,1,passed
1,991646,0,0,0,0,0,19,1,113,1,passed
1,991790,0,0,1,0,0,1,1,41,1,passed
1,992622,757,0,0,0,0,16,2,79,2,passed
1,999813,8,0,0,0,0,2,2,314,2,passed
1,999946,0,0,6,0,0,1,1,3,1,failed
1,1006345,56,0,0,0,0,1,1,17,1,passed
1,1008460,283,0,0,0,0,5,2,294,2,passed
1,1012139,16,0,0,0,0,1,1,3,1,passed
1,1017697,2,0,35,2,0,1,2,428,2,passed
1,1018823,79,0,0,0,0,6,1,2,1,passed
1,1019492,128,0,0,0,0,13,2,8,2,passed
1,1020070,77,0,0,1,0,2,1,4,1,passed
