tr_build_id,gh_team_size,git_diff_src_churn,git_diff_test_churn,gh_diff_files_modified,gh_build_started_at,tr_status
4215685,57,26,120,10,2013-01-17 20:55:32,passed
4215690,57,26,120,10,2013-01-17 21:11:21,passed
4215692,57,26,120,10,2013-01-17 21:34:31,passed
4317182,58,17,47,2,2013-01-22 22:41:07,passed
4320774,59,23,4,4,2013-01-23 01:27:23,passed
4341253,59,27,50,7,2013-01-23 21:34:51,passed
4346118,60,0,701,24,2013-01-24 02:06:51,passed
4346146,60,24,211,8,2013-01-24 02:07:24,passed
4367585,60,17,0,4,2013-01-25 00:30:27,passed
4381488,60,2,4,2,2013-01-25 17:49:31,passed
4440969,60,0,0,0,2013-01-28 23:45:17,passed
4441008,60,22,40,3,2013-01-28 23:50:32,passed
4443727,60,40,22,3,2013-01-29 02:44:49,passed
4463267,60,15,25,3,2013-01-29 22:57:05,passed
4465341,60,14,5,4,2013-01-30 00:49:13,passed
4505596,61,67,204,13,2013-01-31 22:56:52,passed
4507875,61,2,41,3,2013-02-01 01:18:06,passed
4508417,61,2,4,2,2013-02-01 01:57:39,passed
4510069,61,11,30,4,2013-02-01 03:50:02,passed
4511250,62,11,30,4,2013-02-01 05:40:18,passed
4584521,62,16,2,3,2013-02-05 01:57:02,passed
4607282,62,257,588,7,2013-02-06 02:00:20,passed
4620626,62,7,0,1,2013-02-06 16:37:51,passed
4620631,62,37,102,2,2013-02-06 16:38:43,passed
4624581,62,134,320,3,2013-02-06 19:41:58,passed
4648836,63,296,628,25,2013-02-07 19:35:20,passed
4649118,63,121,108,22,2013-02-07 19:43:03,passed
4649278,63,0,184,21,2013-02-07 19:54:03,passed
4649631,63,0,2,1,2013-02-07 20:13:40,passed
4649709,63,650,100,11,2013-02-07 20:15:33,passed
4652280,63,0,0,1,2013-02-07 22:07:01,passed
4652385,63,1096,197,25,2013-02-07 22:13:56,passed
4652510,63,6,34,3,2013-02-07 22:20:12,passed
4652638,63,41,393,3,2013-02-07 22:31:31,passed
4655090,63,55,74,5,2013-02-08 00:12:36,passed
4655377,63,12,172,2,2013-02-08 00:21:06,passed
4656570,63,37,66,7,2013-02-08 01:31:18,passed
4736470,63,11,71,2,2013-02-12 02:10:15,passed
4755047,63,79,513,11,2013-02-12 21:33:25,passed
4755987,63,9,77,2,2013-02-12 22:16:58,passed
4756639,63,2,4,2,2013-02-12 22:41:32,passed
4757498,63,0,2,1,2013-02-12 23:24:38,passed
4757582,63,4,1,2,2013-02-12 23:37:00,passed
4775616,63,5,2,2,2013-02-13 18:23:05,passed
4777696,63,13,54,2,2013-02-13 20:14:38,passed
4801752,64,5,0,1,2013-02-15 00:21:15,passed
4825024,65,7,3,4,2013-02-15 21:27:45,passed
4826818,65,7,3,4,2013-02-15 22:58:49,passed
4827215,65,10,0,3,2013-02-15 23:16:08,passed
4896641,65,0,19,1,2013-02-19 07:23:41,passed
4919614,66,0,19,1,2013-02-20 03:29:20,passed
4945883,66,25,49,9,2013-02-21 01:29:17,passed
4945941,66,2,0,1,2013-02-21 01:31:01,failed
4946338,66,2,0,1,2013-02-21 01:59:14,passed
4962206,67,66,0,4,2013-02-21 17:52:39,passed
4962261,67,66,0,4,2013-02-21 17:54:15,passed
4963142,67,2,77,2,2013-02-21 18:33:13,passed
4964707,67,2,0,1,2013-02-21 19:41:14,passed
4969942,67,375,1171,12,2013-02-21 23:41:25,failed
4989957,67,142,155,13,2013-02-22 20:48:22,failed
4993509,67,337,36,4,2013-02-23 00:03:52,failed
4993849,67,142,151,13,2013-02-23 00:18:46,failed
5085741,67,7,4,3,2013-02-26 22:19:29,failed
5089327,67,2,0,1,2013-02-27 00:43:00,failed
5090151,67,13,76,3,2013-02-27 01:28:18,failed
5111553,67,0,1,1,2013-02-27 18:42:08,passed
5117583,67,0,0,0,2013-02-27 22:18:57,passed
5117705,67,2,80,3,2013-02-27 22:26:41,passed
5117884,67,12,76,3,2013-02-27 22:34:37,passed
5118912,67,173,9,16,2013-02-27 23:13:07,failed
5119180,67,0,7,1,2013-02-27 23:21:43,passed
5120061,67,0,4,2,2013-02-28 00:06:50,passed
5145336,67,25,401,7,2013-02-28 22:03:36,passed
5147171,67,4,4,2,2013-02-28 23:25:43,passed
5167120,67,6,6,3,2013-03-01 18:01:46,passed
5167738,67,1,602,2,2013-03-01 18:24:55,passed
5176058,67,271,468,19,2013-03-02 00:24:01,passed
5232785,67,170,250,8,2013-03-05 04:29:35,passed
5243878,67,2,1,2,2013-03-05 11:40:49,passed
5301146,67,2,16,3,2013-03-07 00:25:30,passed
5302042,67,357,1580,29,2013-03-07 01:27:23,failed
5302302,67,0,0,1,2013-03-07 01:40:46,passed
5302411,67,191,14,17,2013-03-07 01:49:45,passed
5327991,67,106,44,1,2013-03-07 22:35:22,passed
5330550,67,125,219,11,2013-03-08 00:26:36,failed
5331440,67,7,2,2,2013-03-08 01:20:08,passed
5345377,68,49,0,1,2013-03-08 15:54:00,passed
5350262,68,7,40,4,2013-03-08 19:01:02,passed
5357074,68,1,0,1,2013-03-08 23:27:43,passed
5357303,68,4,0,1,2013-03-08 23:34:25,passed
5362269,68,1,0,1,2013-03-09 08:26:05,passed
5370270,68,12,0,1,2013-03-09 18:22:16,passed
5406751,68,6,0,1,2013-03-11 11:03:36,passed
5407042,68,0,0,1,2013-03-11 11:19:40,passed
5416507,68,2,0,1,2013-03-11 17:41:21,passed
5417119,68,2,57,2,2013-03-11 18:01:26,passed
5424944,68,6,24,2,2013-03-12 00:05:50,passed
5445879,68,6,24,2,2013-03-12 17:11:20,passed
5446690,68,2,0,1,2013-03-12 19:24:43,failed
5446714,68,0,0,1,2013-03-12 19:40:38,failed
5446758,68,6,0,1,2013-03-12 20:04:56,failed
5453490,68,41,3,4,2013-03-13 00:07:38,passed
5456362,68,0,24,2,2013-03-13 00:16:20,passed
5464335,68,1,9,2,2013-03-13 08:44:19,passed
5485022,68,18,16,7,2013-03-13 22:45:31,passed
5503617,68,0,2,1,2013-03-14 16:29:28,passed
5505336,68,2,2,2,2013-03-14 17:35:36,passed
5510956,69,1,9,2,2013-03-14 21:28:24,failed
5512653,69,1,9,2,2013-03-14 22:26:44,passed
5534134,69,1,15,2,2013-03-15 18:25:53,passed
5534628,69,103,332,12,2013-03-15 18:46:53,failed
5538594,69,61,88,5,2013-03-15 21:53:19,passed
5539054,69,0,20,1,2013-03-15 22:32:15,passed
5600988,69,4,0,2,2013-03-18 17:56:21,passed
5601336,69,18,0,0,2013-03-18 18:08:52,failed
5606647,69,2,0,1,2013-03-18 21:04:37,passed
5606893,69,1,15,2,2013-03-18 21:12:01,passed
5631832,69,2,0,1,2013-03-19 17:22:09,passed
5640029,69,4,7,3,2013-03-19 22:02:15,passed
5663594,69,0,31,1,2013-03-20 17:14:22,passed
5665521,69,170,1001,8,2013-03-20 18:29:20,passed
5666232,69,4,38,4,2013-03-20 18:55:31,passed
5666398,69,7,11,7,2013-03-20 19:02:23,passed
5666976,69,0,77,1,2013-03-20 19:23:48,failed
5670665,69,0,9,1,2013-03-20 21:30:54,passed
5672054,69,7,13,2,2013-03-20 22:16:31,passed
5674646,69,14,50,4,2013-03-21 00:31:52,passed
5699111,70,6,0,1,2013-03-21 21:21:21,failed
5699360,70,6,0,1,2013-03-21 21:30:41,passed
5731485,70,332,556,27,2013-03-23 01:02:57,passed
5731531,70,332,556,27,2013-03-23 01:07:53,passed
5786403,70,332,556,27,2013-03-25 17:23:20,passed
5794682,70,10,38,5,2013-03-25 22:31:50,passed
