tr_build_id,gh_team_size,git_diff_src_churn,git_diff_test_churn,gh_diff_files_modified,gh_build_started_at,tr_status
18339888,43,13,36,2,2014-02-06 12:45:50,failed
18408353,42,65,151,16,2014-02-07 11:46:50,failed
18429447,42,37,6,3,2014-02-07 17:50:10,failed
18450519,42,90,127,6,2014-02-07 23:47:12,failed
18482868,42,15,25,3,2014-02-08 17:08:13,failed
18516775,42,0,0,1,2014-02-09 09:48:14,failed
18517119,42,28,0,5,2014-02-09 10:03:59,failed
18576580,42,66,0,4,2014-02-10 12:49:37,failed
18665320,42,2,5,2,2014-02-11 16:56:01,failed
18717791,42,66,0,4,2014-02-12 10:04:46,failed
18717837,42,2,5,2,2014-02-12 10:05:02,failed
18721524,42,1,0,1,2014-02-12 11:17:06,failed
18728842,42,0,0,1,2014-02-12 13:32:42,failed
18804650,41,0,4,2,2014-02-13 13:14:22,failed
18804875,41,0,4,2,2014-02-13 13:16:36,failed
18929090,40,57,35,4,2014-02-15 11:23:11,failed
19001873,40,0,29,2,2014-02-16 22:59:43,failed
19126768,38,57,35,4,2014-02-18 17:42:23,failed
19128240,38,0,0,1,2014-02-18 18:05:19,failed
19139719,38,2,0,1,2014-02-18 20:48:56,failed
19168302,38,0,0,1,2014-02-19 08:12:32,failed
19181397,37,0,0,1,2014-02-19 13:06:55,failed
19245944,37,0,0,1,2014-02-20 09:54:20,failed
19246529,37,0,0,1,2014-02-20 10:02:40,failed
19246829,37,0,0,1,2014-02-20 10:07:20,failed
19307430,37,0,4,139,2014-02-21 03:00:45,failed
19314448,39,0,24,1,2014-02-21 06:32:47,failed
19316426,39,0,0,1,2014-02-21 07:30:12,failed
19318371,39,0,0,1,2014-02-21 08:19:53,failed
19319717,39,0,0,1,2014-02-21 08:53:01,failed
19319803,39,0,0,1,2014-02-21 08:54:37,failed
19319822,39,0,0,1,2014-02-21 08:56:15,failed
19332739,39,2,0,1,2014-02-21 13:33:15,failed
19435702,38,4,0,2,2014-02-23 11:04:45,failed
19486481,38,0,24,1,2014-02-24 10:09:18,failed
19518363,38,0,0,1,2014-02-24 18:25:43,failed
19596659,37,0,0,1,2014-02-25 18:09:26,failed
19712798,37,12,38,1,2014-02-27 08:42:34,failed
19745148,38,120,69,2,2014-02-27 17:27:42,failed
19789002,39,118,0,2,2014-02-28 08:45:27,failed
19793221,39,2,0,1,2014-02-28 10:12:24,failed
19795179,39,73,120,3,2014-02-28 10:52:20,failed
19809105,39,0,0,1,2014-02-28 14:56:44,failed
19829170,39,25,8,2,2014-02-28 20:05:27,failed
19832482,39,0,0,1,2014-02-28 21:10:58,failed
19835421,39,36,51,3,2014-02-28 22:02:37,failed
19842336,40,61,59,3,2014-03-01 00:03:41,failed
19914901,40,1284,0,7,2014-03-02 13:48:50,failed
19966201,41,12,38,1,2014-03-03 10:59:49,failed
19973001,41,120,69,2,2014-03-03 13:11:19,failed
20055469,44,118,0,2,2014-03-04 14:06:33,failed
20058878,44,9,0,1,2014-03-04 14:54:29,failed
20127711,44,0,0,1,2014-03-05 12:08:06,failed
20178437,44,0,0,2,2014-03-06 01:05:03,failed
20196274,44,177,72,2,2014-03-06 09:42:40,failed
20247182,44,737,217,8,2014-03-06 23:11:04,failed
20247404,44,40,0,2,2014-03-06 23:14:13,failed
20283248,44,2864,1070,7,2014-03-07 13:31:40,failed
20294510,44,2,0,1,2014-03-07 16:24:31,failed
20339974,44,0,0,1,2014-03-08 10:43:38,failed
20403775,46,105,40,3,2014-03-09 17:23:26,failed
20452985,46,3034,730,19,2014-03-10 13:13:12,failed
20460642,47,177,72,2,2014-03-10 15:11:52,failed
20494730,47,175,0,2,2014-03-10 23:31:13,failed
20541866,47,0,0,1,2014-03-11 16:00:41,failed
20548883,47,909,113,10,2014-03-11 17:30:45,failed
20578480,47,133,0,2,2014-03-12 02:32:31,failed
20639678,48,24,22,2,2014-03-12 20:53:41,failed
20654097,48,24,22,2,2014-03-13 00:42:01,failed
20772562,48,0,0,4,2014-03-14 14:57:22,failed
20774474,48,0,0,2,2014-03-14 15:20:37,failed
20784677,48,0,0,1,2014-03-14 17:35:45,failed
20787297,48,0,0,1,2014-03-14 18:08:35,failed
20821566,48,2,0,1,2014-03-15 09:39:03,failed
20821946,48,4,0,2,2014-03-15 09:51:04,failed
20861396,48,12,0,1,2014-03-16 03:13:21,failed
20917016,48,3153,774,19,2014-03-17 06:52:57,failed
20917166,48,0,9,1,2014-03-17 06:59:43,failed
20924050,48,27,69,2,2014-03-17 09:45:29,failed
20927215,48,618,0,11,2014-03-17 10:48:09,failed
20928536,48,262,91,4,2014-03-17 11:17:32,failed
21005779,48,262,91,4,2014-03-18 10:26:04,failed
21008152,48,60,25,3,2014-03-18 11:09:28,failed
21044501,49,0,0,6,2014-03-18 19:51:52,failed
21047144,49,0,0,26,2014-03-18 20:30:37,failed
21052247,49,0,0,0,2014-03-18 21:40:39,failed
21069460,49,31,39,1,2014-03-19 03:08:31,failed
21112561,49,0,0,3,2014-03-19 17:04:01,failed
21116279,49,0,0,1,2014-03-19 18:05:02,failed
21121151,49,10,0,1,2014-03-19 19:14:06,failed
21141919,49,40,0,24,2014-03-20 00:18:46,failed
21180715,50,206,0,14,2014-03-20 14:50:53,failed
21218254,50,780,0,17,2014-03-20 23:33:37,failed
21247932,50,0,0,1,2014-03-21 12:12:57,failed
21247972,50,0,0,4,2014-03-21 12:14:16,failed
21253744,50,0,0,4,2014-03-21 14:00:49,failed
21292516,50,0,0,2,2014-03-21 23:43:48,failed
21313208,50,0,0,4,2014-03-22 13:12:20,failed
21313242,50,31,39,1,2014-03-22 13:14:20,failed
21313385,50,68,135,10,2014-03-22 13:18:27,failed
21314671,50,22,46,2,2014-03-22 13:58:21,failed
21412403,50,2864,1070,7,2014-03-24 09:37:16,failed
21428565,50,127,97,11,2014-03-24 14:13:54,failed
21517285,50,0,0,1,2014-03-25 15:39:51,failed
21545172,51,0,0,1,2014-03-25 21:49:12,failed
21611885,52,260,147,19,2014-03-26 17:53:34,failed
21628019,53,82,117,6,2014-03-26 21:39:03,failed
21776058,53,260,147,19,2014-03-28 17:11:21,failed
21827873,53,0,0,1,2014-03-29 14:47:42,failed
21876329,53,9,0,1,2014-03-30 14:45:38,failed
22478016,54,108,0,3,2014-04-07 20:54:45,failed
22524205,54,837,70,8,2014-04-08 12:34:33,failed
22543351,54,108,0,3,2014-04-08 16:52:18,failed
22606124,54,37,0,10,2014-04-09 12:38:40,failed
22613424,54,0,0,3,2014-04-09 14:27:47,failed
22722834,53,6,0,1,2014-04-10 20:26:10,failed
22778883,53,0,2,1,2014-04-11 14:43:13,failed
22874321,53,2349,1912,14,2014-04-13 07:36:07,passed
22894984,53,93,71,5,2014-04-13 17:34:29,failed
22930211,53,837,70,8,2014-04-14 07:26:53,failed
22932107,53,0,0,3,2014-04-14 08:08:31,passed
22963312,53,1295,339,22,2014-04-14 15:51:53,passed
23007934,53,0,0,1,2014-04-15 03:44:14,failed
23035873,53,0,74,4,2014-04-15 13:09:49,passed
23110037,53,357,91,3,2014-04-16 10:32:01,failed
23121536,53,308,354,8,2014-04-16 13:38:38,passed
23194158,53,10,63,2,2014-04-17 10:26:37,passed
23326795,53,0,0,0,2014-04-19 08:20:18,passed
23328392,53,3,0,1,2014-04-19 09:15:06,passed
23430741,53,14,0,1,2014-04-21 13:44:13,passed
23496345,54,27,12,3,2014-04-22 10:09:21,failed
23498494,54,5,16,2,2014-04-22 10:46:29,passed
23498931,54,1732,162,60,2014-04-22 10:55:40,passed
23500010,54,5,0,1,2014-04-22 11:17:58,failed
23568570,54,1723,432,64,2014-04-23 06:17:16,failed
23575784,54,0,13,2,2014-04-23 08:47:24,failed
23575801,54,0,13,2,2014-04-23 08:48:11,failed
23577869,54,104,0,2,2014-04-23 09:24:42,failed
23581960,54,68,0,2,2014-04-23 10:41:53,failed
23887668,54,16,25,2,2014-04-27 20:50:58,failed
23916616,54,0,0,0,2014-04-28 09:09:53,failed
23944510,54,21,0,1,2014-04-28 16:02:31,failed
24116144,54,4,0,1,2014-04-30 16:23:13,failed
24124522,54,4,0,1,2014-04-30 18:10:06,passed
24126441,54,6,0,1,2014-04-30 18:38:42,passed
24164264,55,0,30,1,2014-05-01 07:15:33,passed
24165155,55,20,0,1,2014-05-01 07:40:49,passed
24211102,55,2,0,2,2014-05-01 19:56:25,passed
24322748,55,0,0,1,2014-05-03 06:46:44,passed
24327574,55,16,0,1,2014-05-03 10:04:00,failed
24332299,55,2,82,1,2014-05-03 12:39:12,passed
24465275,55,0,0,1,2014-05-05 16:18:26,failed
24614514,55,2197,888,16,2014-05-07 10:47:43,passed
24615311,55,58,68,7,2014-05-07 11:04:04,failed
24615578,55,0,0,2,2014-05-07 11:10:37,failed
24922194,55,8,25,3,2014-05-11 16:51:22,passed
25023542,55,2191,913,17,2014-05-12 23:48:01,passed
25024275,55,0,0,1,2014-05-13 00:01:05,passed
25024663,55,0,0,1,2014-05-13 00:09:10,passed
25065851,55,44,0,1,2014-05-13 12:56:55,failed
25089857,55,0,0,2,2014-05-13 17:41:59,failed
25209590,55,736,244,3,2014-05-15 02:36:59,failed
25237176,55,115,0,10,2014-05-15 12:05:22,failed
25289880,55,0,0,6,2014-05-15 23:26:44,failed
25311474,55,115,0,10,2014-05-16 08:18:14,failed
25353514,55,58,68,7,2014-05-16 18:00:33,failed
25768732,55,145,0,5,2014-05-22 08:55:26,failed
25811524,55,305,494,12,2014-05-22 18:14:18,failed
25848943,55,3,81,1,2014-05-23 07:15:03,failed
25854862,55,55,0,2,2014-05-23 09:11:12,passed
25863732,55,3,81,1,2014-05-23 11:39:50,passed
25991259,55,2,0,1,2014-05-25 14:21:27,failed
25991428,55,8,0,1,2014-05-25 14:24:29,passed
26060610,55,97,145,3,2014-05-26 16:11:56,passed
26099334,55,0,4,1,2014-05-27 05:01:56,passed
26108934,55,0,4,1,2014-05-27 08:32:23,failed
26127194,55,0,0,1,2014-05-27 13:09:39,failed
26127814,55,0,0,4,2014-05-27 13:17:18,failed
26134487,55,982,592,21,2014-05-27 14:35:39,failed
26165752,54,20,0,3,2014-05-27 21:04:23,failed
26196079,53,0,0,1,2014-05-28 08:40:18,failed
26200427,53,0,0,1,2014-05-28 09:50:02,passed
26238930,53,13,68,4,2014-05-28 18:18:09,passed
26241123,53,0,0,6,2014-05-28 18:50:47,passed
26309260,53,85,94,5,2014-05-29 15:36:31,failed
26374678,54,19,12,3,2014-05-30 10:51:18,passed
26463503,54,12190,0,7,2014-05-31 17:18:40,failed
26511293,54,371,355,18,2014-06-01 15:29:45,failed
26594176,54,321,476,12,2014-06-02 17:13:08,failed
26744705,54,5,23,5,2014-06-04 09:49:50,failed
26793060,54,51,1,2,2014-06-04 20:04:44,failed
26807028,54,0,0,6,2014-06-04 23:09:15,failed
26831521,54,0,0,1,2014-06-05 08:19:45,passed
26840993,54,669,235,9,2014-06-05 10:25:57,passed
26852105,54,45,74,2,2014-06-05 13:10:57,passed
26992016,54,0,0,46,2014-06-07 01:23:14,passed
27137147,54,51,21,6,2014-06-09 15:04:58,passed
27179274,54,33,0,10,2014-06-10 00:06:28,failed
27182406,54,1,0,1,2014-06-10 01:20:53,failed
27201502,54,39,49,2,2014-06-10 09:11:12,passed
27218689,54,714,309,11,2014-06-10 13:32:34,passed
27218751,54,46,214,2,2014-06-10 13:33:49,passed
27270317,54,2477,435,14,2014-06-11 00:38:33,failed
27334490,53,48,116,2,2014-06-11 18:09:47,failed
27394362,53,160,117,3,2014-06-12 11:11:33,passed
27406765,53,48,116,2,2014-06-12 14:04:54,passed
27413553,53,160,117,3,2014-06-12 15:19:09,passed
27436397,52,0,0,1,2014-06-12 20:08:37,failed
27466376,52,87,0,7,2014-06-13 06:17:15,passed
27680219,52,0,0,1,2014-06-16 13:24:31,passed
27693087,52,27,0,2,2014-06-16 15:53:09,passed
27698123,52,2341,435,14,2014-06-16 16:49:19,failed
27746468,52,204,305,1,2014-06-17 06:41:30,passed
27755249,52,0,0,1,2014-06-17 09:23:00,passed
27761262,52,0,0,1,2014-06-17 10:46:03,passed
27782723,52,161,30,23,2014-06-17 15:18:24,passed
27911897,52,56,91,4,2014-06-18 23:05:34,failed
27921718,52,10873,3144,176,2014-06-19 02:29:19,failed
27922140,52,29,62,3,2014-06-19 02:38:17,failed
27947635,52,4,0,1,2014-06-19 11:43:41,passed
28001955,52,0,0,1,2014-06-19 23:46:19,passed
28002649,52,0,0,1,2014-06-20 00:00:51,failed
28034816,52,4,0,5,2014-06-20 11:24:00,passed
28040308,52,29,62,3,2014-06-20 12:51:42,failed
28041304,52,0,0,1,2014-06-20 13:06:59,failed
28214475,49,0,0,1,2014-06-23 11:22:18,passed
28275730,49,4,0,1,2014-06-24 01:30:58,passed
28299260,49,2120,335,16,2014-06-24 09:45:25,failed
28318607,49,21,64,4,2014-06-24 14:20:57,failed
28372988,49,46,4,2,2014-06-25 02:56:44,failed
28551787,48,88,86,3,2014-07-03 23:03:34,passed
28564816,48,2,0,1,2014-06-27 06:17:59,failed
28568628,48,0,2,1,2014-06-27 07:43:24,passed
28578365,48,0,0,7,2014-06-27 10:21:59,failed
28637604,48,56,91,5,2014-06-28 00:12:57,failed
28745519,48,0,2,1,2014-06-30 03:23:46,passed
28753703,48,0,0,7,2014-06-30 07:06:49,passed
29013471,48,0,2,1,2014-07-02 23:24:18,passed
