tr_build_id,gh_team_size,git_diff_src_churn,git_diff_test_churn,gh_diff_files_modified,gh_build_started_at,tr_status
24071478,38,78,0,9,2014-04-30 03:41:09,passed
24073185,38,2,0,1,2014-04-30 04:30:37,passed
24077532,37,2,0,1,2014-04-30 06:27:06,passed
24083551,37,3,0,2,2014-04-30 08:31:53,passed
24106417,37,79,0,6,2014-04-30 14:28:20,passed
24116959,37,145,0,1,2014-04-30 16:36:11,passed
24121464,37,0,3,1,2014-04-30 17:30:22,passed
24155393,37,11,0,5,2014-05-01 03:08:25,passed
24199412,37,153,0,4,2014-05-01 17:19:59,passed
24200245,37,1,0,1,2014-05-01 17:29:08,passed
24206888,37,1616,0,42,2014-05-01 19:03:47,passed
24230453,37,356,0,17,2014-05-02 00:20:36,passed
24232208,37,0,0,1,2014-05-02 00:55:37,passed
24235783,37,110,0,24,2014-05-02 02:19:59,passed
24238061,37,221,0,17,2014-05-02 03:31:51,passed
24242155,37,2,0,1,2014-05-02 05:33:48,passed
24246478,37,94,0,5,2014-05-02 07:36:39,passed
24275191,37,286,0,20,2014-05-02 15:17:24,passed
24275324,37,68,0,11,2014-05-02 15:19:33,passed
24279696,37,2,0,1,2014-05-02 16:20:45,passed
24299402,37,402,42,71,2014-05-02 20:29:24,passed
24301246,37,13,0,2,2014-05-02 20:59:46,passed
24309201,37,21,0,3,2014-05-02 22:41:34,failed
24341109,37,5,0,1,2014-05-03 16:18:03,passed
24355116,37,101,0,2,2014-05-03 21:11:30,passed
24360080,37,377,0,8,2014-05-03 23:20:21,passed
24361565,37,907,0,21,2014-05-04 00:18:42,passed
24393683,37,300,0,8,2014-05-04 16:19:35,passed
24407584,37,234,0,25,2014-05-04 20:57:12,passed
24430381,37,6,0,1,2014-05-05 06:25:15,passed
24453087,37,78,0,8,2014-05-05 13:48:28,passed
24494901,37,329,8,8,2014-05-05 23:18:45,passed
24494997,37,1,0,1,2014-05-05 23:20:37,passed
24496668,37,1526,8,144,2014-05-05 23:59:41,passed
24498225,37,228,0,3,2014-05-06 00:29:44,passed
24498584,37,10,0,1,2014-05-06 00:41:57,passed
24499741,37,69,0,1,2014-05-06 01:20:47,passed
24500523,37,56,0,2,2014-05-06 01:46:40,passed
24550743,37,25,0,4,2014-05-06 16:32:49,passed
24565665,37,563,0,21,2014-05-06 19:38:16,passed
24565750,37,42,0,3,2014-05-06 19:39:35,passed
24580398,37,31,0,2,2014-05-06 22:37:47,passed
24581253,37,1,0,1,2014-05-06 22:52:31,passed
24582041,37,489,21,12,2014-05-06 23:05:47,failed
24582614,37,1,0,1,2014-05-06 23:16:20,passed
24591263,37,378,12,49,2014-05-07 02:49:57,passed
24593195,37,30,0,1,2014-05-07 03:34:39,passed
24596102,37,4,0,1,2014-05-07 04:56:33,passed
24650357,37,12,0,1,2014-05-07 18:42:36,passed
24660671,37,77,16,12,2014-05-07 21:01:28,failed
24662529,37,32,0,9,2014-05-07 21:28:13,passed
24666556,37,13,0,3,2014-05-07 22:30:17,passed
24670096,37,64,0,1,2014-05-07 23:38:31,passed
24674342,37,212,0,5,2014-05-08 01:17:39,passed
24674665,37,1,0,1,2014-05-08 01:24:37,passed
24675872,37,54,0,5,2014-05-08 02:04:51,passed
24677160,37,217,0,28,2014-05-08 02:44:18,passed
24677623,37,19,0,1,2014-05-08 03:01:01,passed
24681383,37,0,0,1,2014-05-08 04:44:24,passed
24688524,37,116,0,14,2014-05-08 07:36:24,passed
24707969,37,965,8,3,2014-05-08 12:41:01,passed
24748343,37,183,0,7,2014-05-08 21:20:55,passed
24754634,37,6,0,1,2014-05-08 22:58:32,passed
24755393,37,96,0,2,2014-05-08 23:15:27,passed
24756949,37,2,0,2,2014-05-08 23:46:18,passed
24757644,37,39,0,0,2014-05-09 00:00:47,passed
24761823,37,5,0,1,2014-05-09 01:50:50,passed
24762903,37,36,0,1,2014-05-09 02:19:12,passed
24764115,37,6,0,1,2014-05-09 02:54:24,passed
24767785,37,24,0,3,2014-05-09 04:31:42,passed
24768864,37,7,26,1,2014-05-09 05:04:41,passed
24779963,37,384,0,5,2014-05-09 08:59:33,passed
24787247,37,0,0,1,2014-05-09 10:50:11,passed
24788388,37,2,0,1,2014-05-09 11:15:26,passed
24818104,37,110,0,6,2014-05-09 18:15:17,passed
24839125,37,31,0,4,2014-05-10 00:06:33,passed
24876124,37,149,31,28,2014-05-10 18:19:50,passed
24883109,37,847,0,54,2014-05-10 20:41:41,passed
24883178,37,4,0,1,2014-05-10 20:43:08,passed
24885565,37,139,0,37,2014-05-10 21:36:22,passed
24887805,37,97,0,23,2014-05-10 22:40:36,passed
24889389,37,4,0,1,2014-05-10 23:31:36,passed
24918362,37,2,0,1,2014-05-11 15:29:00,passed
24933396,37,230,0,16,2014-05-11 21:08:36,passed
24936681,37,317,454,7,2014-05-11 22:23:49,passed
24946044,37,416,18,9,2014-05-12 03:17:38,passed
24951765,37,902,0,30,2014-05-12 06:24:10,passed
24957342,37,705,0,70,2014-05-12 08:26:15,passed
24957638,37,1,0,1,2014-05-12 08:31:12,passed
24961550,37,91,0,11,2014-05-12 09:34:06,passed
24967430,37,351,0,4,2014-05-12 11:15:10,passed
24981463,37,151,0,9,2014-05-12 14:26:30,passed
24986181,37,7,0,1,2014-05-12 15:20:43,passed
25007874,37,4,0,2,2014-05-12 20:05:22,passed
25011765,37,374,0,5,2014-05-12 20:52:41,passed
25013804,37,12,0,1,2014-05-12 21:19:04,passed
25023325,37,0,81,2,2014-05-12 23:45:17,passed
25026818,37,201,0,4,2014-05-13 00:49:51,passed
25029409,37,69,0,10,2014-05-13 01:40:44,passed
25030976,37,103,0,9,2014-05-13 02:06:24,passed
25036510,37,66,0,3,2014-05-13 04:11:01,passed
25042379,37,757,4,30,2014-05-13 06:30:20,passed
25042845,37,140,0,3,2014-05-13 06:40:26,passed
25049825,37,20,0,1,2014-05-13 08:48:57,passed
25099710,37,100,0,1,2014-05-13 19:48:57,failed
25106265,37,3,0,1,2014-05-13 21:13:48,passed
25107846,37,0,0,1,2014-05-13 21:31:38,passed
25111878,37,235,8,7,2014-05-13 22:31:00,passed
25122914,37,126,0,5,2014-05-14 02:49:04,passed
25123719,37,33,0,2,2014-05-14 03:08:37,passed
25125474,37,493,119,22,2014-05-14 04:00:31,passed
25139131,37,56,0,10,2014-05-14 09:09:52,passed
25142911,37,1261,34,68,2014-05-14 10:06:31,passed
25146579,37,124,0,3,2014-05-14 11:15:40,passed
25148810,37,0,0,1,2014-05-14 11:58:59,passed
25150073,37,41,0,8,2014-05-14 12:17:10,passed
25177326,37,279,70,7,2014-05-14 17:56:37,passed
25183462,37,15039,0,216,2014-05-14 19:21:34,passed
25197737,37,20,0,1,2014-05-14 22:38:11,passed
25289861,37,397,0,2,2014-05-15 23:26:46,passed
25291320,37,219,0,5,2014-05-15 23:51:32,passed
25298395,37,121,0,1,2014-05-16 02:50:11,passed
25308139,37,19,0,1,2014-05-16 07:13:09,passed
25380394,37,6496,65,165,2014-05-17 02:12:52,passed
25495682,37,171,0,1,2014-05-19 08:45:00,passed
25567661,37,1007,24,40,2014-05-20 02:28:19,passed
25636651,37,279,0,4,2014-05-20 20:24:20,passed
25655330,37,33,0,1,2014-05-21 01:10:54,passed
25659895,37,314,0,10,2014-05-21 03:07:19,passed
25687459,37,53,0,4,2014-05-21 11:59:14,passed
25758500,37,278,2,8,2014-05-22 05:38:41,failed
25759706,37,2,0,1,2014-05-22 06:07:04,passed
25770431,37,338,0,13,2014-05-22 09:20:46,passed
25864591,37,107,0,2,2014-05-23 11:53:57,passed
26035484,37,142,0,14,2014-05-26 09:36:05,passed
26039953,37,56,0,5,2014-05-26 10:57:18,passed
26041334,37,59,0,2,2014-05-26 11:26:24,passed
26057982,37,26,0,3,2014-05-26 15:33:20,passed
26064938,37,34,0,2,2014-05-26 17:25:36,passed
26087498,37,2669,14,122,2014-05-26 23:45:03,passed
26223410,37,1,0,1,2014-05-28 15:03:36,passed
26241714,37,8,0,2,2014-05-28 18:58:07,passed
26270215,37,38,0,2,2014-05-29 02:45:16,passed
26366541,37,611,0,6,2014-05-30 08:40:03,failed
26369409,37,50,0,13,2014-05-30 09:26:12,failed
26378723,37,3,0,1,2014-05-30 11:57:50,passed
26477244,37,1566,87,105,2014-05-31 22:07:29,failed
26478343,37,21,0,1,2014-05-31 22:31:13,passed
26613293,37,103,0,4,2014-06-02 21:24:56,passed
26636625,37,369,0,16,2014-06-03 06:04:45,passed
26649336,37,101,0,0,2014-06-03 09:44:01,passed
26718474,37,29,0,1,2014-06-04 00:14:17,passed
26718899,37,12,0,1,2014-06-04 00:22:43,passed
26793631,37,356,0,2,2014-06-04 20:11:03,passed
26853274,37,238,0,5,2014-06-05 13:24:20,passed
26876523,37,34,0,3,2014-06-05 18:01:25,passed
26911530,37,125,0,3,2014-06-06 03:51:16,passed
27036560,37,6,3,3,2014-06-07 21:50:29,passed
27084723,37,1007,79,84,2014-06-08 20:07:09,passed
27086060,37,2,8,2,2014-06-08 20:31:41,passed
27091229,37,0,10,1,2014-06-08 22:04:40,passed
27130054,37,99,0,8,2014-06-09 13:40:50,passed
27244433,37,1,0,1,2014-06-10 18:32:33,passed
27345482,37,1943,74,107,2014-06-11 20:27:37,passed
27349396,37,2,0,1,2014-06-11 21:14:28,passed
27537200,37,1,0,1,2014-06-13 22:58:54,passed
27537876,37,15,0,1,2014-06-13 23:10:06,failed
27547414,37,97,0,1,2014-06-14 04:14:47,passed
27571449,37,167,0,33,2014-06-14 15:56:49,passed
27620730,37,43,24,7,2014-06-15 15:32:02,passed
27813210,37,803,0,25,2014-06-17 21:43:22,passed
27996448,37,349,0,13,2014-06-19 22:13:01,passed
28048570,37,87,0,2,2014-06-20 14:42:23,passed
28071633,37,1160,0,36,2014-06-20 19:50:23,passed
28142159,36,17,0,1,2014-06-22 05:36:54,passed
28173417,36,41,0,3,2014-06-22 19:04:47,passed
28182536,36,0,0,1,2014-06-22 22:18:21,passed
28185686,36,1,0,1,2014-06-22 23:29:33,passed
28207665,36,562,0,23,2014-06-23 09:16:18,passed
28223295,36,370,0,2,2014-06-23 13:28:22,passed
28239637,36,940,0,38,2014-06-23 16:46:01,passed
28246340,36,221,2,19,2014-06-23 18:14:05,passed
28254900,36,2,0,1,2014-06-23 19:58:31,passed
28269387,36,4,0,4,2014-06-23 23:15:46,passed
28317333,36,1427,0,38,2014-06-24 14:05:48,passed
28363894,35,10,0,1,2014-06-24 23:44:55,passed
28372434,35,77,0,1,2014-06-25 02:42:53,passed
28373489,35,666,0,25,2014-06-25 03:08:18,passed
28428222,35,48,0,6,2014-06-25 17:19:58,passed
28437680,35,121,0,9,2014-06-25 19:15:51,passed
28440468,35,56,0,6,2014-06-25 19:46:34,passed
28442532,35,2,0,1,2014-06-25 20:09:57,passed
28449601,35,36,0,5,2014-06-25 21:35:43,passed
28451530,35,11,0,2,2014-06-25 21:59:21,passed
28453066,35,19,0,1,2014-06-25 22:17:54,passed
28463543,35,19,20,2,2014-06-26 01:35:56,passed
28466092,35,112,0,0,2014-06-26 02:32:10,passed
28466718,35,97,0,1,2014-06-26 02:52:31,passed
28469789,35,310,0,2,2014-06-26 04:16:06,passed
28471439,35,3,0,1,2014-06-26 05:01:59,passed
28511869,35,22,0,1,2014-06-26 15:43:05,passed
28515101,35,91,0,1,2014-06-26 16:19:21,passed
28540638,35,263,0,3,2014-06-26 21:28:58,passed
28551635,35,204,0,1,2014-06-27 00:28:57,passed
28552215,35,8,0,2,2014-06-27 00:43:20,passed
28562958,36,118,0,7,2014-06-27 05:21:30,passed
28563521,36,0,0,1,2014-06-27 05:39:31,passed
28565799,36,1,0,2,2014-06-27 06:44:21,passed
28565972,36,4,0,1,2014-06-27 06:49:34,passed
