tr_build_id,gh_team_size,git_diff_src_churn,git_diff_test_churn,gh_diff_files_modified,gh_build_started_at,tr_status
20099094,38,1055,429,42,2014-03-05 01:06:23,passed
20104585,38,0,26,5,2014-03-05 03:06:35,passed
20149300,38,102,0,9,2014-03-05 17:28:28,passed
20158414,38,9,0,5,2014-03-05 19:38:58,passed
20169913,38,38,0,1,2014-03-05 22:28:33,passed
20183468,38,287,4,17,2014-03-06 03:48:05,passed
20184337,38,0,0,1,2014-03-06 04:22:45,passed
20204174,38,110,0,5,2014-03-06 12:24:07,passed
20208652,38,18,0,1,2014-03-06 13:47:51,passed
20210871,38,934,0,3,2014-03-06 14:22:54,passed
20231928,38,51,0,2,2014-03-06 19:39:36,passed
20245520,38,129,0,0,2014-03-06 22:49:21,passed
20251515,38,272,0,8,2014-03-07 00:42:10,passed
20252565,38,25,0,2,2014-03-07 01:08:36,passed
20287233,38,2,0,1,2014-03-07 14:37:18,passed
20288217,38,648,0,5,2014-03-07 14:55:55,passed
20394113,38,593,0,11,2014-03-09 13:19:52,passed
20408052,38,137,0,3,2014-03-09 18:57:34,passed
20424036,38,0,0,1,2014-03-10 00:39:44,passed
20430264,38,1100,0,29,2014-03-10 03:35:09,passed
20431494,38,13,0,2,2014-03-10 04:20:58,passed
20432936,38,1,0,1,2014-03-10 05:24:13,passed
20444373,38,562,0,13,2014-03-10 10:20:49,failed
20444466,38,6,0,1,2014-03-10 10:22:11,failed
20446880,38,30,0,2,2014-03-10 11:17:48,passed
20457628,38,19,0,1,2014-03-10 14:29:25,passed
20461398,38,0,0,1,2014-03-10 15:22:47,passed
20484304,38,10,0,1,2014-03-10 20:46:46,passed
20507582,38,3,0,1,2014-03-11 05:07:07,passed
20515008,38,76,0,7,2014-03-11 08:37:23,passed
20538101,38,1097,4,20,2014-03-11 15:13:00,passed
20543905,38,1045,4,20,2014-03-11 16:31:47,passed
20556698,38,117,0,1,2014-03-11 19:27:33,passed
20557101,38,2,0,1,2014-03-11 19:33:55,passed
20625867,37,301,0,15,2014-03-12 17:45:04,passed
20641280,37,8,0,1,2014-03-12 21:15:46,passed
20651103,37,564,0,13,2014-03-12 23:38:52,passed
20669107,37,6,0,1,2014-03-13 07:35:56,passed
20676711,37,9,0,1,2014-03-13 10:21:25,passed
20687829,37,175,0,20,2014-03-13 13:33:31,passed
20704966,37,166,4,6,2014-03-13 17:24:13,passed
20708968,37,0,0,2,2014-03-13 18:22:16,passed
20710918,37,9,0,1,2014-03-13 18:50:07,passed
20713084,37,0,0,1,2014-03-13 19:19:10,passed
20713670,37,256,0,1,2014-03-13 19:28:31,passed
20715021,37,18,0,1,2014-03-13 19:47:45,passed
20725137,37,16,0,6,2014-03-13 22:04:32,passed
20734841,37,124,0,1,2014-03-14 01:02:00,passed
20829299,37,810,0,27,2014-03-15 13:37:08,passed
20868602,37,688,0,25,2014-03-16 08:24:31,passed
20899046,37,1037,148,73,2014-03-16 21:48:17,passed
20899640,37,103,0,1,2014-03-16 21:57:07,passed
20899783,37,42,0,1,2014-03-16 22:00:12,passed
20945794,37,5,0,1,2014-03-17 15:36:40,passed
21002466,36,49,0,3,2014-03-18 09:15:32,passed
21031571,36,1381,0,28,2014-03-18 17:01:36,passed
21039387,36,903,0,14,2014-03-18 18:42:18,passed
21043491,36,10,0,1,2014-03-18 19:37:27,passed
21046853,36,169,0,1,2014-03-18 20:29:31,passed
21054799,36,114,0,4,2014-03-18 22:19:15,passed
21054919,36,720,6,31,2014-03-18 22:21:07,passed
21063920,36,3143,2,75,2014-03-19 00:56:31,failed
21071862,36,1,0,1,2014-03-19 04:24:13,passed
21072770,36,2,0,1,2014-03-19 04:56:12,passed
21085871,36,6,0,2,2014-03-19 10:31:10,passed
21108685,36,123,18,15,2014-03-19 16:19:12,passed
21116712,36,3,0,1,2014-03-19 18:07:37,passed
21127561,36,66,0,3,2014-03-19 20:37:43,passed
21134177,36,64,0,2,2014-03-19 22:16:34,passed
21145966,36,262,0,3,2014-03-20 02:09:45,passed
21180479,36,2,0,1,2014-03-20 14:48:12,passed
21183597,36,18,0,1,2014-03-20 15:29:24,passed
21208714,36,1117,20,74,2014-03-20 21:13:11,passed
21213809,36,1,0,1,2014-03-20 22:25:21,passed
21223079,36,1,0,1,2014-03-21 01:47:11,passed
21233821,36,110,0,3,2014-03-21 07:13:59,passed
21258293,36,478,0,28,2014-03-21 15:01:10,passed
21287244,38,0,0,1,2014-03-21 22:02:33,passed
21288050,38,6,0,2,2014-03-21 22:18:42,passed
21288278,38,6,0,1,2014-03-21 22:24:24,passed
21310154,38,1423,0,20,2014-03-22 11:15:12,passed
21337891,38,791,0,41,2014-03-22 22:13:57,passed
21368488,38,952,0,39,2014-03-23 15:47:22,passed
21384365,38,49,0,1,2014-03-23 21:29:12,passed
21389388,38,56,0,1,2014-03-23 23:12:51,passed
21393785,38,5,0,1,2014-03-24 00:48:03,passed
21441936,38,746,0,24,2014-03-24 17:11:35,passed
21447004,38,10,0,1,2014-03-24 18:18:33,passed
21513588,39,85,0,3,2014-03-25 14:48:32,passed
21518843,39,57,0,4,2014-03-25 16:00:07,passed
21547405,39,16,0,3,2014-03-25 22:15:42,passed
21571491,39,95,0,2,2014-03-26 08:01:41,passed
21579972,39,1390,0,7,2014-03-26 10:37:06,passed
21617825,39,1962,117,69,2014-03-26 19:16:51,passed
21641382,39,1663,0,19,2014-03-27 01:19:28,passed
21644784,39,8,0,1,2014-03-27 02:43:30,failed
21645740,39,14,0,1,2014-03-27 03:14:18,passed
21646594,39,47,0,1,2014-03-27 03:39:50,passed
21748898,39,1615,0,12,2014-03-28 11:04:17,passed
21755407,39,31,0,2,2014-03-28 12:58:52,failed
21772251,39,18,0,6,2014-03-28 16:22:05,passed
21794429,39,4,0,1,2014-03-28 21:37:11,passed
21839194,39,2118,2,83,2014-03-29 19:01:05,passed
21870780,39,116,0,4,2014-03-30 12:00:00,passed
21874760,39,4,0,2,2014-03-30 14:03:00,passed
21898016,39,479,0,33,2014-03-30 21:31:40,passed
21904117,39,344,0,27,2014-03-30 23:43:21,passed
21916899,39,57,0,2,2014-03-31 05:30:48,passed
21917100,39,46,0,1,2014-03-31 05:40:08,passed
21937773,39,223,0,2,2014-03-31 12:52:43,passed
21946790,39,43,0,6,2014-03-31 14:50:52,passed
21979926,39,2,0,1,2014-03-31 22:27:01,passed
21987269,39,1061,5,36,2014-04-01 00:42:57,passed
22020158,39,94,0,3,2014-04-01 13:19:22,passed
22023940,39,18,0,1,2014-04-01 14:12:36,passed
22024562,39,96,0,8,2014-04-01 14:20:34,passed
22044676,39,270,0,19,2014-04-01 18:57:13,passed
22052261,39,178,4,21,2014-04-01 20:46:10,passed
22074939,39,28,0,2,2014-04-02 04:04:50,passed
22082850,39,360,0,1,2014-04-02 07:37:00,passed
22102972,39,1124,0,38,2014-04-02 13:29:24,passed
22123172,39,393,0,4,2014-04-02 18:01:54,passed
22136578,39,40,0,8,2014-04-02 21:14:00,passed
22140293,39,10,2,3,2014-04-02 22:02:20,passed
22151542,39,489,0,23,2014-04-03 01:28:27,passed
22152151,39,117,0,1,2014-04-03 01:44:08,passed
22159179,39,288,0,1,2014-04-03 04:59:33,passed
22162032,39,251,0,1,2014-04-03 06:24:25,passed
22173639,39,600,0,14,2014-04-03 09:59:05,passed
22182894,39,0,0,1,2014-04-03 12:37:59,passed
22206164,39,353,0,30,2014-04-03 17:54:06,passed
22211020,39,158,0,5,2014-04-03 19:03:08,passed
22244951,39,73,0,1,2014-04-04 05:53:14,passed
22263165,39,488,0,9,2014-04-04 12:12:30,passed
22278178,39,30,0,3,2014-04-04 15:35:47,passed
22290581,39,2475,0,42,2014-04-04 18:17:30,passed
22296071,39,192,0,14,2014-04-04 19:38:29,passed
22296590,39,589,0,15,2014-04-04 19:45:47,passed
22330506,39,15,0,1,2014-04-05 10:51:45,passed
22358264,39,236,0,6,2014-04-05 21:43:07,passed
22362851,39,146,0,9,2014-04-06 00:18:04,passed
22402267,39,305,13,12,2014-04-06 20:49:12,passed
22443465,39,549,0,10,2014-04-07 13:25:38,passed
22443681,39,2,0,1,2014-04-07 13:26:58,passed
22453695,39,680,0,23,2014-04-07 15:36:20,passed
22464990,39,537,2,9,2014-04-07 17:56:50,passed
22494757,39,1459,0,22,2014-04-08 02:07:41,passed
22509472,39,226,0,1,2014-04-08 08:29:09,passed
22529197,39,223,0,11,2014-04-08 13:48:43,passed
22531874,39,213,0,3,2014-04-08 14:26:53,passed
22535927,39,26,0,1,2014-04-08 15:14:43,passed
22545315,39,64,0,3,2014-04-08 17:18:46,passed
22551617,39,62,0,1,2014-04-08 18:48:50,passed
22551807,39,2,0,1,2014-04-08 18:51:14,passed
22553013,39,10,0,1,2014-04-08 19:07:14,passed
22568130,39,518,6,26,2014-04-08 22:39:23,passed
22596101,39,221,0,2,2014-04-09 09:49:45,passed
22605473,39,376,0,7,2014-04-09 12:32:26,passed
22610823,39,3,0,1,2014-04-09 13:51:20,passed
22618789,39,350,0,19,2014-04-09 15:39:02,passed
22648774,39,0,0,1,2014-04-09 22:29:02,passed
22650459,39,0,0,1,2014-04-09 22:57:59,passed
22650573,39,1,0,1,2014-04-09 23:04:58,passed
22693147,39,2,0,1,2014-04-10 13:36:36,passed
22698079,39,2040,0,37,2014-04-10 14:42:19,passed
22706207,39,2,0,1,2014-04-10 16:24:47,passed
22707737,39,94,0,34,2014-04-10 16:44:53,passed
22708587,39,154,0,5,2014-04-10 16:59:31,passed
22716132,39,150,0,16,2014-04-10 18:43:10,passed
22735005,39,218,0,3,2014-04-10 23:38:14,passed
22752203,39,154,0,1,2014-04-11 07:28:04,passed
22765951,39,55,0,1,2014-04-11 11:40:14,passed
22779663,39,60,0,11,2014-04-11 14:54:17,passed
22854378,39,646,93,22,2014-04-12 19:35:56,failed
22855543,39,0,2,1,2014-04-12 20:00:41,passed
22890674,39,0,0,1,2014-04-13 15:52:42,passed
22914191,39,1070,0,26,2014-04-14 00:01:28,passed
22920898,39,1,0,1,2014-04-14 02:50:49,passed
22922101,39,89,0,1,2014-04-14 03:30:15,passed
22931611,39,8,0,1,2014-04-14 07:59:15,passed
22953677,39,992,0,14,2014-04-14 13:53:28,passed
22961020,39,1,0,1,2014-04-14 15:22:38,passed
22974494,39,293,0,0,2014-04-14 18:32:38,passed
22978909,39,72,0,7,2014-04-14 19:32:31,passed
22979509,39,1777,282,50,2014-04-14 19:39:44,passed
22984217,39,11,0,1,2014-04-14 20:38:15,passed
22993145,39,75,3,15,2014-04-14 22:32:31,passed
23038976,39,12,0,1,2014-04-15 13:53:32,passed
23039090,39,9,0,3,2014-04-15 13:55:46,passed
23062106,39,177,0,1,2014-04-15 19:00:58,passed
23064052,39,71,0,1,2014-04-15 19:28:16,passed
23079843,39,846,0,29,2014-04-15 22:50:51,passed
23094910,39,1251,0,8,2014-04-16 05:03:09,passed
23103928,39,308,0,20,2014-04-16 08:42:27,passed
23111688,39,2,0,3,2014-04-16 11:02:47,passed
23163038,39,1333,0,21,2014-04-16 22:40:32,passed
23174109,39,336,2,14,2014-04-17 02:47:45,passed
23179688,39,0,4,2,2014-04-17 05:16:30,passed
23181555,39,1979,168,24,2014-04-17 06:17:18,passed
23200739,39,594,62,9,2014-04-17 12:29:30,passed
23207629,39,0,0,1,2014-04-17 14:10:37,passed
23213288,39,2199,0,6,2014-04-17 15:22:19,passed
23213995,39,107,20,3,2014-04-17 15:30:45,passed
23218538,39,306,0,1,2014-04-17 16:25:00,passed
23223299,39,225,0,3,2014-04-17 17:31:44,passed
23223781,39,0,0,1,2014-04-17 17:38:56,passed
23229205,39,845,0,7,2014-04-17 18:57:13,passed
23234113,39,8,6,5,2014-04-17 20:05:44,passed
23234716,39,365,0,1,2014-04-17 20:16:19,passed
23238015,39,122,0,2,2014-04-17 21:01:46,passed
23242475,39,2,0,1,2014-04-17 22:10:12,passed
23253793,39,225,0,10,2014-04-18 02:53:29,passed
23255478,39,0,0,1,2014-04-18 03:49:48,passed
23274335,39,350,0,1,2014-04-18 12:10:09,passed
23324916,39,642,0,13,2014-04-19 07:06:41,passed
23327709,39,0,0,1,2014-04-19 08:50:21,passed
23354077,39,762,0,22,2014-04-19 20:59:12,passed
23391501,38,1805,12,55,2014-04-20 18:35:55,failed
23392769,38,15,0,1,2014-04-20 19:12:22,passed
23395386,38,11,0,1,2014-04-20 20:14:31,passed
23397620,38,82,0,10,2014-04-20 21:07:06,passed
23400500,38,2,0,1,2014-04-20 22:19:57,passed
23404025,38,459,0,46,2014-04-21 00:15:21,passed
23408724,38,213,6,16,2014-04-21 03:22:34,passed
23416812,38,3,0,1,2014-04-21 08:29:10,passed
23435029,38,78,0,1,2014-04-21 14:57:15,passed
23446640,38,484,0,6,2014-04-21 17:50:25,passed
23470347,38,6,0,1,2014-04-22 00:05:58,passed
23475087,38,448,222,18,2014-04-22 02:17:13,passed
23477324,38,4,0,1,2014-04-22 03:19:02,passed
23517810,38,125,0,2,2014-04-22 15:18:21,passed
23527581,38,601,2,34,2014-04-22 17:27:07,passed
23536478,38,137,0,2,2014-04-22 19:23:32,passed
23552794,38,251,8,21,2014-04-22 23:20:14,passed
23561306,38,343,0,1,2014-04-23 03:01:28,passed
23563910,38,890,0,23,2014-04-23 04:10:36,passed
23568505,38,58,0,5,2014-04-23 06:14:48,passed
23570068,38,144,0,1,2014-04-23 06:56:46,passed
23576930,38,497,0,16,2014-04-23 09:08:53,passed
23579847,38,170,0,13,2014-04-23 10:02:25,passed
23588124,38,0,0,2,2014-04-23 12:32:28,passed
23600219,38,306,0,3,2014-04-23 15:15:59,passed
23606971,38,521,0,4,2014-04-23 16:44:38,passed
23626757,38,229,0,11,2014-04-23 21:12:40,passed
23630263,38,90,0,4,2014-04-23 22:05:42,passed
23630506,38,185,0,10,2014-04-23 22:10:56,passed
23641172,38,325,0,5,2014-04-24 02:02:31,passed
23647281,38,378,0,15,2014-04-24 04:51:36,passed
23672555,38,23,0,3,2014-04-24 13:01:54,passed
23674704,38,364,0,16,2014-04-24 13:29:43,passed
23678021,38,5,0,2,2014-04-24 14:16:59,passed
23679230,38,26,0,11,2014-04-24 14:34:19,passed
23692671,38,97,4,15,2014-04-24 17:21:20,passed
23707149,38,157,0,7,2014-04-24 20:36:47,passed
23709490,38,59,0,0,2014-04-24 21:04:52,passed
23718649,38,149,0,8,2014-04-24 23:29:58,failed
23727400,38,22,0,3,2014-04-25 04:04:05,passed
23731507,38,1632,0,44,2014-04-25 06:15:11,passed
23731979,38,14,0,4,2014-04-25 06:28:13,passed
23736281,38,2,0,1,2014-04-25 08:07:54,passed
23755632,38,64,0,4,2014-04-25 13:26:21,passed
23755678,38,1,0,1,2014-04-25 13:26:22,passed
23775798,38,3,0,1,2014-04-25 17:54:09,passed
23804872,38,2174,0,78,2014-04-26 04:36:04,passed
23809508,38,16,35,6,2014-04-26 08:21:50,passed
23820404,38,282,0,6,2014-04-26 14:15:04,passed
23843757,38,578,0,39,2014-04-26 23:36:14,passed
23846188,38,2,0,1,2014-04-27 01:05:06,passed
23848260,38,10,2,3,2014-04-27 02:46:24,passed
23872422,38,293,0,22,2014-04-27 16:07:41,passed
23905410,38,22,0,1,2014-04-28 04:25:47,passed
23906421,38,4,0,1,2014-04-28 04:57:21,passed
23913807,38,0,5,2,2014-04-28 08:16:55,passed
23934634,38,240,0,11,2014-04-28 13:56:41,failed
23935504,38,1,0,1,2014-04-28 14:08:16,passed
23937668,38,34,0,2,2014-04-28 14:36:42,passed
23957456,38,967,0,42,2014-04-28 18:51:08,passed
23978048,38,703,0,31,2014-04-28 23:50:59,passed
23986630,38,105,0,9,2014-04-29 03:32:22,passed
23989979,38,14,0,2,2014-04-29 05:17:10,passed
24004061,38,2,0,5,2014-04-29 10:15:28,passed
24008884,38,633,117,12,2014-04-29 11:46:10,passed
24052774,38,113,0,14,2014-04-29 21:19:40,passed
24068458,38,28,0,6,2014-04-30 02:13:19,passed
24071152,38,1153,614,21,2014-04-30 03:31:11,passed
