project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
cloud_controller_ng.csv,0,0,0,40.711463928222656,0.0,4,38.73517608642578,0.0,2,40.711463928222656,0.0,4
open-build-service.csv,0,0,0,28.54077339172364,0.0,4,29.399141311645508,0.0,4,28.54077339172364,0.0,4
orbeon-forms.csv,0,0,0,22.317596435546875,0.0,4,22.317596435546875,0.0,4,22.317596435546875,0.0,4
loomio.csv,0,0,0,37.56097412109375,0.0,4,32.19512176513672,0.0,2,33.65853500366211,1.0,8
jruby.csv,0,0,0,55.93220520019531,0.0,4,56.17433547973633,0.0,2,55.93220520019531,0.0,4
gradle.csv,0,0,0,10.592459678649902,0.0,4,10.592459678649902,0.0,4,10.592459678649902,0.0,4
metasploit-framework.csv,0,0,0,10.635538101196287,0.0,4,10.894941329956056,0.0,4,10.635538101196287,0.0,4
cloudify.csv,0,0,0,11.680327415466309,0.0,4,12.090164184570312,0.0,4,11.680327415466309,0.0,4
fog.csv,0,0,0,46.72364807128906,0.0,4,49.28775024414063,0.0,2,46.43874740600586,0.0,8
vagrant.csv,0,0,0,13.380281448364258,0.0,4,9.507041931152344,0.0,2,10.563380241394045,0.0,8
concerto.csv,0,0,0,14.137930870056152,0.0,4,14.82758617401123,0.0,4,14.137930870056152,0.0,4
rubinius.csv,0,0,0,48.18181991577149,0.0,4,50.90909194946289,0.0,2,48.18181991577149,0.0,4
sufia.csv,0,0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4
puppet.csv,0,0,0,4.34782600402832,0.0,4,4.34782600402832,0.0,2,4.34782600402832,0.0,4
sonarqube.csv,0,0,0,17.66666603088379,0.0,4,17.66666603088379,0.0,4,17.66666603088379,0.0,4
graylog2-server.csv,0,0,0,4.239401340484619,0.0,4,4.239401340484619,0.0,4,4.239401340484619,0.0,4
opal.csv,0,0,0,11.160714149475098,0.0,4,9.375,0.0,2,10.267857551574709,0.0,8
geoserver.csv,0,0,0,76.78571319580078,1.0,4,66.07142639160156,0.0,2,76.78571319580078,1.0,4
rails.csv,0,0,0,28.0297908782959,0.0,4,29.38388633728028,0.0,4,28.0297908782959,0.0,4
heroku.csv,0,0,0,11.475409507751465,0.0,4,11.475409507751465,0.0,4,11.475409507751465,0.0,4
